prof,awards,famous,height,dob,birthplace
"Actor,Stunts,Soundtrack",no awards no nominations,"Drugstore Cowboy,Mildred Pierce,Certain Women,The Last Winter",(1.76 m,"April 27, 1962","Minneapolis, Minnesota, USA"
Actress,no awards no nominations,"Windows,Ship of Fools,Happiness,Stagecoach",1.65 m,"August 30, 1939","Ocala, Florida, USA"
"Actor,Soundtrack",no awards no nominations,"Everybody Loves Raymond,Red Heat,Taxi Driver,Young Frankenstein",1.88 m,"October 18, 1935","Norristown, Pennsylvania, USA"
"Actress,Producer,Writer",no awards no nominations,"The Good Doctor,Lovesick,Misfits,Sunshine on Leith",1.55 m,"November 3, 1986","London, England, UK"
"Actress,Soundtrack",no awards no nominations,"The Alligator People,It Conquered the World,Swamp Women,Gunslinger",1.55 m,"October 17, 1926","Santa Cruz, California, USA"
Actress,no awards no nominations,"Winter's Tale,Uncanny,Robin Hood,True Blood",1.68 m,"October 10, 1986","Brighton, England, UK"
Actress,no awards no nominations,"Derry Girls,Urban and the Shed Crew,Redeeming Love,Screw",1.57 m,"March 4, 1992","Londonderry, Northern Ireland, UK"
"Actress,Writer,Special Effects",no awards no nominations,"Top Five,The Upside,Beasts of the Southern Wild,True Story",1.63 m,"April 13, 1987","New York City, New York, USA"
Actress,no awards no nominations,"True Grit,Better Off Dead...,Halloween: The Curse of Michael Myers,Teen Wolf 2",1.63 m,"July 8, 1947","Los Angeles, California, USA"
"Actor,Producer,Writer",no awards no nominations,"Lockout,This Is England,The Last Witch Hunter,Harry Brown",3 m,"March 9, 1984","Chorley, Lancashire, England, UK"
Actress,no awards no nominations,"Real Genius,Outsiders,Revenge of the Nerds,Valley Girl",(1.69 m,"September 1, 1962","Vancouver, British Columbia, Canada"
"Actress,Producer",no awards no nominations,"A Simple Favor,The Moth Diaries,Star Trek: Strange New Worlds,A Perfect Plan",1.68 m,"September 1, 1962","Vancouver, British Columbia, Canada"
"Actress,Writer,Director",no awards no nominations,"Maggie's Plan,Personal Velocity: Three Portraits,Angela,The Private Lives of Pippa Lee",1.75 m,"September 15, 1962","Roxbury, Connecticut, USA"
"Actress,Soundtrack",no awards no nominations,"Deadpool,Deadpool 2,Roots,Black Girl",1.68 m,"May 25, 1943","New York City, New York, USA"
Actor,no awards no nominations,"The Ninth Configuration,In Cold Blood,The Walking Dead,In the Heat of the Night",(1.80 m,"March 29, 1942","Atlanta, Georgia, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Jaws,The French Connection,All That Jazz,Jaws 2",1.75 m,"November 10, 1932","Orange, New Jersey, USA"
"Actor,Writer,Director",no awards no nominations,"28 Days Later...,Becoming Jane,The Girl with the Dragon Tattoo,Gosford Park",3 m,"August 31, 1980","Warwickshire, England, UK"
"Actor,Additional Crew",no awards no nominations,"The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,Underworld: Rise of the Lycans,Legend of the Seeker",(1.78 m,"November 12, 1970","Suva, Fiji"
"Actor,Producer,Soundtrack",no awards no nominations,"The Searchers,King of Kings,The Great Locomotive Chase,The Longest Day",3 m,"November 25, 1926","New Orleans, Louisiana, USA"
"Actor,Stunts,Producer",no awards no nominations,"High Noon,Sergeant York,For Whom the Bell Tolls,Mr. Deeds Goes to Town",1.91 m,"May 7, 1901","Helena, Montana, USA"
Actor,no awards no nominations,"Fix,Big Heart City,Dazed and Confused",1.85 m,"October 15, 1971","Littleton, Massachusetts, USA"
"Actor,Producer,Additional Crew",no awards no nominations,"A Guide to Recognizing Your Saints,Line of Duty,Doomsday,Sweet Sixteen",1.73 m,"May 8, 1984","Greenock, Renfrewshire, Scotland, UK"
"Actress,Writer,Producer",no awards no nominations,"Together Together,The Lost City,Big Mouth,A Simple Favor",1.73 m,"October 31, 1990","Orient, Ohio, USA"
"Writer,Actress,Producer",no awards no nominations,"Trainwreck,Inside Amy Schumer,I Feel Pretty,Snatched",1.70 m,"June 1, 1981","Manhattan, New York City, New York, USA"
"Actress,Additional Crew",no awards no nominations,"Silent Witness,Les Misérables,The OA,Devs",1.70 m,1972,"Wirral, Cheshire, England, UK"
"Actor,Soundtrack",no awards no nominations,"It's a Mad Mad Mad Mad World,Ghosts on the Loose,News Hounds,Lucky Losers",1.68 m,"June 3, 1917","New York City, New York, USA"
Actress,no awards no nominations,"Unfriended: Dark Web,Once Upon a Time... In Hollywood,Don't Worry, He Won't Get Far on Foot,Red Band Society",,,
"Actress,Additional Crew",no awards no nominations,"Stir of Echoes,Law & Order: Criminal Intent,What About Bob?,D2: The Mighty Ducks",1.57 m,"July 5, 1965","Newton, Massachusetts, USA"
Actor,no awards no nominations,"How to Get Away with Murder,As They Made Us,Panama,After We Collided", (1.80 m,"September 20, 1978","Jefferson City, Missouri, USA"
"Director,Producer,Executive",no awards no nominations,"Sharper,Andor,The Crown,Sherlock", (1.80 m,"September 20, 1978","Jefferson City, Missouri, USA"
"Director,Writer,Producer",no awards no nominations,"Tetris,Filth,Stonehouse,Stan & Ollie", (1.80 m,November 1972,"Aberdeen, Scotland, UK"
"Actress,Soundtrack",no awards no nominations,"Double Indemnity,Ball of Fire,Sorry, Wrong Number,Union Pacific",1.65 m,"July 16, 1907","Brooklyn, New York City, New York, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"The Adventures of Brisco County, Jr.,Melrose Place,E-Ring,Scream 3",1.73 m,"November 6, 1968","Elizabethtown, Kentucky, USA"
"Actress,Producer,Executive",no awards no nominations,"Deadbeat,It's Always Sunny in Philadelphia,Leaves of Grass,The Comedian",(1.50 m,"March 11, 1983","New York City, New York, USA"
"Actor,Soundtrack",no awards no nominations,"Baymax,X-Men Origins: Wolverine,The Last Stand,Ma-i pa-deo",1.88 m,"November 28, 1979","Carson City, Michigan, USA"
"Actress,Writer,Producer",no awards no nominations,"Lady Bird,You,A Teacher,All My Life",(1.61 m,"October 18, 1991","Los Angeles, California, USA"
"Actor,Producer,Writer",no awards no nominations,"Dumb and Dumberer: When Harry Met Lloyd,Fired Up!,Not Another Teen Movie,Cellular",(1.86 m,"May 31, 1977","Eugene, Oregon, USA"
"Actress,Soundtrack",no awards no nominations,"Ode to Billy Joe,Melanie,The Boy in the Plastic Bubble,Jeremy",1.60 m,"November 19, 1955","Merrick, Long Island, New York, USA"
"Actor,Producer,Additional Crew",no awards no nominations,"The Last Samurai,Inception,Godzilla,Godzilla: King of the Monsters",1.85 m,"October 21, 1959","Uonuma, Japan"
"Actor,Writer,Producer",no awards no nominations,"Sausage Party,Captain Underpants: The First Epic Movie,Sing,Big Mouth",1.75 m,"June 5, 1978","New York City, New York, USA"
"Producer,Actress,Production Manager",no awards no nominations,"I Love Lucy,Here's Lucy,The Lucy Show,The Long, Long Trailer",(1.71 m,"August 6, 1911","Jamestown, New York, USA"
"Actor,Producer,Second Unit Director or Assistant Director",no awards no nominations,"Sin City,The Man Without a Face,Terminator 3: Rise of the Machines,In the Bedroom",(1.74 m,"December 5, 1979","Harlingen, Texas, USA"
"Actor,Producer",no awards no nominations,"Snowfall,Outside the Wire,Farming,Black Mirror",1.85 m,"September 2, 1991","London, England, UK"
"Actress,Producer,Writer",no awards no nominations,"Beverly Hills, 90210,What I Like About You,Secret Santa,Girl, Positive",1.65 m,"April 3, 1972","Urbana, Illinois, USA"
"Actor,Producer,Director",no awards no nominations,"The Usual Suspects,Bio-Dome,The Flintstones in Viva Rock Vegas,Fred Claus",(1.78 m,"May 12, 1966","Massapequa, Long Island, New York, USA"
"Actress,Soundtrack",no awards no nominations,"New Amsterdam,Max Steel,The 70th Annual Tony Awards,The 89th Annual Macy's Thanksgiving Day Parade",(1.69 m,"June 5, 1989","Miami, Florida, USA"
"Producer,Writer,Actor",no awards no nominations,"Arthur,Forgetting Sarah Marshall,Get Him to the Greek,Rock of Ages",(1.87 m,"June 4, 1975","Grays, Essex, England, UK"
"Actress,Writer,Music Department",no awards no nominations,"Poison Ivy,Millennium,Unforgettable,Charlie's Angels",(1.61 m,"July 12, 1951","Huron, South Dakota, USA"
"Composer,Actor,Music Department",no awards no nominations,"Bluey,Five Bedrooms,Jack Irish,Top End Wedding",(1.61 m,"July 12, 1951","Huron, South Dakota, USA"
Actress,no awards no nominations,"Pandora,Derry Girls,Miss Scarlet and the Duke,The Athena",(1.61 m,"July 12, 1951","Huron, South Dakota, USA"
"Actor,Writer,Producer",no awards no nominations,"Everybody Loves Raymond,The Big Sick,The Irishman,Ice Age",1.88 m,"December 21, 1957","Queens, New York City, New York, USA"
"Actor,Director,Producer",no awards no nominations,"Adaptation.,August: Osage County,American Beauty,Breach",(1.78 m,"July 9, 1951","Kansas City, Missouri, USA"
"Actor,Director,Writer",no awards no nominations,"Broken Arrow,Pulp Fiction,The Doors,Vacancy",1.75 m,"July 20, 1963","Syracuse, New York, USA"
"Writer,Actor,Director",no awards no nominations,"Transformers: The Last Knight,6 Underground,Invade",1.75 m,"August 11, 1982",Nigeria
"Actor,Script and Continuity Department,Soundtrack",no awards no nominations,"Almost Famous,The Life Aquatic with Steve Zissou,Shine,Predestination",1.73 m,"September 4, 1969","London, England, UK"
"Actor,Director,Cinematographer",no awards no nominations,"Traffic,Crossing Jordan,RoboCop,Twin Peaks: Fire Walk with Me",3 m,"February 7, 1955","Santa Monica, California, USA"
"Actress,Producer,Director",no awards no nominations,"Transamerica,Desperate Housewives,Sports Night,Big Game",1.65 m,"December 9, 1962","Bedford, New York, USA"
"Actress,Soundtrack",no awards no nominations,"Line of Duty,Bridgerton,Doctors,Their Finest",1.68 m,"October 30, 1989","Birmingham, England, UK"
"Actor,Director,Producer",no awards no nominations,"Hot Tub Time Machine,The Croods,Kick-Ass 2,Kick-Ass",1.75 m,May 5,"Glenwood, Arkansas, USA"
"Actress,Producer,Writer",no awards no nominations,"Boss Level,Den of Thieves,The Bay,The Mask",1.68 m,"February 10, 1966","Miami, Florida, USA"
Actress,no awards no nominations,"2012,Flipped,Cooties,X: First Class",1.65 m,"April 11, 2000","Santa Monica, California, USA"
"Actor,Writer,Soundtrack",no awards no nominations,"Sleepy Hollow,Lost in Austen,One Day,Watchmen",1.85 m,"July 23, 1982","Surrey, England, UK"
"Actor,Director,Writer",no awards no nominations,"Good Joe Bell,Boo, Bitch,Accused,Who Are You People",1.85 m,"July 23, 1982","Surrey, England, UK"
"Actress,Producer,Director",no awards no nominations,"The Chronicles of Riddick,The Loft,Motive,The Way of the Gun",1.68 m,"May 3, 1972","New Westminster, British Columbia, Canada"
"Producer,Director,Writer",no awards no nominations,"Kick-Ass,X: First Class,Kingsman: The Secret Service,Layer Cake",3 m,"March 7, 1971","London, England, UK"
"Actor,Director,Writer",no awards no nominations,"Kindergarten Cop,Pet Sematary,Mercury Rising,Wes Craven's New Nightmare",1.63 m,"February 22, 1986","Apple Valley, California, USA"
Actress,no awards no nominations,"Domina,Back to Life,The End of the F***Ing World,Early Doors",1.63 m,April 27,"Rochdale, England, UK"
"Actor,Director,Producer",no awards no nominations,"MADtv,Cougar Town,The Happytime Murders,Spy",1.91 m,"December 31, 1964","Fullerton, California, USA"
"Writer,Actor,Director",no awards no nominations,"The Nice Guys,Predator,Kiss Kiss Bang Bang,Iron Man Three",(1.80 m,"December 16, 1961","Pittsburgh, Pennsylvania, USA"
"Actor,Additional Crew,Director",no awards no nominations,"Wild Things,Scandal,My So-Called Life,Nash Bridges",(1.78 m,"August 16, 1955","Highland Park, Illinois, USA"
Actress,no awards no nominations,"The 15:17 to Paris,Emily in Paris,Mastemah,Disparue",(1.78 m,"August 16, 1955","Highland Park, Illinois, USA"
"Actor,Writer,Producer",no awards no nominations,"The World's End,Paul,Shaun of the Dead,Attack the Block",(1.71 m,"March 28, 1972","Hornchurch, Essex, England, UK"
"Music Artist,Actress,Composer",no awards no nominations,"Moulin Rouge!,Street Fighter,Neighbours,San Andreas",2 m,"May 28, 1968","Melbourne, Victoria, Australia"
Actress,no awards no nominations,"Malcolm X,Battlestar Galactica,Pretty in Pink,The Plan",1.73 m,"April 21, 1961",Canada
Actress,no awards no nominations,"All My Children,CSI: Miami,Lakeview Terrace,RoboCop 3",1.70 m,"December 27, 1966","Long Beach, California, USA"
Actress,no awards no nominations,"Feast,Numb3rs,The Collection,The O.C.",1.68 m,"June 5, 1977","Malibu, California, USA"
Actress,no awards no nominations,"Nae Meorisokui Jiwoogae,Deokhyeongju,Bi-mil-eun eobs-da,A-nae-ga Kyeol-hon-haet-da",1.65 m,"January 11, 1982","Suseong District, Daegu, South Korea"
Actress,no awards no nominations,"Mean Girls Musical,Reneé Rapp: Too Well,Reneé Rapp: Bruises,The Sex Lives of College Girls",1.65 m,"January 10, 2000","Huntersville, North Carolina, USA"
Actor,no awards no nominations,"Lost in Space,Good Joe Bell,Dear Edward,Arcadian",(1.80 m,"May 3, 2005","Chicago, Illinois, USA"
"Actress,Soundtrack",no awards no nominations,"The Princess and the Frog,Dreamgirls,Ralph Breaks the Internet: Wreck-It Ralph 2,Everything, Everything",1.57 m,"September 6, 1972","Bloomfield, Connecticut, USA"
"Actress,Director,Writer",no awards no nominations,"Green Lantern,The Letter,Peacemakers,Third Watch",1.68 m,"July 7, 1968","Glen Ellyn, Illinois, USA"
Actress,no awards no nominations,"Enough,Providence,General Hospital,CSI: Miami",1.75 m,"August 7, 1996","Manhattan Beach, California, USA"
"Actor,Producer,Director",no awards no nominations,"Rocky V,Daylight,Vic,Oliviero Rising",(1.78 m,"May 5, 1976","Los Angeles, California, USA"
"Director,Producer,Writer",no awards no nominations,"12 Angry Men,Before the Devil Knows You're Dead,Dog Day Afternoon,Serpico",1.65 m,"June 25, 1924","Philadelphia, Pennsylvania, USA"
"Actor,Soundtrack",no awards no nominations,"Love & Friendship,Fury,The Twilight Saga: Eclipse,Adoration",(1.78 m,"December 10, 1983","Hamilton, Victoria, Australia"
"Actress,Producer,Soundtrack",no awards no nominations,"The Donna Reed Show,Girl Happy,Coach,Mermaids",1.63 m,"January 19, 1944","Santa Monica, California, USA"
"Actor,Producer,Director",no awards no nominations,"Kick-Ass 2,Under Siege 2: Dark Territory,The Best Man,Anacondas: The Hunt for the Blood Orchid",3 m,"January 1, 1969","Cerritos, California, USA"
"Actress,Soundtrack",no awards no nominations,"La Casa De Papel,El árbol de la sangre,Paquita Salas,Cómo sobrevivir a una despedida",(1.63 m,"August 11, 1989","Barcelona, Barcelona, Catalonia, Spain"
"Actress,Producer,Soundtrack",no awards no nominations,"The Help,Diary of a Mad Black Woman,Vreli Dani U Alabami,How to Get Away with Murder","age: Appeared (as ""Myrna Jessup"") in ""Carry Me Back to Morningside Heights"" on Broadway. Comedy. Written by Robert Alan Aurthur. Directed by Sidney Poitier. John Golden Theatre: 27 Feb 1968-2 Mar 1968 (7 performances + 1 preview). Cast: Johnny Brown (as ""Henry Hardy""), Louis Gossett Jr. (as ""Willie Nurse""), Diane Ladd (as ""Alma Sue Bates""), David Steinberg (as ""Seymour Levin'). Produced by ;Arnold Saint-Subber'. Produced in association with Harold Loeb","December 19, 1924","Harlem, New York City, New York, USA"
"Actress,Director,Writer",no awards no nominations,"The Goonies,Lucas,Summer Rental,Bellyfruit",(1.56 m,"January 14, 1967","Fort Lee, New Jersey, USA"
"Actress,Soundtrack",no awards no nominations,"The Music Man,Elmer Gantry,Grandma's Boy,Carousel",1.65 m,"March 31, 1934","Charleroi, Pennsylvania, USA"
"Actress,Music Department,Producer",no awards no nominations,"The Royal Treatment,The Perfect Date,Saving Zoë,Austin & Ally",(1.59 m,"November 29, 1995","Los Angeles, California, USA"
Actress,no awards no nominations,"Blame It on Rio,Death Becomes Her,Far and Away,Waxwork",(1.76 m,"September 9, 1965","Anchorage, Alaska, USA"
"Actor,Producer,Director",no awards no nominations,"Selma,The Water Man,A United Kingdom,Nightingale",(1.72 m,"April 1, 1976","Oxford, England, UK"
"Music Artist,Actress,Composer",no awards no nominations,"Licorice Pizza,Vampire Academy,Paper Towns,Instant Family",1.70 m,"December 15, 1991","Los Angeles, California, USA"
"Actor,Director,Writer",no awards no nominations,"Sophie's Choice,Ally McBeal",1.70 m,"April 10, 1954","Dallas, Texas, USA"
"Actor,Producer,Writer",no awards no nominations,"The Departed,Transformers,Kangaroo Jack,Hustle & Flow",(1.78 m,"August 15, 1970","Los Angeles, California, USA"
"Actress,Producer,Second Unit Director or Assistant Director",no awards no nominations,"The Book of Life,Under the Same Moon,The 33,La Reina Del Sur",1.65 m,"October 23, 1972","Mexico City, Distrito Federal, Mexico"
"Music Artist,Actress,Composer",no awards no nominations,"The Smurfs,Zoolander 2,Katy Perry: I Kissed a Girl,The Smurfs 2",1.73 m,"October 25, 1984","Santa Barbara, California, USA"
"Actress,Producer,Director",no awards no nominations,"Don't Say a Word,The Patriot,Love Comes Softly,Riding in Cars with Boys",1.63 m,"September 28, 1992","Houston, Texas, USA"
"Actress,Soundtrack",no awards no nominations,"Last Man Standing,Psych,The Last Day of Summer,Emily Owens M.D.",1.63 m,"January 28, 1988","Los Angeles, California, USA"
Actress,no awards no nominations,"Dawson's Creek,Minority Report,Transformers: Dark of the Moon,The Edge of Seventeen",1.68 m,December 30,"Houston, Texas, USA"
"Actor,Director",no awards no nominations,"Conan the Barbarian,Shorts,G.I. Joe: The Rise of Cobra,Kickin' It", (1.79 m,"July 13, 1997","Newport Beach, California, USA"
"Actor,Writer,Soundtrack",no awards no nominations,"Pathology,State of Play,Garden Flower,The Dukes of Hazzard",(1.80 m,"October 25, 1973","New York City, New York, USA"
"Actor,Producer,Director",no awards no nominations,"Far from Heaven,24,Heat,The Thirteenth Floor",1.96 m,"June 2, 1954","San Mateo, California, USA"
Actress,no awards no nominations,"Shrinking,A Rose for Her Grave: The Randy Roth Story,Generation,The First Taste",1.96 m,"June 22, 2000",Los Angeles
"Actress,Soundtrack",no awards no nominations,"Moonraker,Broadcast News,Death on the Nile,Creepshow 2",(1.71 m,"April 15, 1947","Houston, Texas, USA"
Actress,no awards no nominations,"A Girl Like Her,Life in Pieces,The Young and the Restless,Dexter",1.65 m,"October 19, 1993","Ventura County, California, USA"
"Actor,Writer,Producer",no awards no nominations,"Lawrence of Arabia,Zimtor the Unspongeable.,Monsieur Ibrahim et les fleurs du Coran,Top Secret!", (1.79 m,"April 10, 1932","Alexandria, Egypt"
Actress,no awards no nominations,"Stay,God Bless America,Desperate Housewives,Cold Case",(1.59 m,"August 22, 1974","New York City, New York, USA"
"Actor,Director,Writer",no awards no nominations,"Unforgiven,True Romance,The Ballad of Buster Scruggs,Hunters",1.68 m,"July 2, 1948","Föhrenwald, Wolfratshausen, Bavaria, Germany"
"Actress,Producer,Director",no awards no nominations,"Spenser Confidential,Solace,The Last Ship,The Fosters",1.57 m,August 16,UK
"Actor,Writer,Composer",no awards no nominations,"Barbarian,Dwight in Shining Armor,Henry Danger,The Sarah Silverman Program.",2.03 m,April 3,"Los Angeles, California, USA"
"Actor,Writer,Producer",no awards no nominations,"The Resort,Barb and Star Go to Vista Del Mar,Glee,Best in Show",3 m,July 28,"Defiance, Ohio, USA"
Actress,no awards no nominations,"Rise Roar Revolt,Hotel Portofino",1.73 m,July 28,"Defiance, Ohio, USA"
"Actor,Producer,Director",no awards no nominations,"That Thing You Do!,Boiler Room,An American Werewolf in Paris,Because I Said So",(1.89 m,"September 7, 1970","East Bridgewater, Massachusetts, USA"
"Actress,Producer,Director",no awards no nominations,"Black Swan,Lost Girl,TURN,Orphan Black",,,
"Actor,Producer,Cinematographer",no awards no nominations,"El Camino: A Breaking Bad Movie,Breaking Bad,The Neon Demon,The Blacklist",1.73 m,"February 27, 1971","Washington, District of Columbia, USA"
Actress,no awards no nominations,"The Best Exotic Marigold Hotel,Shaun of the Dead,Match Point,The Second Best Exotic Marigold Hotel",1.73 m,"June 3, 1946","Scarborough, North Yorkshire, England, UK"
Actress,no awards no nominations,"Hunters,Little Fires Everywhere,The Chi,The Following",1.57 m,"August 27, 1987","Baltimore, Maryland, USA"
"Actor,Writer,Producer",no awards no nominations,"10 Things I Hate About You,Pretty Woman,A Mighty Wind,The Nutty Professor",(1.80 m,"October 15, 1953","Valley Stream, Long Island, New York, USA"
"Actor,Producer,Director",no awards no nominations,"Narcos,Mayans M.C.,Den of Thieves,Breaking Bad",1.75 m,"October 15, 1953","Valley Stream, Long Island, New York, USA"
Actress,no awards no nominations,"The Royals,The Now,Catering Christmas,The Art of More",1.65 m,September 2,"Whistler, British Columbia, Canada"
"Actor,Producer,Writer",no awards no nominations,"Marriage Story,Fear, Inc.,Glitch,Downward Dog",(1.80 m,"November 7, 1985","Chicago, Illinois, USA"
"Actor,Producer,Writer",no awards no nominations,"This Is the End,Hot Tub Time Machine,Hot Tub Time Machine 2,Zack and Miri Make a Porno",(1.87 m,"October 25, 1971","Chicago, Illinois, USA"
"Actor,Producer,Director",no awards no nominations,"This Is Us,Guardians of the Galaxy Vol. 2,The Knick,Stranger Things",1.93 m,"July 19, 1980","Palm Springs, California, USA"
"Actor,Stunts,Additional Crew",no awards no nominations,"Any Way You Can,Rich Man, Poor Man,Red Dawn,Laredo",(1.87 m,"March 24, 1933","Columbia, Missouri, USA"
"Actress,Soundtrack",no awards no nominations,"The Heiress,Gone with the Wind,The Adventures of Robin Hood,The Snake Pit",(1.61 m,"July 1, 1916","Tokyo, Japan"
Actor,no awards no nominations,"Vera,Screw,Silent Witness,Sister Boniface Mysteries",1.85 m,"October 19, 1960","Wakefield, West Yorkshire, England, UK"
"Actor,Production Manager,Director",no awards no nominations,"Rear Window,Godzilla 1985,Ironside,Godzilla: King of the Monsters!", (1.82 m,"May 21, 1917","New Westminster, British Columbia, Canada"
Actress,no awards no nominations,"Chase,All My Children,The Burg,Chicago P.D.",,,
"Actor,Director,Writer",no awards no nominations,"Scandal,Father of the Bride,Father of the Bride Part II,Justice League", (1.79 m,"December 30, 1964","Little Rock, Arkansas, USA"
"Actor,Director,Producer",no awards no nominations,"Deep Rising,Hair,The Phantom,Things to Do in Denver When You're Dead",(1.80 m,"December 1, 1951","Rowayton, Connecticut, USA"
"Actress,Stunts,Music Department",no awards no nominations,"Do Revenge,Lab Rats: Elite Force,Hubie Halloween,Alexa & Katie",(1.64 m,"December 29, 1998","Milwaukee, Wisconsin, USA"
"Actress,Producer",no awards no nominations,"Knots Landing,Play Misty for Me,Nope,Best Mom",1.63 m,"December 11, 1940","Chicago, Illinois, USA"
Actor,no awards no nominations,"Mid90s,The Killing of a Sacred Deer,God of War,God of War: Ragnarök",1.75 m,"August 10, 2005","Roswell, Georgia, USA"
Actor,no awards no nominations,"Assault on Precinct 13,Pompeii,NYPD Blue,Suddenly Susan",1.91 m,"February 26, 1967","Hamilton, Ontario, Canada"
"Actress,Producer",no awards no nominations,"Robert the Bruce,Encounter,Vengeance: A Love Story,The Cabin in the Woods",(1.66 m,"February 8, 1986",New Zealand
"Actor,Additional Crew,Director",no awards no nominations,"The Kid,Oliver Twist,Tom Sawyer,A Boy of Flanders",1.70 m,"October 26, 1914","Los Angeles, California, USA"
Actor,no awards no nominations,"9-1-1: Lone Star,American Horror Stories,Orange Is the New Black,Dead of Summer",3 m,"November 7, 1993","Rehovot, Israel"
"Cinematographer,Camera and Electrical Department,Additional Crew",no awards no nominations,"Blade Runner 2049,Skyfall,1917,Sicario",(1.78 m,"May 24, 1949","Torquay, Devon, England, UK"
Actor,no awards no nominations,"Severance,Shang-Chi and the Legend of the Ten Rings,Succession,Duncanville",(1.78 m,"May 24, 1949","Torquay, Devon, England, UK"
"Actor,Additional Crew,Writer",no awards no nominations,"Grand Theft Auto V,The Walking Dead,Emancipation,He Never Died",1.91 m,"November 4, 1970","Edmonton, Alberta, Canada"
Actress,no awards no nominations,"Interstellar,Young Adult,Hot Tub Time Machine,Observe and Report",1.91 m,"April 4, 1980","King George, Virginia, USA"
Actor,no awards no nominations,"Star Trek: Insurrection,Twilight,Boy Meets Girl,The Twilight Saga: New Moon",(1.77 m,"July 25, 1987","Los Angeles, California, USA"
"Actress,Soundtrack",no awards no nominations,"The Boys,Jessica Jones,I'm Thinking of Ending Things,Homebody",(1.77 m,"January 31, 1992","New York City, New York, USA"
"Actress,Soundtrack",no awards no nominations,"The Baby,La bataille de San Sebastian,The Loved One,The Appaloosa",(1.66 m,"August 7, 1939","Dawson, Texas, USA"
"Actress,Producer,Composer",no awards no nominations,"Legends of the Fall,The 4400,The L Word,Rescue Me",1.75 m,"January 21, 1969","Tahiti, French Polynesia"
"Actor,Soundtrack",no awards no nominations,"True Story,Red Notice,Silicon Valley,The Three Stooges",1.75 m,"May 9, 1975","Toronto, Ontario, Canada"
"Actress,Additional Crew",no awards no nominations,"The Undoing,FBI,No Strings Attached,True Blood",,,
"Actor,Producer,Director",no awards no nominations,"Lock, Stock and Two Smoking Barrels,The Curious Case of Benjamin Button,Deep Rising,The League of Extraordinary Gentlemen",1.85 m,"September 25, 1966","Putney, London, England, UK"
"Actor,Writer,Soundtrack",no awards no nominations,"The Andy Griffith Show,It's a Mad Mad Mad Mad World,Pleasantville,Three's Company",(1.71 m,"July 21, 1924","Morgantown, West Virginia, USA"
"Actor,Additional Crew,Director",no awards no nominations,"Singin' in the Rain,An American in Paris,Inherit the Wind,On the Town",1.75 m,"August 23, 1912","Pittsburgh, Pennsylvania, USA"
"Actress,Writer,Producer",no awards no nominations,"PEN15,Wine Country,DC League of Super-Pets,Betas",1.60 m,"May 7, 1987","Los Angeles, California, USA"
"Actor,Music Department,Soundtrack",no awards no nominations,"Les Misérables,Moxie,Grimsby,Man Up",1.60 m,"May 7, 1987","Los Angeles, California, USA"
"Actor,Soundtrack",no awards no nominations,"The Night Of,Looking,Crossbones,What We Do in the Shadows",1.60 m,"December 12, 1988","Rochester, New York, USA"
"Actor,Writer,Producer",no awards no nominations,"Professor T,Bridgerton,Johnny English Strikes Again,Paddington 2",(1.74 m,"February 24, 1966","London, England, UK"
"Actress,Director,Producer",no awards no nominations,"AVPR: Aliens vs Predator - Requiem,24,Revolution,Mr. Brooks",1.63 m,"December 9, 1972","Chicago, Illinois, USA"
"Actor,Composer,Producer",no awards no nominations,"Kaleidoscope,The Americans,Strange Angel,Girls",1.88 m,"December 9, 1972","Chicago, Illinois, USA"
Actress,no awards no nominations,"More Tales of the City,The American President,The West Wing,Airheads",1.63 m,"July 14, 1970","Chicago, Illinois, USA"
"Actress,Soundtrack",no awards no nominations,"The Lifeguard,Ricki and the Flash,The Ward,Side Effects",1.73 m,"August 3, 1983","New York City, New York, USA"
"Actor,Soundtrack",no awards no nominations,"Search Party,God Friended Me,The Mayor,The Burned Photo",1.75 m,"February 3, 1993","Anderson, South Carolina, USA"
"Actress,Producer,Writer",no awards no nominations,"Desperate Housewives,Knots Landing,Spy Hard,Code Name: The Cleaner",(1.71 m,"November 21, 1963","Worthing, Sussex, England, UK"
"Actress,Producer,Additional Crew",no awards no nominations,"Electra,Detroit Rock City,Cannibal Women in the Avocado Jungle of Death,No Contest",(1.78 m,"March 10, 1957","St. John's, Newfoundland and Labrador, Canada"
"Actor,Producer,Second Unit Director or Assistant Director",no awards no nominations,"Desperate Housewives,Mortal Kombat,True Blood,Supergirl",1.96 m,"October 25, 1980","Austin, Texas, USA"
"Actress,Director,Producer",no awards no nominations,"Hidalgo,CSI: Crime Scene Investigation,The House of Eliott,After We Collided",1.70 m,September 13,"London, England, UK"
"Actress,Director,Writer",no awards no nominations,"Hunter,The Man with Two Brains,Hunter: Back in Force,Hunter: Return to Justice",1.68 m,"August 6, 1956","Los Angeles, California, USA"
Actress,no awards no nominations,"The Strain,Manifest,Defiance,9-1-1",1.68 m,"October 19, 1988","Okanagan Valley, British Columbia, Canada"
Actress,no awards no nominations,"Downtown Abbey,Downton Abbey,Teachers,Official Secrets",1.70 m,"January 22, 1968","Fleet, Hampshire, England, UK"
