prof,awards,famous,height,dob,birthplace
"Actress,Producer,Writer",no awards no nominations,"Wonder Woman,Shaun of the Dead,The Office,Garfield: A Tale of Two Kitties",1.57 m,"February 17, 1973","Solihull, West Midlands, England, UK"
"Actor,Second Unit Director or Assistant Director,Camera and Electrical Department",no awards no nominations,"Babylon,Te prometo anarquía,Dreamer,El Recluso", (1.82 m,"March 16, 1992","Mexico City, Distrito Federal, Mexico"
"Actor,Writer,Producer",no awards no nominations,"Bones,Spider-Man: Homecoming,Waiting...,Vacation",3 m,"July 20, 1985","Wheeling, Illinois, USA"
"Actress,Producer",no awards no nominations,"Sharp Objects,The Afterparty,Weeds,This Is Us",1.73 m,"November 18, 1960","Queens, New York City, New York, USA"
"Actor,Producer,Writer",no awards no nominations,"Being John Malkovich,In the Line of Fire,Dangerous Liaisons,RED",(1.80 m,"December 9, 1953","Christopher, Illinois, USA"
"Actor,Producer,Writer",no awards no nominations,"House M.D.,Tomorrowland,Flight of the Phoenix,Mr. Pip",(1.90 m,"June 11, 1959","Oxford, Oxfordshire, England, UK"
"Actor,Producer,Director",no awards no nominations,"Stand by Me,The Lost Boys,The Goonies,Friday the 13th: The Final Chapter",(1.67 m,"July 16, 1971","Chatsworth, California, USA"
"Actress,Producer",no awards no nominations,"Baymax,The Gifted,Gotham,Eden",(1.66 m,"April 10, 1983","San Francisco, California, USA"
"Actress,Soundtrack",no awards no nominations,"Hostel: Part II,The Divide,The Texas Chainsaw Massacre,A Walk to Remember",1.70 m,"November 29, 1978","Huntington Beach, California, USA"
"Actress,Writer,Producer",no awards no nominations,"Transformers,See No Evil,The Loft,Red Dog",(1.72 m,"July 11, 1984","Launceston, Tasmania, Australia"
"Actress,Producer,Additional Crew",no awards no nominations,"Sideways,Candyman,The Prophecy,The Haunting in Connecticut",1.65 m,"September 11, 1961","Chicago, Illinois, USA"
"Actress,Producer,Director",no awards no nominations,"Hidden Figures,The Help,Fruitvale Station,The Shack",1.57 m,"May 25, 1970","Montgomery, Alabama, USA"
"Actress,Producer,Writer",no awards no nominations,"The Office,Inside Out,Late Night,Wreck-It Ralph",1.63 m,"June 24, 1979","Cambridge, Massachusetts, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Belle,Beyond the Lights,Concussion,Beauty and the Beast",1.63 m,"April 21, 1983","Oxford, Oxfordshire, England, UK"
"Director,Producer,Writer",no awards no nominations,"Psycho,Vertigo,North by Northwest,Rope",1.70 m,"August 13, 1899","Leytonstone, London, England, UK"
"Actor,Producer",no awards no nominations,"X2,Frozen,X-Men: The Last Stand,X-Men",(1.80 m,"October 7, 1979","Richmond, British Columbia, Canada"
"Actress,Producer",no awards no nominations,"Independence Day: Resurgence,Gone Girl,The Fugitive,Dirty Dancing: Havana Nights",1.70 m,"July 11, 1956","Meridian, Mississippi, USA"
"Actor,Additional Crew",no awards no nominations,"Talladega Nights: The Ballad of Ricky Bobby,One Hour Photo,Dodgeball,Office Space",3 m,"September 20, 1956","Park Ridge, Illinois, USA"
"Actor,Writer,Producer",no awards no nominations,"Austin Powers: The Spy Who Shagged Me,Austin Powers in Goldmember,Austin Powers: International Man of Mystery,Love Guru",1.73 m,"May 25, 1963","Scarborough, Ontario, Canada"
Actress,no awards no nominations,"The Visit,The Sisterhood of Night,Better Watch Out,Will",1.60 m,"April 30, 1998","Melbourne, Victoria, Australia"
"Actress,Director,Producer",no awards no nominations,"Dream Lover,Twin Peaks,Twin Peaks: Fire Walk with Me,Riverdale",1.70 m,"December 12, 1970","Sparks, Nevada, USA"
"Actor,Music Department,Soundtrack",no awards no nominations,"Honeymoon,City of Ember,The Lone Ranger,Control",(1.78 m,"September 10, 1984","Exeter, Devon, England, UK"
"Actress,Soundtrack",no awards no nominations,"Saint Maud,Pride and Prejudice and Zombies,Crawl,The Lord of the Rings: The Rings of Power",(1.62 m,"March 17, 1989",Sweden
"Actress,Soundtrack",no awards no nominations,"Once Upon a Time... In Hollywood,American Housewife,Transparent,Criminal Minds",1.42 m,"April 15, 2009","Los Angeles, California, USA"
"Actress,Producer,Writer",no awards no nominations,"Six Days Seven Nights,Donnie Brasco,Wag the Dog,Volcano",1.65 m,"May 25, 1969","Aurora, Ohio, USA"
"Actress,Writer",no awards no nominations,"Derry Girls,Bridgerton,Harlots",1.55 m,"January 9, 1987","Galway, Ireland"
"Actress,Producer,Soundtrack",no awards no nominations,"Victoria,Room at the Top,Captain America: The First Avenger,Me Before You",1.57 m,"April 27, 1986","Blackpool, England, UK"
"Actress,Producer,Soundtrack",no awards no nominations,"Saw II,Two and a Half Men,CSI: NY,Mistresses",1.70 m,"June 23, 1976","Vancouver, British Columbia, Canada"
"Actor,Soundtrack",no awards no nominations,"Hail, Caesar!,Solo: A Star Wars Story,Beautiful Creatures,Blue Jasmine",(1.78 m,"November 22, 1989","Los Angeles, California, USA"
"Actor,Producer",no awards no nominations,"Harry Potter and the Deathly Hallows: Part 2,Me Before You,Harry Potter and the Goblet of Fire,Harry Potter and the Philosopher's Stone",3 m,"June 27, 1989","Leeds, West Yorkshire, England, UK"
"Actress,Producer,Editorial Department",no awards no nominations,"There's Something About Mary,Night Court,Electra Woman and Dyna Girl,Transformers Prime",1.68 m,"November 4, 1950","Palo Alto, California, USA"
Actress,no awards no nominations,"Black Panther: Wakanda Forever,La diosa del asfalto,Dance of the Forty One,Dos Veces Tú",(1.67 m,"November 4, 1950","Palo Alto, California, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"The Parent Trap,Asylum,Maid in Manhattan,Wild Child",1.75 m,"May 11, 1963","Marylebone, London, England, UK"
Actress,no awards no nominations,"Metal Lords,Catherine Called Birdy,Emma.,Red Rose",1.63 m,"May 11, 1963","Marylebone, London, England, UK"
"Producer,Director,Writer",no awards no nominations,"Black Panther: Wakanda Forever,Creed,Black Panther,Fruitvale Station",(1.78 m,"May 23, 1986","Oakland, California, USA"
Actor,no awards no nominations,"Larry,Nightbooks,8-Bit Christmas,Spinning Gold",(1.78 m,"May 23, 1986","Oakland, California, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Phantom Thread,Another Year,Let Him Go,Mrs.Harris Goes to Paris",1.57 m,"March 12, 1956","Brighton, East Sussex, England, UK"
"Actress,Writer,Producer",no awards no nominations,"The Sound of Music,Mary Poppins,Victor/Victoria,The Princess Diaries",1.73 m,"October 1, 1935","Walton-on-Thames, Surrey, England, UK"
Actress,no awards no nominations,"Gangs of New York,Casino Royale,Agent for H.A.R.M.,Star Trek",(1.66 m,"August 15, 1943","Reichenberg, Sudetenland, Germany [now Liberec, Czech Republic]"
"Actor,Producer,Writer",no awards no nominations,"The World According to Garp,Cliffhanger,Buckaroo,Love Is Strange",1.93 m,"October 19, 1945","Rochester, New York, USA"
"Actor,Producer",no awards no nominations,"Breaking Bad,The Guardians of Justice,The Recall,Issac", (1.81 m,"August 21, 1992","Lafayette, Louisiana, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"The Ugly Truth,Harold & Kumar Escape from Guantanamo Bay,Fire with Fire,Days of Our Lives",1.88 m,"July 17, 1976","La Mirada, California, USA"
"Actress,Producer,Additional Crew",no awards no nominations,"Sex and the City,Sex and the City 2,Sex and the City,The Family Stone",1.60 m,"March 25, 1965","Nelsonville, Ohio, USA"
"Actor,Writer,Producer",no awards no nominations,"Gotham,The Spectacular Tito Garcia,FBI,How to Die in New Jersey",1.60 m,"March 25, 1965","Nelsonville, Ohio, USA"
"Actor,Writer,Producer",no awards no nominations,"Flight of the Conchords,What We Do in the Shadows,Men in Black 3,Moana",1.85 m,"January 10, 1974","Masterton, New Zealand"
"Actor,Soundtrack",no awards no nominations,"Batman: The Movie,Ocean's Eleven,Vera Cruz,The Little Princess",(1.90 m,"February 15, 1907","New York City, New York, USA"
"Actress,Additional Crew,Soundtrack",no awards no nominations,"The Originals,Nashville,The Chosen,John Legend: Surefire",,,
"Actress,Producer,Writer",no awards no nominations,"Cybill,Moonlighting,The Last Picture Show,Taxi Driver",(1.74 m,"February 18, 1950","Memphis, Tennessee, USA"
"Actor,Writer,Producer",no awards no nominations,"Solo: A Star Wars Story,Community,Atlanta,Guava Island",1.76 m,"September 25, 1983","Edwards Air Force Base, California, USA"
"Actress,Writer",no awards no nominations,"Uncut Gems,No Sudden Move,The Trainer,Upper Cut: Highlights of My Hollywood Life",1.70 m,"February 2, 1990","Milan, Lombardy, Italy"
"Actress,Producer,Director",no awards no nominations,"Beaches,The Big Bang Theory,Blossom,MacGyver",1.63 m,"December 12, 1975","San Diego, California, USA"
Actor,no awards no nominations,"Pirates of the Caribbean: On Stranger Tides,Game of Thrones,Disobedience,Miss Potter",(1.66 m,"February 14, 1952","Birmingham, England, UK"
"Actress,Director,Producer",no awards no nominations,"Archer,Fear the Walking Dead,Axis,Criminal Minds",3 m,"September 18, 1970","San Francisco, California, USA"
"Actress,Producer",no awards no nominations,"NYPD Blue,Deuce Bigalow: Male Gigolo,She's Having a Baby,American Dreams",1.60 m,"January 23, 1963","Detroit, Michigan, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Odd Thomas,Derailed,Fallen,Stand Up Guys",1.55 m,"June 29, 1991","Philadelphia, Pennsylvania, USA"
"Actor,Art Department,Producer",no awards no nominations,"300,Love Actually,Westworld,Lost",(1.87 m,"August 22, 1975","Petrópolis, Rio de Janeiro, Brazil"
Actor,no awards no nominations,"The Terror,The Commuter,The Man with the Iron Heart,To Walk Invisible: The Brontë Sisters",1.73 m,"June 7, 1985","Chorley, Lancashire, England, UK"
"Director,Producer,Writer",no awards no nominations,"Heatwave,Malcolm X,She's Gotta Have It,Da 5 Bloods",1.70 m,"March 20, 1957","Atlanta, Georgia, USA"
Actress,no awards no nominations,"The Count of Monte Cristo,They,Rock Star,Succession",1.68 m,"July 17, 1976","Kielce, Swietokrzyskie, Poland"
"Actor,Producer,Director",no awards no nominations,"Crash,Drive Angry,Armageddon,Black Hawk Down", (1.82 m,"November 27, 1956","Mitchell Field Air Force Base, East Meadow, Long Island, New York, USA"
"Actress,Director,Writer",no awards no nominations,"This Is 40,Knocked Up,Funny People,The King of Staten Island",,,
"Actor,Producer,Composer",no awards no nominations,"The Princess and the Frog,They Live,The Thing,Armageddon",1.88 m,"June 4, 1956","New York City, New York, USA"
Actress,no awards no nominations,"The Witcher,Wanderlust,The ABC Murders,Army of the Dead: Lost Vegas",1.68 m,"July 21, 1996","Wolverhampton, England, UK"
"Music Artist,Actress,Composer",no awards no nominations,"Taylor Swift: Bad Blood,The Lorax,The Hunger Games,Taylor Swift: You Need to Calm Down",(1.80 m,"December 13, 1989","Reading, Pennsylvania, USA"
"Actor,Sound Department,Soundtrack",no awards no nominations,"Training Day,Alien: Resurrection,Under Siege,Clear and Present Danger",1.68 m,"July 9, 1961","Los Angeles, California, USA"
"Actor,Producer,Writer",no awards no nominations,"Jurassic Park,The Fly,The Grand Budapest Hotel,Independence Day",1.93 m,"October 22, 1952","Pittsburgh, Pennsylvania, USA"
"Actor,Producer,Director",no awards no nominations,"Spider-Man 2,Frida,Boogie Nights,Magnolia",(1.89 m,"May 24, 1953","London, England, UK"
"Actor,Writer,Producer",no awards no nominations,"The Eric Andre Show,Bad Trip,The Righteous Gemstones,Sing 2",3 m,"April 4, 1983","Boca Raton, Florida, USA"
"Actress,Director,Soundtrack",no awards no nominations,"Dawn of the Dead,Cry Wolf,Wrong Turn,The Librarians",1.70 m,April 2,"Oakville, Ontario, Canada"
"Actor,Producer,Director",no awards no nominations,"Boogie Nights,Sea of Death,The Thin Red Line,The Mist",(1.80 m,"February 22, 1969","Baltimore, Maryland, USA"
"Producer,Actor,Writer",no awards no nominations,"The Break-Up,Wedding Crashers,Couples Retreat,Brawl in Cell Block 99",1.96 m,"March 28, 1970","Minneapolis, Minnesota, USA"
"Actress,Soundtrack",no awards no nominations,"Not Another Teen Movie,Reba,The Internship,Are You Afraid of the Dark?",1.65 m,"August 10, 1979","Tampa, Florida, USA"
"Actor,Soundtrack",no awards no nominations,"The Three Musketeers,Thor,Kill the Irishman,Cirque Du Freak: The Vampire's Assistant",1.91 m,"May 25, 1964","Lisburn, Northern Ireland, UK"
"Actor,Producer,Writer",no awards no nominations,"Tucker and Dale vs Evil,She's the Man,Graceland,The Killing",1.75 m,"October 15, 1982","Vancouver, British Columbia, Canada"
"Actor,Producer,Music Department",no awards no nominations,"Tucker and Dale vs Evil,Rise of the Planet of the Apes,Flyboys,Monsters University",3 m,"April 29, 1978","Brampton, Ontario, Canada"
"Actress,Soundtrack",no awards no nominations,"The Birdcage,Hannah and Her Sisters,Bullets Over Broadway,Edward Scissorhands",1.65 m,"March 28, 1946","Kansas City, Missouri, USA"
"Actress,Soundtrack",no awards no nominations,"The Thirteenth Floor,3:10 to Yuma,Boardwalk Empire,Manchester by the Sea",1.68 m,"November 8, 1972","Deep River, Connecticut, USA"
Actress,no awards no nominations,"Drugstore Cowboy,Charlie's Angels,Virtuosity,Road House",1.75 m,"January 31, 1959","Golden Valley, Minnesota, USA"
"Director,Producer,Actor",no awards no nominations,"The Incredible Hulk,Unleashed,The Transporter,Now You See Me",1.93 m,"June 17, 1973","Paris, France"
"Actor,Producer,Writer",no awards no nominations,"The O.C.,Ready or Not,Mr. & Mrs. Smith,In the Land of Women",(1.80 m,"December 15, 1979","San Diego, California, USA"
"Actress,Producer,Director",no awards no nominations,"Private Benjamin,Yli Laidan,The First Wives Club,Death Becomes Her",1.68 m,"November 21, 1945","Washington, DC, USA"
"Actor,Producer,Writer",no awards no nominations,"Game of Thrones,Oblivion,Gods of Egypt,Nattevagten",1.88 m,"July 27, 1970","Rudkøbing, Denmark"
"Actor,Director",no awards no nominations,"On the Road,Far from the Madding Crowd,Radio Rock,Waiting for Forever",(1.78 m,"December 21, 1985","Lambeth, London, England, UK"
"Actor,Producer,Director",no awards no nominations,"The Hurt Locker,Captain America: The Winter Soldier,The Adjustment Bureau,Captain America: Civil War", (1.79 m,"September 23, 1978","New Orleans, Louisiana, USA"
"Actor,Producer,Writer",no awards no nominations,"My Best Friend's Wedding,The Happy Prince,Dellamorte dellamore,An Ideal Husband",1.93 m,"May 29, 1959","Burnham Deepdale, Norfolk, England, UK"
"Actor,Writer,Producer",no awards no nominations,"Better Call Saul,Sr. Ávila,Sense8,Colombiana",(1.80 m,"February 13, 1975","Laredo, Texas, USA"
"Actor,Director,Writer",no awards no nominations,"It,Ghostbusters: Afterlife,Stranger Things,Guillermo del Toro's Pinocchio",(1.80 m,"December 23, 2002","Vancouver, British Columbia, Canada"
"Actress,Writer,Director",no awards no nominations,"Matilda,Mrs. Doubtfire,Miracle on 34th Street,Thomas and the Magic Railroad",(1.54 m,"July 24, 1987","Los Angeles, California, USA"
"Actor,Director,Writer",no awards no nominations,"The Help,Promising Young Woman,Up in the Air,Beside Still Waters",(1.78 m,"October 17, 1984","Atlanta, Georgia, USA"
Actor,no awards no nominations,"Robin Hood: Prince of Thieves,The Crow,Strange Days,Seraphim Falls", (1.79 m,"January 21, 1958","Toronto, Ontario, Canada"
"Actress,Make-Up Department,Producer",no awards no nominations,"All About Eve,What Ever Happened to Baby Jane?,Black Victory,Now, Voyager",1.60 m,"April 5, 1908","Lowell, Massachusetts, USA"
"Actress,Producer,Director",no awards no nominations,"Grey's Anatomy,Daredevil,Old School,Moonlight Mile",1.70 m,"November 10, 1969","Everett, Massachusetts, USA"
"Actress,Additional Crew,Producer",no awards no nominations,"The Hunger Games,Everything, Everything,The Hate U Give,Bodies Bodies Bodies",1.60 m,"October 23, 1998","Los Angeles, California, USA"
"Actress,Director,Producer",no awards no nominations,"A Nightmare on Elm Street,Black Christmas,Arrow,Click",(1.71 m,"November 25, 1986","Los Angeles, California, USA"
Actress,no awards no nominations,"The Missing,The Sisterhood of the Traveling Pants,Dickie Roberts: Former Child Star,The Hunted",1.55 m,"March 4, 1993","Bedford, Texas, USA"
"Actor,Soundtrack",no awards no nominations,"Girls,The Punisher,Tokyo Project,John Adams",1.85 m,"March 19, 1977","New York, New York, USA"
"Actress,Music Department,Producer",no awards no nominations,"Gilmore Girls,Bad Santa,Because I Said So,Sweet November",1.73 m,"March 16, 1967","Honolulu, Hawaii, USA"
"Actor,Soundtrack",no awards no nominations,"Office Space,Dodgeball,King of the Hill,Barry",1.75 m,"November 17, 1951","Sarasota, Florida, USA"
Actor,no awards no nominations,"In the Valley of Elah,Savages,The Day the Earth Stood Still,Warrior",1.85 m,"October 7, 1982","Paradise, California, USA"
"Actress,Producer",no awards no nominations,"A View to a Kill,Sheena,That '70s Show,The Beastmaster",(1.71 m,"October 15, 1949","Manhattan, New York City, New York, USA"
"Actress,Soundtrack",no awards no nominations,"The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers,The Thin Red Line,Planetary War",1.65 m,"December 16, 1967","Brisbane, Queensland, Australia"
Actress,no awards no nominations,"The Watchful Eye,Promised Land,Lux Noctis",1.65 m,"December 16, 1967","Brisbane, Queensland, Australia"
"Actress,Soundtrack",no awards no nominations,"Daphne,Hail, Caesar!,The Pursuit of Love,Little Joe",(1.66 m,"May 12, 1984","Wythenshawe, Manchester, England, UK"
"Actress,Producer",no awards no nominations,"I Spit on Your Grave,I Spit on Your Grave 3: Vengeance Is Mine,Grey's Anatomy,Doubting Thomas",1.68 m,"February 11, 1985","Tacoma, Washington, USA"
"Actress,Producer,Director",no awards no nominations,"Rocky,The Godfather,The Godfather: Part II,Rocky IV",1.63 m,"April 25, 1946","Lake Success, Long Island, New York, USA"
"Actress,Producer,Additional Crew",no awards no nominations,"Dona Flor e Seus Dois Maridos,Kiss of the Spider Woman,Moon Over Parador",1.57 m,"June 8, 1950","Maringá, Paraná, Brazil"
"Actor,Stunts",no awards no nominations,"The Natural,The Thing,In & Out,Hard Target",1.73 m,"September 27, 1934","Salt Lake City, Utah, USA"
"Actor,Writer,Producer",no awards no nominations,"Tinker Tailor Soldier Spy,The Hunger Games,Captain America: The First Avenger,The Painted Veil",1.65 m,"September 7, 1966","Hammersmith, London, England, UK"
"Actor,Producer,Director",no awards no nominations,"The Last King of Scotland,The Butler,Black Panther,Battlefield Earth",1.88 m,"July 15, 1961","Longview, Texas, USA"
"Actress,Writer,Producer",no awards no nominations,"Terms of Endearment,The Apartment,Steel Magnolias,The Trouble with Harry",(1.69 m,"April 24, 1934","Richmond, Virginia, USA"
"Actress,Additional Crew,Soundtrack",no awards no nominations,"Coneheads,Problem Child 2,Fear and Loathing in Las Vegas,Jingle All the Way",1.65 m,"March 2, 1952","Los Angeles, California, USA"
"Actress,Producer,Writer",no awards no nominations,"Pearl Harbor,A Slipping-Down Life,Can't Hardly Wait,My Future Boyfriend",1.70 m,"January 26, 1979","New York City, New York, USA"
"Actress,Director,Writer",no awards no nominations,"The Last Ship,Switched at Birth,Zombieland,The Vampire Diaries",1.65 m,"February 18, 1988","Seattle, Washington, USA"
"Actor,Producer",no awards no nominations,"Shattered Glass,Garden Flower,Kinsey,Green Lantern",(1.80 m,"March 7, 1971","Belleville, Illinois, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Booksmart,Star Wars: The Last Jedi,Star Wars: Episode IX - The Rise of Skywalker,Star Wars: The Force Awakens",1.55 m,"July 17, 1992","Los Angeles, California, USA"
"Actor,Writer,Producer",no awards no nominations,"The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Return of the King,Gods and Monsters,Richard III",3 m,"May 25, 1939","Burnley, Lancashire, England, UK"
"Actor,Soundtrack",no awards no nominations,"The Silence of the Lambs,Shutter Island,Wild Wild West,Heat",(1.80 m,"May 29, 1957","Bellaire, Ohio, USA"
"Actor,Producer,Writer",no awards no nominations,"Avatar,Don't Breathe,Avatar: The Way of Water,Manhunter", (1.79 m,"July 11, 1952","New York City, New York, USA"
"Actor,Producer,Director",no awards no nominations,"Night Court,The Librarians,Stripes,Star Trek III: The Search for Spock",(1.94 m,"November 25, 1947","New Orleans, Louisiana, USA"
"Actress,Soundtrack",no awards no nominations,"The Ghost Writer,An Education,Rushmore,The Sixth Sense",1.75 m,"July 26, 1968","Camden Town, London, England, UK"
"Actress,Producer,Art Department",no awards no nominations,"Fear Street: Part One - 1994,Freshman Year,Unbelievable,Modern Family",1.70 m,"February 11, 1998","Hurst, Texas, USA"
"Actor,Producer,Director",no awards no nominations,"Mystic River,The Player,Howard the Duck,Dead Man Walking",1.96 m,"October 16, 1958","West Covina, California, USA"
"Actor,Writer,Producer",no awards no nominations,"Wild 'N Out,Gamer's Guide to Pretty Much Everything,WTH: Welcome to Howler,Clash of Karts Mario Kart 8",1.96 m,"September 10, 1995","Columbus, Ohio, USA"
"Actor,Producer,Director",no awards no nominations,"That '70s Show,Dracula 2000,Face/Off,Beethoven's 2nd",(1.78 m,"March 13, 1976","Long Island, New York, USA"
"Music Department,Actor,Writer",no awards no nominations,"Portlandia,Anchorman: The Legend of Ron Burgundy,Saturday Night Live,Easy A",1.75 m,"December 4, 1966","Hattiesburg, Mississippi, USA"
"Actor,Producer,Writer",no awards no nominations,"Freaks and Geeks,Party Down,Silicon Valley,I'll See You in My Dreams",1.85 m,"July 30, 1982","Santa Monica, California, USA"
"Producer,Writer,Director",no awards no nominations,"Mohabbatein,A Match Made in Heaven,Veer Zara,Dilwale Dulhania Le Jayenge",1.85 m,"May 21, 1971",India
"Actor,Producer,Music Department",no awards no nominations,"Beginners,Remember,The Insider,All the Money in the World",(1.78 m,"December 13, 1929","Toronto, Ontario, Canada"
"Actress,Writer,Soundtrack",no awards no nominations,"Legally Blonde,The Wedding Date,The Practice,Two and a Half Men",1.63 m,"January 14, 1943","Philadelphia, Pennsylvania, USA"
"Actor,Director,Producer",no awards no nominations,"Predator,Happy Gilmore,Rocky,Rocky IV",(1.87 m,"January 14, 1948","New Orleans, Louisiana, USA"
"Actor,Director,Producer",no awards no nominations,"Cheers,Toy Story,Cars,WALL·E",(1.77 m,"April 6, 1947","Bridgeport, Connecticut, USA"
"Actress,Soundtrack",no awards no nominations,"Suicide Squad,The Boys,Bullet Train,Stray",1.57 m,"February 10, 1992","Los Angeles, California, USA"
"Actor,Additional Crew",no awards no nominations,"The Suspect,Vigil,I May Destroy You,Doctor Foster",(1.77 m,"September 9, 1972","London, England, UK"
Actress,no awards no nominations,"Harry Potter and the Order of the Phoenix,Harry Potter and the Goblet of Fire,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows: Part 2",(1.64 m,"August 8, 1987","Motherwell, Scotland, UK"
"Actress,Art Director,Soundtrack",no awards no nominations,"Red Dawn,Shark Night 3D,The Nine Lives of Chloe King,Revolution",1.68 m,"September 7, 1985","Northridge, California, USA"
"Actor,Director,Writer",no awards no nominations,"Yellowstone,Wind River,Sicario 2: Soldado,The Dark Knight Rises",(1.80 m,"September 24, 1976","Carmel, California, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Bridesmaids,21 Jump Street,The LEGO Batman Movie,Unbreakable Kimmy Schmidt",1.65 m,"May 2, 1980","Kansas City, Missouri, USA"
"Actress,Director,Writer",no awards no nominations,"The Walking Dead,Prison Break,Colony,Into the Storm",(1.74 m,"June 1, 1977","La Grange, Illinois, USA"
Actress,no awards no nominations,"Plane,Shattered,Every Breath You Take,Zero Contact",1.75 m,"June 20, 2001","Munich, Germany"
"Actor,Soundtrack",no awards no nominations,"Belfast,The Woman in Black,Tinker Tailor Soldier Spy,Harry Potter and the Deathly Hallows: Part 2",3 m,"February 9, 1953","Belfast, Northern Ireland, UK"
"Actor,Producer,Director",no awards no nominations,"The Notebook,The Rockford Files,The Great Escape,Space Cowboys",1.91 m,"April 7, 1928","Norman, Oklahoma, USA"
"Writer,Director,Producer",no awards no nominations,"Cría cuervos,Carmen,Peppermint Frappé,La caza",1.91 m,"January 4, 1932","Huesca, Aragón, Spain"
"Producer,Director,Writer",no awards no nominations,"The Lord of the Rings: The Fellowship of the Ring,Bad Taste,King Kong,The Lord of the Rings: The Return of the King",(1.65 m,"October 31, 1961","Pukerua Bay, North Island, New Zealand"
"Actress,Producer,Director",no awards no nominations,"As Good as It Gets,Twister,Mad About You,Cast Away",1.70 m,"June 15, 1963","Culver City, California, USA"
Actor,no awards no nominations,"Booksmart,The Social Dilemma,Vacation,Night at the Museum: Secret of the Tomb",(1.71 m,"July 22, 1996","Palm Beach County, Florida, USA"
"Actor,Producer,Director",no awards no nominations,"Rocky IV,Masters of the Universe,Juan Mnemonico,Universal Soldier",1.96 m,"November 3, 1957","Stockholm, Stockholms län, Sweden"
"Actor,Producer,Music Department",no awards no nominations,"The Departed,It's Complicated,The Cooler,Glengarry Glen Ross", (1.82 m,"April 3, 1958","Massapequa, Long Island, New York, USA"
"Actress,Music Department,Composer",no awards no nominations,"The Edge,Road House,Fire in the Sky,Murphy's Law",1.65 m,"June 29, 1964","Santa Barbara, California, USA"
"Actor,Producer,Writer",no awards no nominations,"The Town,Argo,Transformers: Age of Extinction,Gone Baby Gone", (1.82 m,"March 12, 1962","New Haven, Connecticut, USA"
Actor,no awards no nominations,"Nutty Professor II: The Klumps,Zigs,Malevolence,Executive Power", (1.82 m,"October 12, 1954","New York City, New York, USA"
Actress,no awards no nominations,"The Witcher,Gunpowder Milkshake,The Third Day,Kingdom of the Planet of the Apes",1.65 m,"September 6, 2001","Oxford, Oxfordshire, England, UK"
Actress,no awards no nominations,"The Pretender,Less Than Perfect,The Pretender 2001,The Adventures of Brisco County, Jr.",(1.78 m,"March 8, 1970","Monterey County, California, USA"
"Actor,Soundtrack",no awards no nominations,"Notting Hill,Paddington,Downtown Abbey,Frankenstein",(1.87 m,"November 10, 1963","Paddington, London, England, UK"
"Actress,Soundtrack",no awards no nominations,"Twilight,Barney's Version,White House Down,The Twilight Saga: New Moon",1.68 m,"February 1, 1979","Montreal, Quebec, Canada"
Actress,no awards no nominations,"The Rookie,Chicago P.D.,Legends of Tomorrow,The Fosters",,,
"Actor,Producer,Director",no awards no nominations,"Appaloosa,The Truman Show,Apollo 13,Pollock",1.73 m,"November 28, 1950","Tenafly, New Jersey, USA"
"Actress,Producer,Writer",no awards no nominations,"Bridesmaids,Away We Go,The Way Way Back,Inherent Vice",1.70 m,"July 27, 1972","Gainesville, Florida, USA"
Actress,no awards no nominations,"Peacemaker,The Suicide Squad,Brightburn,Sun Records",1.65 m,"November 9, 1987","Chicago, Illinois, USA"
"Actor,Producer,Stunts",no awards no nominations,"Supernatural,House of Wax,Friday the 13th,Cry Wolf",(1.97 m,"July 19, 1982","San Antonio, Texas, USA"
"Actor,Producer,Additional Crew",no awards no nominations,"Bonanza,Earthquake,Battlestar Galactica,The Silver Chalice",3 m,"February 12, 1915","Ottawa, Ontario, Canada"
Actress,no awards no nominations,"Clueless,Army Intelligence,View from the Top,Moving",1.65 m,"January 20, 1967","The Bronx, New York City, New York, USA"
Actor,no awards no nominations,"Good Luck to You, Leo Grande,Bad Sisters,Vikings,Pixie",1.88 m,"January 22, 1993","Nenagh, County Tipperary, Ireland"
"Actress,Writer,Soundtrack",no awards no nominations,"The Graduate,Butch Cassidy and the Sundance Kid,The Stepford Wives,Donnie Darko",1.60 m,"January 29, 1940","Hollywood, Los Angeles, California, USA"
Actress,no awards no nominations,"Intouchables,Engrenages,Un village français,Midnight in Paris",1.75 m,"July 6, 1977","Mantes-la-Jolie, Yvelines, France"
"Actress,Soundtrack",no awards no nominations,"Portrait of a Lady on Fire,Les combattants,La Fille Inconnue,Naissance des pieuvres",1.75 m,"February 11, 1989","Paris, France"
Actress,no awards no nominations,"The Lincoln Lawyer,Adventureland,The Invisible,Spread",1.68 m,"February 9, 1980","Leningrad, Russian SFSR, USSR [now St. Petersburg, Russia]"
