prof,awards,famous,height,dob,birthplace
"Actress,Producer,Soundtrack",no awards no nominations,"Hannah Montana: The Movie,Spy Kids 2: Island of Lost Dreams,Spy Kids 3: Game Over,Hannah Montana",1.60 m,"March 10, 1992","Los Angeles, California, USA"
"Actor,Writer,Producer",no awards no nominations,"We're the Millers,The Maze Runner,Detroit,The Chronicles of Narnia: The Voyage of the Dawn Treader",(1.91 m,"January 28, 1993","England, UK"
"Actress,Producer,Additional Crew",no awards no nominations,"The Last Duel,Free Guy,Killing Eve,Star Wars: Episode IX - The Rise of Skywalker",1.73 m,"March 11, 1993","Liverpool, Merseyside, England, UK"
"Actress,Director,Producer",no awards no nominations,"The Duff,Midnight Sun,Blended,Scream: The TV Series",1.73 m,"October 8, 1997","Pembroke Pines, Florida, USA"
"Writer,Director,Producer",no awards no nominations,"In Bruges,Seven Psychopaths,Three Billboards Outside Ebbing, Missouri,The Banshees of Inisherin",1.85 m,"March 26, 1970","Camberwell, London, England, UK"
"Actress,Soundtrack",no awards no nominations,"Patti Cake$,Dumplin,Bird Box,Unbelievable",1.65 m,"May 19, 1991","Sydney, Australia"
"Actress,Producer,Additional Crew",no awards no nominations,"The Marvelous Mrs. Maisel,The Path,Unbreakable Kimmy Schmidt,Girl Code", (1.52 m,"November 25, 1990","Torrance, California, USA"
"Actor,Producer,Writer",no awards no nominations,"The Suicide Squad,12 Rounds,Fast & Furious 9,Trainwreck",(1.85 m,"April 23, 1977","West Newbury, Massachusetts, USA"
"Actress,Producer,Director",no awards no nominations,"Girl, Interrupted,Maleficent,Changeling,Salt",(1.69 m,"June 4, 1975","Los Angeles, California, USA"
"Actor,Producer,Director",no awards no nominations,"BlacKkKlansman,Literally, Right Before Aaron,New Amsterdam,Fathers & Daughters",3 m,"August 10, 1984","Lakewood, California, USA"
"Actress,Producer,Director",no awards no nominations,"Fifty Shades of Grey,The Social Network,Fifty Shades Darker,Fifty Shades Freed",(1.71 m,"October 4, 1989","Austin, Texas, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Who's the Boss?,Transparent,The Menu,Tick, Tick... Boom!",1.70 m,"February 9, 1949","Trenton, New Jersey, USA"
"Actor,Producer,Director",no awards no nominations,"True Detective,The People vs. Larry Flynt,Natural Born Killers,Zombieland",(1.77 m,"July 23, 1961","Midland, Texas, USA"
"Actress,Producer",no awards no nominations,"Jurassic World Dominion,Severance,Kingdom of the Planet of the Apes,Raya and the Last Dragon",(1.71 m,"February 22, 1982","Kathmandu, Nepal"
"Actor,Producer,Writer",no awards no nominations,"To All the Boys I've Loved Before,The Perfect Date,Black Adam,Sierra Burgess Is a Loser",(1.84 m,"May 9, 1996","Miami, Florida, USA"
"Actress,Writer,Producer",no awards no nominations,"I'm Sorry.,Veep,Step Brothers,Episodes",1.65 m,February 20,"Santa Monica, California, USA"
Actor,no awards no nominations,Lockwood & Co.,1.65 m,February 20,"Santa Monica, California, USA"
"Actor,Producer,Writer",no awards no nominations,"Vikings,The Hunger Games,Lone Survivor,Bad Boys for Life",(1.89 m,"May 7, 1992","Vancouver, British Columbia, Canada"
Actress,no awards no nominations,"Devious Maids,The Mentalist,American Horror Story,Hello, My Name Is Doris",1.73 m,November 12,"York, Pennsylvania, USA"
"Actor,Producer",no awards no nominations,"The Wolf of Wall Street,King Richard,Baby Driver,The Accountant",(1.80 m,"September 20, 1976","Washington, District of Columbia, USA"
"Actress,Producer,Director",no awards no nominations,"Happy Gilmore,Modern Family,Ed,Horrible Bosses",1.68 m,"March 3, 1970","Baltimore, Maryland, USA"
"Actor,Writer,Producer",no awards no nominations,"The World's End,Shaun of the Dead,Hot Fuzz,Star Trek",(1.78 m,"February 14, 1970","Gloucester, Gloucestershire, England, UK"
"Actress,Producer,Director",no awards no nominations,"Almost Famous,How to Lose a Guy in 10 Days,Bride Wars,Fool's Gold",(1.68 m,"April 19, 1979","Los Angeles, California, USA"
"Actor,Producer",no awards no nominations,"Terminator: Dark Fate,Agents of S.H.I.E.L.D.,Bernie,Transpecos",3 m,"December 5, 1982","Austin, Texas, USA"
"Actress,Soundtrack",no awards no nominations,"The Poseidon Adventure,Bunny Lake Is Missing,Blue Denim,The Cat and the Canary",1.63 m,"February 13, 1942","New York City, New York, USA"
"Actor,Producer,Director",no awards no nominations,"Succession,X2,Troy,Adaptation.",(1.69 m,"June 1, 1946","Dundee, Scotland, UK"
"Actor,Director,Writer",no awards no nominations,"The League of Extraordinary Gentlemen,Queen of the Damned,Battle in Seattle,Chaos Theory",(1.80 m,"December 15, 1972","Howth, County Dublin, Ireland"
"Actress,Producer,Soundtrack",no awards no nominations,"Hanna,Brooklyn,Atonement,The Lovely Bones",1.68 m,"April 12, 1994","The Bronx, New York City, New York, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"The New Mutants,Game of Thrones,The Falling,The Devil and the Deep Blue Sea",1.55 m,"April 15, 1997","Bristol, England, UK"
"Actress,Producer,Director",no awards no nominations,"American Pie,Alone in the Dark,The Big Lebowski,Urban Legend",1.65 m,"November 8, 1975","Wyckoff, New Jersey, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Les Misérables,Dear John,Mean Girls,Letters to Juliet",1.60 m,"December 3, 1985","Allentown, Pennsylvania, USA"
"Actress,Soundtrack",no awards no nominations,"Rat Race,Crank,Just Friends,Interstate 60: Episodes of the Road",1.68 m,"March 26, 1976","Topanga Canyon, California, USA"
"Actress,Producer,Writer",no awards no nominations,"Mean Girls,Lost in Space,Not Another Teen Movie,Black Christmas",1.57 m,"September 30, 1982","Purvis, Mississippi, USA"
"Actress,Soundtrack",no awards no nominations,"The Boys,Blood Father,Captain Fantastic,The Watch",1.68 m,"June 24, 1994","New York City, New York, USA"
"Actress,Producer,Additional Crew",no awards no nominations,"Big Little Lies,Divergent,The Fault in Our Stars,The Last Letter from Your Lover",1.73 m,"November 15, 1991","Simi Valley, California, USA"
"Actress,Soundtrack",no awards no nominations,"Scream: The TV Series,The Goldfinch,Royal Pains,Reacher",1.65 m,"January 17, 1991","Nashville, Tennessee, USA"
"Actress,Producer,Composer",no awards no nominations,"The Phantom of the Opera,The Day After Tomorrow,Shameless,Mystic River",1.73 m,"September 12, 1986","New York City, New York, USA"
Actress,no awards no nominations,"Air,The Outpost,Sparkle: A Unicorn Tale,Roman Empire",1.75 m,"February 11, 1993","Tasmania, Australia"
"Actor,Producer,Writer",no awards no nominations,"Fight Club,American History X,Primal Fear,Birdman or (The Unexpected Virtue of Ignorance)",3 m,"August 18, 1969","Boston, Massachusetts, USA"
"Actress,Producer,Writer",no awards no nominations,"Chicago,Cold Mountain,Jerry Maguire,Bridget Jones's Diary",1.60 m,"April 25, 1969","Katy, Texas, USA"
"Actress,Producer",no awards no nominations,"Coyote Ugly,The Prestige,Angel Has Fallen,Yellowstone",(1.66 m,"October 31, 1976","Dallas, Texas, USA"
"Actress,Producer,Writer",no awards no nominations,"The Legend of Korra,Drillbit Taylor,Catwoman,Neil's Puppet Dreams",(1.77 m,February 16,"Tucson, Arizona, USA"
"Director,Writer,Producer",no awards no nominations,"Possessor,Antiviral,Please Speak Continuously and Describe Your Experiences as They Come to You,Infinity Pool",(1.77 m,"January 10, 1980","Toronto, Ontario, Canada"
"Actress,Producer,Writer",no awards no nominations,"The Big Bang Theory,Batman and Harley Quinn,The Bronze,Ice Age 5: Collision Course", (1.52 m,"June 23, 1980","Marlboro, New Jersey, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Bride Wars,Something Borrowed,Stan Helsing,DOA: Dead or Alive",(1.92 m,"July 12, 1977","San Antonio, Texas, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Solaris,Ronin,The Truman Show,Big Nothing",(1.76 m,"December 14, 1969","Surrey, England, UK"
"Actress,Producer,Director",no awards no nominations,"The X Files,The Fall,The Last King of Scotland,Bleak House",1.60 m,"August 9, 1968","Chicago, Illinois, USA"
"Writer,Producer,Director",no awards no nominations,"Avatar,Titanic,Avatar: The Way of Water,Terminator 2: Judgment Day",1.88 m,"August 16, 1954","Kapuskasing, Ontario, Canada"
"Actor,Soundtrack",no awards no nominations,"Room,Wonder,Before I Wake,The Book of Henry",1.68 m,"October 5, 2006","Vancouver, British Columbia, Canada"
"Actor,Producer,Soundtrack",no awards no nominations,"American Beauty,The Hunger Games,Interstellar,P2",(1.80 m,"September 4, 1978","Jonesboro, Arkansas, USA"
"Actor,Producer,Writer",no awards no nominations,"Ray,Collateral,Django Unchained,Dreamgirls",1.75 m,"December 13, 1967","Terrell, Texas, USA"
"Actor,Producer,Writer",no awards no nominations,"A Star Is Born,Road House,The Hero,The Big Lebowski",1.88 m,"August 9, 1944","Sacramento, California, USA"
"Actress,Director,Producer",no awards no nominations,"Little Miss Sunshine,August: Osage County,Definitely, Maybe,Signs",1.55 m,"April 14, 1996","New York City, New York, USA"
"Actor,Soundtrack",no awards no nominations,"Gladiator,Oliver!,The Brood,Dr. Heckyl and Mr. Hype",(1.80 m,"February 13, 1938","Wimbledon, London, England, UK"
"Actress,Music Department,Soundtrack",no awards no nominations,"I'm Thinking of Ending Things,Wild Rose,Beast,Men",1.70 m,"December 28, 1989","Killarney, Ireland"
Actress,no awards no nominations,"The White Lotus,Perez.,DOC - Nelle tue mani,I Bastardi Di Pizzofalcone",(1.58 m,"April 5, 1994","Napoli, Campania, Italy"
"Actress,Additional Crew",no awards no nominations,"Young Sheldon,The Family,Scandal,No Pay, Nudity",(1.66 m,"September 26, 1983","Chicago, Illinois, USA"
"Actor,Soundtrack",no awards no nominations,"Our Girl,Fleabag,Toast,Lark Rise to Candleford",1.85 m,"November 12, 1985","Exeter, Devon, England, UK"
"Actress,Additional Crew,Director",no awards no nominations,"Blade Runner,No Way Out,Dune,Blade Runner 2049",1.73 m,"November 20, 1959","Louisville, Kentucky, USA"
"Actress,Producer,Director",no awards no nominations,"Crazy Rich Asians,Hustlers,Fresh Off the Boat,Eastsiders",1.55 m,March 22,"Richmond, Virginia, USA"
"Actor,Producer,Writer",no awards no nominations,"Pride & Prejudice,Gosford Park,In the Loop,About Time",1.65 m,"August 25, 1967","Bristol, England, UK"
"Actor,Producer,Director",no awards no nominations,"Thelma & Louise,Quiz Show,Happy Gilmore,Harry's Law",1.91 m,"February 15, 1955","New York City, New York, USA"
"Actor,Producer,Director",no awards no nominations,"Footloose,The Woodsman,Hollow Man,Mystic River",(1.78 m,"July 8, 1958","Philadelphia, Pennsylvania, USA"
"Actress,Soundtrack",no awards no nominations,"No Time to Die,Matilda the Musical,Captain Marvel,Still Star-Crossed",(1.74 m,"November 27, 1987","Shepherd's Bush, West London, England"
Actress,no awards no nominations,"Your Honor,Rustin,Yellowstone,Madam Secretary",(1.74 m,"November 27, 1987","Shepherd's Bush, West London, England"
"Actor,Producer,Soundtrack",no awards no nominations,"Filth,Split,Atonement,The Last King of Scotland",1.70 m,"April 21, 1979","Glasgow, Scotland, UK"
"Actress,Producer",no awards no nominations,"Sing Street,Bohemian Rhapsody,Murder on the Orient Express,Miss Potter",1.65 m,"January 17, 1994","New York City, New York, USA"
"Actress,Producer,Director",no awards no nominations,"Up in the Air,The Departed,Orphan,The Boy in the Striped Pyjamas",1.70 m,"August 6, 1973","Clifton, New Jersey, USA"
"Actor,Producer,Director",no awards no nominations,"Shazam!,Chuck,Tangled,Thor: The Dark World",1.91 m,"September 29, 1980","Lake Charles, Louisiana, USA"
Actress,no awards no nominations,"We Are Your Friends,Gone Girl,Entourage,I Feel Pretty",1.70 m,"June 7, 1991","London, England, UK"
Actor,no awards no nominations,"Star Wars: The Force Awakens,Prometheus,Filth,Game of Thrones",1.75 m,"November 28, 1983","Edinburgh, Scotland, UK"
Actress,no awards no nominations,"The Texas Chainsaw Massacre: The Beginning,Fast & Furious 7,The Faculty,The Fast and the Furious",1.70 m,"April 26, 1980","Panama City, Panama"
"Actress,Producer,Soundtrack",no awards no nominations,"Gone Girl,Die Another Day,Pride & Prejudice,Jack Reacher",(1.74 m,January 1979,"Hammersmith, London, England, UK"
"Actress,Soundtrack",no awards no nominations,"Ginny & Georgia,Raising Dion,Candy Jar",1.55 m,"September 25, 1997","Atlanta, Georgia, USA"
"Actor,Producer,Director",no awards no nominations,"KiLokolo,Men in Black,Real Genius,The Rundown",(1.80 m,"June 17, 1957","Glendale, California, USA"
"Actress,Soundtrack",no awards no nominations,"Practical Magic,Grease,Six Degrees of Separation,Where the Heart Is",1.60 m,"February 13, 1944","New York City, New York, USA"
"Actor,Writer,Producer",no awards no nominations,"Mrs. Doubtfire,Good Morning, Vietnam,Good Will Hunting,One Hour Photo",1.70 m,"July 21, 1951","Chicago, Illinois, USA"
"Actress,Producer,Writer",no awards no nominations,"8.13,Batgirl: Spoiled,Critical Role,CelebriD&D",1.68 m,"May 10, 1989","Louisville, Kentucky, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Harry Potter and the Philosopher's Stone,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Half-Blood Prince,Harry Potter and the Order of the Phoenix",(1.73 m,"August 24, 1988","Stevenage, Hertfordshire, England, UK"
"Actress,Writer,Director",no awards no nominations,"Lady Bird,Mistress America,Frances Ha,Greenberg",1.75 m,"August 4, 1983","Sacramento, California, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Freddy vs. Jason,Raise Your Voice,You're Not You,The Tale",1.75 m,"February 17, 1980","Los Angeles, California, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Mulholland Dr.,King Kong,Lo Imposible,Birdman or (The Unexpected Virtue of Ignorance)",(1.64 m,"September 28, 1968","Shoreham, Kent, England, UK"
"Actress,Producer",no awards no nominations,"Bright Star,Three Billboards Outside Ebbing, Missouri,Candy,Seven Psychopaths",1.73 m,"August 7, 1982","Lochinvar, New South Wales, Australia"
"Actress,Director,Producer",no awards no nominations,"Natural Born Killers,Cape Fear,August: Osage County,From Dusk Till Dawn",1.68 m,"June 21, 1973","Los Angeles, California, USA"
Actress,no awards no nominations,"Yellowstone,Animal Kingdom,Banshee,As the World Turns",1.70 m,August 29,"Malibu, California, USA"
"Actor,Writer,Director",no awards no nominations,"Mission: Impossible - Fallout,Harry Brown,Mission: Impossible - Rogue Nation,Macbeth",3 m,1966,"Bethnal Green, London, England, UK"
"Actor,Director,Producer",no awards no nominations,"Les Misérables,Gladiator,A Beautiful Mind,L.A. Confidential", (1.82 m,"April 7, 1964","Wellington, New Zealand"
"Music Artist,Actress,Composer",no awards no nominations,"Hidden Figures,Moonlight,Glass Onion: A Knives Out Mystery,Antebellum",2 m,"December 1, 1985","Kansas City, Kansas, USA"
"Actress,Composer,Music Department",no awards no nominations,"Abre Los Ojos,Lucía y el sexo,Lovers of the Arctic Circle,Vis a Vis",(1.66 m,"February 14, 1972","Pamplona, Navarra, Spain"
Actress,no awards no nominations,"12 Monkeys,Suits,Pretty Little Liars,Center Stage",1.65 m,"August 26, 1978","Honolulu, Hawaii, USA"
"Actor,Producer,Additional Crew",no awards no nominations,"Pulp Fiction,The Hateful Eight,Captain Marvel,Snakes on a Plane",(1.89 m,"December 21, 1948","Washington D.C., USA"
"Actor,Producer,Writer",no awards no nominations,"Insecure,Top Gun: Maverick,Mrs. America,Masters of Sex",(1.92 m,"December 27, 1981","Sumter, South Carolina, USA"
Actress,no awards no nominations,"It's Always Sunny in Philadelphia,You Are Never Alone,Chirp,Glance",(1.92 m,"May 6, 1986","Los Angeles County, California, USA"
"Actress,Producer,Costume and Wardrobe Department",no awards no nominations,"Never Let Me Go,Shame,Suffragette,Drive",1.70 m,"May 28, 1985","Westminster, London, England, UK"
"Actress,Producer,Soundtrack",no awards no nominations,"Seeking a Friend for the End of the World,American Ultra,Nashville,This Is Where I Leave You",1.73 m,"March 6, 1967","Boston, Massachusetts, USA"
"Actress,Music Department,Soundtrack",no awards no nominations,"The Breakfast Club,Sixteen Candles,Pretty in Pink,For Keeps?",1.73 m,"February 18, 1968","Roseville, California, USA"
"Actress,Producer,Director",no awards no nominations,"Terminator: Dark Fate,Black Mirror,Blade Runner 2049,Tully",(1.78 m,April 1,"Vancouver, British Columbia, Canada"
"Actor,Writer,Producer",no awards no nominations,"The Dark Knight,Dune,The Suicide Squad,Animals",1.85 m,"July 21, 1975","Philadelphia, Pennsylvania, USA"
"Actress,Producer",no awards no nominations,"The Mandalorian,Haywire,Furious 6,Deadpool",1.73 m,"April 16, 1982","Dallas County, Texas, USA"
"Actor,Producer,Director",no awards no nominations,"Doctor Who,Fright Night,Jessica Jones,Broadchurch",1.85 m,"April 18, 1971","Bathgate, West Lothian, Scotland, UK"
"Actress,Additional Crew,Producer",no awards no nominations,"Once Upon a Time... In Hollywood,Fosse/Verdon,Kenzo: Kenzo World,Novitiate",1.73 m,"October 23, 1994","Kalispell, Montana, USA"
"Actress,Soundtrack",no awards no nominations,"Are You There God? It's Me, Margaret.,Tales from the Loop,Ant-Man and the Wasp,Forever My Girl",(1.54 m,March 14,"Burbank, California, USA"
"Actress,Soundtrack",no awards no nominations,"The Roommate,That's My Boy,Gossip Girl,Country Strong",(1.64 m,"April 9, 1986","Fort Worth, Texas, USA"
Actor,no awards no nominations,"Unbroken,Belfast,Starred Up,Eden Lake",(1.71 m,"August 1, 1990","Derby, England, UK"
"Actor,Producer,Soundtrack",no awards no nominations,"Hacksaw Ridge,The Social Network,The Amazing Spider-Man 2,The Amazing Spider-Man", (1.79 m,"August 20, 1983","Los Angeles, California, USA"
"Actress,Director,Producer",no awards no nominations,"The Girl Next Door,24,House of Wax,Love Actually",(1.59 m,"November 30, 1982","Calgary, Alberta, Canada"
Actor,no awards no nominations,"House of the Dragon,Truth Seekers,Mothering Sunday,Hanna",(1.71 m,"June 27, 1992","London, England, UK"
Actress,no awards no nominations,"That '90s Show,The Lost Husband,Shut Eye,The Adventures of Pepper and Paula",,,
"Director,Writer,Producer",no awards no nominations,"Fantastic Mr. Fox,The Royal Tenenbaums,The French Dispatch,Isle of Dogs",1.85 m,"May 1, 1969","Houston, Texas, USA"
"Actor,Director,Additional Crew",no awards no nominations,"Remember the Titans,The Ladykillers,We Were Soldiers,Rango",(1.97 m,"June 19, 1976","Santa Monica, California, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"The Boy,Mile 22,The Walking Dead,Casanova",1.70 m,"January 7, 1982","Cherry Hill, New Jersey, USA"
"Actress,Producer,Writer",no awards no nominations,"Mad Men,Rectify,Oz the Great and Powerful,Cowboys & Aliens",1.68 m,"August 4, 1981","Gulf Breeze, Florida, USA"
"Music Department,Actor,Producer",no awards no nominations,"Breaking Bad,The Usual Suspects,The Jungle Book,Heatwave",(1.71 m,"April 26, 1958","Copenhagen, Denmark"
"Actor,Director,Producer",no awards no nominations,"Boogie Nights,Smokey and the Bandit,Striptease,Deliverance", (1.82 m,"February 11, 1936","Lansing, Michigan, USA"
"Actor,Producer,Director",no awards no nominations,"Spring Breakers,The Disaster Artist,127 Hours,Pineapple Express",(1.80 m,"April 19, 1978","Palo Alto, California, USA"
"Actor,Producer,Director",no awards no nominations,"Hostel,Suicide Squad,Hostel: Part II,Friday Night Lights",(1.74 m,"February 20, 1978","Morelia, Michoacan, Mexico"
"Actress,Soundtrack",no awards no nominations,"Captain America: The First Avenger,The Duchess,Captain America: The Winter Soldier,Ant-Man",(1.69 m,"April 5, 1982","London, England, UK"
"Actor,Producer",no awards no nominations,"House of Cards,Luke Cage,The Curious Case of Benjamin Button,The Place Beyond the Pines",1.88 m,"February 16, 1974","Oakland, California, USA"
"Actor,Producer,Director",no awards no nominations,"Logan,Star Trek: First Contact,Star Trek: Insurrection,Star Trek: The Next Generation",1.75 m,"July 13, 1940","Mirfield, Yorkshire, England, UK"
"Actress,Art Department,Producer",no awards no nominations,"One Fine Day,The Perks of Being a Wallflower,The Duff,Hope Floats",1.57 m,"June 9, 1988","Los Angeles, California, USA"
"Actress,Producer,Writer",no awards no nominations,"Gladiator,One Hour Photo,Basic,Wonder Woman",(1.78 m,"July 3, 1965","Elling, Frederikshavn, Denmark"
"Actress,Writer,Producer",no awards no nominations,"Chucky,BH90210,Beverly Hills, 90210,ER",1.65 m,"February 12, 1965","Boston, Massachusetts, USA"
"Actor,Producer,Director",no awards no nominations,"X-Men Origins: Wolverine,John Carter,Battleship,Friday Night Lights", (1.81 m,"April 8, 1981","Kelowna, British Columbia, Canada"
"Actress,Soundtrack",no awards no nominations,"The Miracle of Our Lady of Fatima,Star Trek,The Breaking Point,The Danny Thomas Show",1.63 m,"February 15, 1942","Wendell, Idaho, USA"
"Actor,Director,Writer",no awards no nominations,"Beach Rats,Triangle of Sadness,County Lines,Where the Crawdads Sing",1.88 m,"June 24, 1996","Leytonstone, Essex, England, UK"
"Actor,Second Unit Director or Assistant Director,Soundtrack",no awards no nominations,"A Room with a View,Naked Lunch,Djinn,Arachnophobia",(1.80 m,"January 4, 1958","Otley, Leeds, West Yorkshire, England, UK"
"Actress,Producer,Visual Effects",no awards no nominations,"Gone Girl,Ghostbusters: Afterlife,Avengers: Infinity War,The Post",1.65 m,"January 24, 1981","Copley, Ohio, USA"
"Music Artist,Actress,Composer",no awards no nominations,"Freddy vs. Jason,American Soul,About Time,Think Like a Man",1.73 m,"February 11, 1981","Atlanta, Georgia, USA"
"Producer,Director,Production Designer",no awards no nominations,"The Martian,Blade Runner,Thelma & Louise,Gladiator",(1.74 m,"November 30, 1937","South Shields, County Durham, England, UK"
"Actor,Producer,Additional Crew",no awards no nominations,"Breaking Bad,El Camino: A Breaking Bad Movie,Need for Speed,The Last House on the Left",1.73 m,"August 27, 1979","Emmett, Idaho, USA"
"Actress,Writer,Producer",no awards no nominations,"Bachcha,Marcel,Zootopia,The Secret Life of Pets",1.63 m,"March 25, 1982","Milton, Massachusetts, USA"
"Actress,Writer,Producer",no awards no nominations,"Scream 3,Superman Returns,Blade: Trinity,Dazed and Confused",1.65 m,"November 8, 1968","Baltimore, Maryland, USA"
"Actor,Soundtrack",no awards no nominations,"Remember the Titans,John Q,Chasing Amy,Mallrats",1.85 m,"May 25, 1976","Manhattan, New York City, New York, USA"
"Actor,Director,Writer",no awards no nominations,"The Ballad of Buster Scruggs,O Brother, Where Art Thou?,Leaves of Grass,The Incredible Hulk",1.65 m,"May 11, 1964","Tulsa, Oklahoma, USA"
Actor,no awards no nominations,"The Social Network,Call Me by Your Name,The Lone Ranger,The Man from U.N.C.L.E.",1.96 m,"August 28, 1986","Los Angeles, California, USA"
"Actress,Writer,Producer",no awards no nominations,"The Replacements,Friday Night Lights,The Last Ship,Swingers",(1.64 m,"November 27, 1970","Arizona, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"The Devil's Double,My Week with Marilyn,Captain America: The First Avenger,The Duchess",(1.77 m,"June 2, 1978","Greenwich, London, England, UK"
"Actress,Camera and Electrical Department",no awards no nominations,"Titanic,Unforgiven,Holidate,The Roommate",1.63 m,"May 11, 1952","Milford-on-the-sea, Hampshire, England, UK"
"Actor,Producer,Soundtrack",no awards no nominations,"Dracula Untold,Beauty and the Beast,Furious 6,High Rise", (1.82 m,"April 15, 1979","Pontypool, Wales, UK"
"Actor,Music Department,Soundtrack",no awards no nominations,"There Will Be Blood,The Last of the Mohicans,Lincoln,Gangs of New York",(1.86 m,"April 29, 1957","Greenwich, London, England, UK"
"Actor,Producer,Director",no awards no nominations,"Christopher and His Kind,The Last Kingdom,American Horror Story,Resistance",,,
"Actress,Writer,Director",no awards no nominations,"iCarly,Kenny,The McCurdys,Between",1.57 m,"June 26, 1992","Los Angeles, California, USA"
"Actor,Producer,Director",no awards no nominations,"Stand by Me,Kangaroo Jack,Sliders,Scream 2",1.88 m,"February 17, 1974","Manhattan, New York City, New York, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Don't Tell Mom the Babysitter's Dead,Bad Moms,Married with Children,The Sweetest Thing",1.65 m,"November 25, 1971","Hollywood, Los Angeles, California, USA"
"Actor,Producer,Composer",no awards no nominations,"The Pianist,The Grand Budapest Hotel,Detachment,Midnight in Paris",(1.85 m,"April 14, 1973","Woodhaven, Queens, New York City, New York, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"24,Garden Flower,Babylon,The Accountant",(1.76 m,"September 13, 1951","Seattle, Washington, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Circle of Friends,The Riches,Good Will Hunting,Speechless",(1.77 m,"January 31, 1970","Middlesex Hospital, London, England, UK"
"Actress,Composer,Director",no awards no nominations,Turn Up Charlie,(1.77 m,"August 16, 1990","Niigata, Japan"
"Actress,Soundtrack",no awards no nominations,"The Last Seduction,Men in Black,Dogma,After Hours",1.73 m,"March 9, 1958","Philadelphia, Pennsylvania, USA"
"Actress,Producer",no awards no nominations,"Starship Troopers,Juan Mnemonico,Saw,Star Trek: Nemesis",1.70 m,"December 22, 1968","Queens, New York City, New York, USA"
"Actress,Producer,Music Department",no awards no nominations,"Baywatch,Bajirao Mastani,Don 2,Mary Kom",1.65 m,"July 18, 1982","Jamshedpur, Bihar, India"
"Actress,Producer,Soundtrack",no awards no nominations,"One for the Money,Knocked Up,The Ugly Truth,Grey's Anatomy",1.75 m,"November 24, 1978","Washington, District of Columbia, USA"
"Actress,Producer,Director",no awards no nominations,"Little Women,Mermaids,Girl, Interrupted,Edward Scissorhands",(1.61 m,"October 29, 1971","Winona, Minnesota, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Witness,Top Gun,The Accused,Stake Land",(1.78 m,"July 9, 1957","Newport Beach, California, USA"
Actor,no awards no nominations,"Outrageous Fortune,Wish You Were Here,The Boys,Without a Paddle",(1.80 m,"October 25, 1975",New Zealand
Actress,no awards no nominations,"Robin Hood,Bridge of Spies,Blood Ties,Papillon",1.63 m,"July 7, 1991","Dublin, Ireland"
"Actress,Producer",no awards no nominations,"Peaky Blinders,Gentleman Jack,The Nest,Bodyguard",1.65 m,"April 21, 1988","High Wycombe, Buckinghamshire, England, UK"
Actress,no awards no nominations,"Willow,The Man Who Knew Too Little,The Singing Detective,Edge of Darkness",1.63 m,"August 25, 1961","Salford, Greater Manchester, England, UK"
Actress,no awards no nominations,I Hate Suzie,1.63 m,"August 25, 1961","Salford, Greater Manchester, England, UK"
"Actor,Writer,Producer",no awards no nominations,"The Hunger Games,Scream,Logan Lucky,The Hunger Games: Catching Fire",(1.85 m,"April 24, 1992","Los Angeles, California, USA"
"Actress,Producer,Executive",no awards no nominations,"Bring It On,Jay and Silent Bob Strike Back,Wrong Turn,Dollhouse",1.65 m,"December 30, 1980","Boston, Massachusetts, USA"
"Actress,Soundtrack",no awards no nominations,"No Country for Old Men,Gosford Park,Brave,T2 Trainspotting",(1.59 m,"February 23, 1976","Glasgow, Scotland, UK"
"Actor,Additional Crew",no awards no nominations,"Midnight in Paris,House of Cards,Ant-Man,Push",1.88 m,"March 14, 1976","New York City, New York, USA"
"Actor,Producer,Executive",no awards no nominations,"The World Is Not Enough,Mamma Mia!,Tomorrow Never Dies,The Thomas Crown Affair",(1.86 m,"May 16, 1953","Drogheda, County Louth, Ireland"
"Actor,Producer,Soundtrack",no awards no nominations,"Revolutionary Road,Hellboy,Black Widow,Suicide Squad",1.90 m,"April 10, 1975","New York, USA"
"Actress,Producer,Director",no awards no nominations,"Beowulf,Forrest Gump,Unbreakable,The Princess Bride",1.68 m,"April 8, 1966","Dallas, Texas, USA"
"Actress,Producer",no awards no nominations,"Luther,Saving Mr. Banks,Locke,Jane Eyre",1.68 m,"January 13, 1982","Ashford, Surrey, UK"
"Actor,Additional Crew,Soundtrack",no awards no nominations,"The Batman,The Lord of the Rings: The Return of the King,Chernobyl,Vengeance Is Mine",1.73 m,"August 15, 1966","Weston-Super-Mare, Somerset, England, UK"
