prof,awards,famous,height,dob,birthplace
"Actor,Producer,Soundtrack",no awards no nominations,"Breaking Bad,Terminator 2: Judgment Day,Total Recall,Remember",1.70 m,"April 8, 1963","South Bend, Indiana, USA"
"Actor,Director,Producer",no awards no nominations,"Pretty Woman,Runaway Bride,Beverly Hills Cop III,The Princess Diaries 2: Royal Engagement",(1.78 m,"December 22, 1936","New York City, New York, USA"
Actor,no awards no nominations,"The Deuce,The Front Runner,The Killing of Two Lovers,Women of the Movement",3 m,"May 1, 1986","Louisville, Kentucky, USA"
"Actress,Soundtrack",no awards no nominations,"The Fast and the Furious: Tokyo Drift,Take Me Home Tonight,The Vampire Diaries,Body of Proof",1.68 m,"October 5, 1984","Lima, Peru"
"Actress,Soundtrack",no awards no nominations,"Fifty Shades of Grey,The Right Stuff,Standing Up, Falling Down,Lone Star",1.70 m,"September 24, 1986","Washington, USA"
"Actor,Producer,Director",no awards no nominations,"Old School,The Royal Tenenbaums,Bottle Rocket,Vacancy", (1.81 m,"September 21, 1971","Dallas, Texas, USA"
"Actress,Soundtrack",no awards no nominations,"Emily in Paris,Only Murders in the Building,Mean Girls Musical,Tales of the City", (1.81 m,"June 6, 1991","Glendale, California, USA"
"Actor,Writer,Producer",no awards no nominations,"The Big Sick,Life as We Know It,The Lego Ninjago Movie,Stuber",(1.74 m,"May 2, 1978","Karachi, Sindh, Pakistan"
"Actor,Director,Writer",no awards no nominations,"The Peripheral,Transformers: Age of Extinction,Midsommar,Sing Street",(1.80 m,"January 23, 1992","Longmont, Colorado, USA"
"Actress,Writer,Soundtrack",no awards no nominations,"Jackie Brown,Ghosts of Mars,Foxy Brown,Coffy",1.73 m,"May 26, 1949","Winston-Salem, North Carolina, USA"
"Actor,Producer,Writer",no awards no nominations,"Bad Santa,Avenging Angelo,D-War,You, Me and Dupree",(1.80 m,"August 20, 1969","Pittsburgh, Pennsylvania, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"X-Men: Apocalypse,Dark Phoenix,Love, Simon,Shaft",1.68 m,"July 16, 1991","Phoenix, Arizona, USA"
"Actor,Soundtrack",no awards no nominations,"Big Little Lies,Transformers: The Last Knight,Che: Part One,Heroes",3 m,"May 5, 1978","Caracas, Venezuela"
"Actress,Additional Crew",no awards no nominations,"Saved!,That's My Boy,The Banger Sisters,The Life Before Her Eyes",(1.78 m,"March 15, 1985","New York City, New York, USA"
"Actor,Producer,Director",no awards no nominations,"Traffic,The Amityville Horror,Westworld,Capricorn One",1.91 m,"July 18, 1940","Los Angeles, California, USA"
Actress,no awards no nominations,"Necessary Roughness,S.W.A.T.,Walker,Everyone Is Doing Great",1.68 m,"December 1, 1987","Biddeford, Maine, USA"
"Actress,Director,Additional Crew",no awards no nominations,"Cheers,Jumanji,Summer of Sam,How to Lose a Guy in 10 Days",1.63 m,"December 31, 1958","Newark, New Jersey, USA"
"Actor,Producer,Director",no awards no nominations,"Slumdog Millionaire,Lion,The Green Knight,The Second Best Exotic Marigold Hotel",1.88 m,"April 23, 1990","Harrow, London, England, UK"
"Actress,Producer,Soundtrack",no awards no nominations,"Notting Hill,In the Loop,My Policeman,Atonement",1.73 m,"April 14, 1964","Sunderland, Tyne and Wear, England, UK"
"Actor,Producer,Soundtrack",no awards no nominations,"The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers,Running Scared,Batman: Arkham Knight", (1.82 m,"August 20, 1948","Port Pirie, South Australia, Australia"
"Actor,Soundtrack",no awards no nominations,"Bridgerton,Crashing,Broadchurch,W1A",(1.80 m,"April 25, 1988","Oxfordshire, England, UK"
"Actress,Producer,Writer",no awards no nominations,"How It Ends,Cut Throat City,All Eyez on Me,The Vampire Diaries",1.57 m,"September 5, 1989","Geneva, Switzerland"
"Actor,Producer,Writer",no awards no nominations,"Goon,This Is the End,How to Train Your Dragon,The Sorcerer's Apprentice",,,
Actress,no awards no nominations,"Four Weddings and a Funeral,Been So Long,Ripper Street,The Five",,,
Actor,no awards no nominations,"A Prayer Before Dawn,Black Mirror,Peaky Blinders,Skins",(1.80 m,"November 28, 1988","Kingston-upon-Thames, London, England, UK"
"Actor,Director,Writer",no awards no nominations,"Star Trek: First Contact,Independence Day: Resurgence,Star Trek: Generations,Star Trek: Nemesis",(1.78 m,"February 2, 1949","Houston, Texas, USA"
"Actress,Costume and Wardrobe Department,Soundtrack",no awards no nominations,"Prodigal Son,Gilmore Girls,Better Call Saul,Doom Patrol",1.55 m,"October 3, 1973","Honolulu, Hawaii, USA"
Actress,no awards no nominations,"On the Basis of Sex,Bad Times at the El Royale,Pacific Rim: Uprising,The Craft: Legacy",1.55 m,"July 24, 1998","Springfield, Missouri, USA"
"Actress,Music Department,Soundtrack",no awards no nominations,"Spider-Man: Into the Spider-Verse,Orange Is the New Black,Centaurworld,Nerve",1.57 m,"June 27, 1989","Phoenix, Arizona, USA"
"Actress,Soundtrack",no awards no nominations,"Snow White and the Huntsman,The Young Victoria,Tipping the Velve,Salmon Fishing in the Yemen",(1.74 m,"May 30, 1977","St Marylebone, London, England, UK"
Actress,no awards no nominations,"The Mask,Robin Hood: Men in Tights,Pretty Woman,Problem Child",1.65 m,"September 12, 1962","Cincinnati, Ohio, USA"
"Actor,Producer,Writer",no awards no nominations,"Violent Night,The Revenant,Tideland,The Last of Us",1.65 m,"December 15, 1981","Comox Valley, British Columbia, Canada"
Actor,no awards no nominations,"Ironheart,Mayans M.C.,The Mule,Good Girls",1.85 m,September 26,"Long Beach, California, USA"
"Actress,Producer",no awards no nominations,"My Week with Marilyn,Sabrina,The Curious Case of Benjamin Button,First Knight",(1.71 m,"January 4, 1965","Epsom, Surrey, England, UK"
"Actor,Producer",no awards no nominations,"Crazy Rich Asians,The Gentlemen,Snake Eyes G.I. Joe,Last Christmas",(1.86 m,"February 5, 1987","Betong, Sarawak, Malaysia"
"Actor,Producer,Stunts",no awards no nominations,"The Hunt for Red October,The Silence of the Lambs,Backdraft,Sucker Punch",3 m,"January 26, 1939","Pittsburgh, Pennsylvania, USA"
"Actor,Writer,Director",no awards no nominations,"Submarine,The Double,The IT Crowd,The Watch",(1.87 m,"May 23, 1977","Hammersmith, London, England, UK"
"Actress,Producer",no awards no nominations,"That '70s Show,Jawbreaker,The X Files,The Survivor",1.65 m,"March 5, 1970","Southington, Connecticut, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Romeo + Juliet,The Matrix Reloaded,The Edge,28 Weeks Later", (1.79 m,"August 7, 1963","Brooklyn, New York, USA"
Actress,no awards no nominations,"A Nightmare on Elm Street Part 2: Freddy's Revenge,Hellraiser: Bloodline,JAG,Key West",1.68 m,"February 15, 1966","Los Angeles, California, USA"
"Actress,Soundtrack",no awards no nominations,"Becoming Jane,Philomena,The Night Watch,The Bletchley Circle",1.68 m,"May 10, 1977","Beverley, East Yorkshire, England, UK"
"Actress,Producer,Director",no awards no nominations,"Fear the Walking Dead,Triple 9,Big Mommas: Like Father, Like Son,Taking of Deborah Logan",1.60 m,"October 17, 1983","Christchurch, New Zealand"
"Actor,Writer,Music Department",no awards no nominations,"Planes, Trains & Automobiles,Uncle Buck,Spaceballs,The Blues Brothers",1.88 m,"October 31, 1950","Toronto, Ontario, Canada"
"Actor,Producer,Additional Crew",no awards no nominations,"Toy Story,Home Improvement,Galaxy Quest,The Santa Clause", (1.79 m,"June 13, 1953","Denver, Colorado, USA"
"Actress,Producer,Director",no awards no nominations,"Once Upon a Time,Boomtown,Swingtown,Lost",1.68 m,"July 15, 1977","Brooklyn, New York City, New York, USA"
"Actor,Soundtrack",no awards no nominations,"Young Sheldon,The Big Bang Theory,The Legacy of a Whitetail Deer Hunter,The 39th Annual Young Artist Awards",(1.74 m,"March 8, 2003","Longview, Texas, USA"
Actor,no awards no nominations,"All Quiet on the Western Front,Mitten in Deutschland: NSU,Berlin Alexanderplatz,Systemsprenger",(1.85 m,"August 21, 1985","Jena, German Democratic Republic"
"Actor,Producer,Soundtrack",no awards no nominations,"Scarface,Traffic,Primal Fear,Paloma",1.85 m,"December 2, 1956","Havana, Cuba"
"Actor,Producer,Soundtrack",no awards no nominations,"Chronicle,Dawn of the Dead,Man of Steel,Now You See Me",(1.78 m,"May 22, 1969","Philadelphia, Pennsylvania, USA"
"Actress,Producer,Additional Crew",no awards no nominations,"Pushing Daisies,Bewitched,Recreational Vehicle,The Pink Panther",(1.50 m,"July 24, 1968","Broken Arrow, Oklahoma, USA"
"Actor,Producer,Director",no awards no nominations,"Batman & Robin,Scent of a Woman,The Three Musketeers,Vertical Limit",1.75 m,"June 26, 1970","Winnetka, Illinois, USA"
"Actress,Soundtrack",no awards no nominations,"Snow Day,Orange County,The Best of Me,Restless",1.65 m,"July 8, 1982","Los Angeles, California, USA"
"Actress,Producer,Writer",no awards no nominations,"Hawaii Five-0,New Girl,Schitt's Creek,Being Human",1.68 m,"June 18, 1986","Montreal, Quebec, Canada"
"Actress,Soundtrack",no awards no nominations,"Romeo and Juliet,Black Christmas,Death on the Nile,Lost Horizon",(1.66 m,"April 17, 1951","Buenos Aires, Federal District, Argentina"
"Actor,Writer,Director",no awards no nominations,Extraordinary,(1.66 m,"April 17, 1951","Buenos Aires, Federal District, Argentina"
"Actress,Soundtrack",no awards no nominations,"My Spy,Dungeons & Dragons: Honor Among Thieves,Avatar: The Way of Water,Big Little Lies",,,
Actress,no awards no nominations,"Baywatch,Oldboy,Billions,Master of None",(1.80 m,,
"Actor,Producer",no awards no nominations,"Superman Returns,Scott Pilgrim vs. The World,Chuck,Legends of Tomorrow",(1.89 m,"October 9, 1979","Des Moines, Iowa, USA"
Actress,no awards no nominations,"Beverly Hills Cop,10 to Midnight,An Officer and a Gentleman,Leviathan",1.70 m,"May 5, 1956","Dharan, Saudi Arabia"
"Actor,Producer,Director",no awards no nominations,"Two and a Half Men,Pretty in Pink,Superman IV: The Quest for Peace,Hot Shots!",1.75 m,"April 16, 1965","New York City, New York, USA"
"Actress,Soundtrack",no awards no nominations,"Outer Banks,Black Lightning,Creepshow,Constantine",(1.74 m,"January 29, 1999","North Carolina, USA"
"Actress,Producer,Writer",no awards no nominations,"The Sisterhood of the Traveling Pants,Joan of Arcadia,The Sisterhood of the Traveling Pants 2,The Ring",1.70 m,"May 14, 1983","Santa Monica, California, USA"
Actor,no awards no nominations,"Léon,Le grand bleu,Ronin,The Pink Panther",(1.87 m,"July 30, 1948","Casablanca, French Protectorate of Morocco [now Morocco]"
"Actor,Additional Crew,Producer",no awards no nominations,"Moonraker,The Spy Who Loved Me,Live and Let Die,For Your Eyes Only",(1.86 m,"October 14, 1927","Stockwell, London, England, UK"
"Actress,Writer,Producer",no awards no nominations,"Ordinary People,Once Upon a Time in America,Downtown Abbey,The Handmaid's Tale",(1.77 m,"July 18, 1961","Evanston, Illinois, USA"
Actress,no awards no nominations,"Legion,Tiger Eyes,Straw Dogs,Arrow",1.68 m,"June 18, 1991","Los Angeles, California, USA"
"Actor,Producer,Director",no awards no nominations,"Monk,Galaxy Quest,Teenage Mutant Ninja Turtles,The Man Who Wasn't There",(1.77 m,"October 9, 1953","Green Bay, Wisconsin, USA"
"Actress,Producer",no awards no nominations,"Hall Pass,Knight of Cups,The Wedding Ringer,Halloween II",(1.63 m,"May 10, 1981","Victoria, Australia"
"Actor,Cinematographer,Editor",no awards no nominations,"West Side Story,Twin Peaks,The Innerview,The Longest Day",1.88 m,"February 20, 1939","Avoca, Iowa, USA"
"Actor,Additional Crew,Producer",no awards no nominations,"The Hobbit: An Unexpected Journey,Waking Ned,Match Point,Bloody Sunday", (1.82 m,"January 15, 1965","Coleraine, Northern Ireland, UK"
"Director,Producer,Writer",no awards no nominations,"Nowhere Boy,Fifty Shades of Grey,Love You More,A Million Little Pieces", (1.82 m,"March 4, 1967","London, England, UK"
"Actress,Soundtrack",no awards no nominations,"Arrested Development,Archer,Play Misty for Me,Hahah Price",1.73 m,"January 31, 1941","Brooklyn, New York City, New York, USA"
Actress,no awards no nominations,"Death Proof,Grindhouse,Wall Street: Money Never Sleeps,NCIS: New Orleans",(1.68 m,"December 28, 1977","Brooklyn, New York City, New York, USA"
"Producer,Actor,Writer",no awards no nominations,"Clerks,Chasing Amy,Clerks II,Dogma",1.73 m,"August 2, 1970","Red Bank, New Jersey, USA"
"Actor,Producer,Additional Crew",no awards no nominations,"The Wire,12 Years a Slave,Assassin's Creed,Boardwalk Empire", (1.79 m,"November 22, 1966","Flatbush, Brooklyn, New York City, New York, USA"
"Actor,Producer",no awards no nominations,"Mayor of Kingstown,Chasing Mavericks,Vegas,The Texas Chainsaw Massacre: The Beginning",1.75 m,"June 1, 1984","Santa Barbara, California, USA"
"Actor,Producer,Director",no awards no nominations,"ER,Donnie Darko,A Few Good Men,The Librarian: The Curse of the Judas Chalice",1.85 m,"June 4, 1971","Hollywood, Los Angeles, California, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"The Boys,Wrath of Man,Avatar,Fast & Furious", (1.82 m,"March 25, 1974","Washington, District of Columbia, USA"
"Actor,Producer,Director",no awards no nominations,"Full Metal Jacket,Cutthroat Island,The Dark Knight Rises,47 Meters Down",1.91 m,"March 22, 1959","Loma Linda, California, USA"
"Actress,Director,Writer",no awards no nominations,"Blue Velvet,Death Becomes Her,Fearless,Enemy",1.73 m,"June 18, 1952","Rome, Lazio, Italy"
"Actor,Producer,Executive",no awards no nominations,"Bad Moms,New Girl,About a Boy,Fired Up!",(1.94 m,"October 27, 1978","Boston, Massachusetts, USA"
Actor,no awards no nominations,"Shang-Chi and the Legend of the Ten Rings,Creed II,Borderlands,The Contractor",1.93 m,"October 13, 1990","Würzburg, Germany"
Actor,no awards no nominations,"The Wire,True Blood,The Deuce,Heels",(1.84 m,"October 28, 1966","Los Angeles, California, USA"
"Actor,Additional Crew,Director",no awards no nominations,"Die Another Day,The Machine,Hunter Killer,13 Hours",(1.74 m,"April 21, 1969","Middlesex Hospital, London, England, UK"
Actress,no awards no nominations,"Youth,Shell,Emma.,Burn Burn Burn",(1.74 m,"August 25, 1987","Edinburgh, Scotland, UK"
Actor,no awards no nominations,"Ozark,I Am Legend,Frankenweenie,Charlie St. Cloud",(1.78 m,"June 11, 1998","Glen Rock, New Jersey, USA"
"Director,Writer,Producer",no awards no nominations,"Body Double,Phantom of the Paradise,Dressed to Kill,The Untouchables",(1.80 m,"September 11, 1940","Newark, New Jersey, USA"
Actress,no awards no nominations,"Downton Abbey,Crazyhead,Absentia,Ready Player One",1.65 m,"January 8, 1990","Wakefield, Yorkshire, England, UK"
"Director,Writer,Editor",no awards no nominations,"X,Pearl,The Innkeepers,The House of the Devil",1.88 m,"October 5, 1980","Wilmington, Delaware, USA"
"Actor,Producer,Director",no awards no nominations,"Home Alone,My Girl,The Good Son,Home Alone 2: Lost in New York",1.70 m,"August 26, 1980","New York City, New York, USA"
"Actor,Producer,Writer",no awards no nominations,"Safety Not Guaranteed,Creep,Your Sister's Sister,The One I Love", (1.79 m,"December 7, 1976","New Orleans, Louisiana, USA"
"Actor,Director",no awards no nominations,"Diary of a Wimpy Kid,Diary of a Wimpy Kid: Dog Days,Georgia Rule,Dead of Summer",1.75 m,"February 15, 1998","Oak Park, California, USA"
"Actress,Producer,Director",no awards no nominations,"Jingle All the Way,Sleepless in Seattle,Runaway Bride,Now and Then",(1.72 m,"October 26, 1956","Los Angeles, California, USA"
"Actor,Soundtrack",no awards no nominations,"Rogue One,The Lion King,The Hunt for Red October,Star Wars: Episode VI - Return of the Jedi",(1.87 m,"January 17, 1931","Arkabutla, Mississippi, USA"
"Actress,Producer,Additional Crew",no awards no nominations,"The Bionic Woman,The Paper Chase,Return of the Six Million Dollar Man and the Bionic Woman,Bionic Showdown: The Six Million Dollar Man and the Bionic Woman",(1.77 m,"June 22, 1949","Los Angeles, California, USA"
"Director,Producer",no awards no nominations,"The Last of Us,The Umbrella Academy,Downton Abbey,Masters of Sex",(1.77 m,"June 22, 1949","Los Angeles, California, USA"
"Actress,Additional Crew",no awards no nominations,"Rise of the Planet of the Apes,Revolution,Mortal Kombat,Chicago P.D.",1.68 m,"February 20, 1988","Winnipeg, Manitoba, Canada"
Actress,no awards no nominations,"After,Moxie,After We Fell,Into the Dark",(1.67 m,"August 18, 1997","Perth, Australia"
Actress,no awards no nominations,"Shershaah,Guilty,Kabir Singh,Laxmii",1.57 m,"July 31, 1992","Bombay, Maharashtra, India"
"Actress,Producer,Soundtrack",no awards no nominations,"The Station Agent,The Green Mile,Far from Heaven,Shutter Island",1.65 m,"December 29, 1959","New Orleans, Louisiana, USA"
"Actress,Producer,Writer",no awards no nominations,"Orange Is the New Black,Star Trek: Voyager,Star Trek: Nemesis,Remo Williams: The Adventure Begins",1.65 m,"April 29, 1955","Dubuque, Iowa, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Office Space,KiLokolo,Jay and Silent Bob Strike Back,Miss Congeniality 2: Armed & Fabulous",1.88 m,"December 24, 1966","Alexandria, Virginia, USA"
Actress,no awards no nominations,"The Marvelous Mrs. Maisel,Two and a Half Men,Once and Again,Jumanji: The Next Level",1.65 m,"March 23, 1966","Dar es Salaam, Tanzania"
"Actress,Soundtrack",no awards no nominations,"Nowhere Boy,Suffragette,The Magdalene Sisters,Shameless",1.70 m,"October 8, 1970","Southall, London, England, UK"
"Actress,Producer,Director",no awards no nominations,"Easy A,iZombie,Weepah Way for Now,Sequoia",(1.73 m,"March 25, 1989","Torrance, California, USA"
Actor,no awards no nominations,"Chronicle,Kill Your Darlings,The Amazing Spider-Man 2,The Place Beyond the Pines",1.73 m,"February 6, 1986","Allentown, Pennsylvania, USA"
Actress,no awards no nominations,"Barbarian,Black Mirror,Suspicion,Hate",1.68 m,"June 12, 1992","Maidstone, Kent, England"
"Actress,Producer,Soundtrack",no awards no nominations,"Riverdale,The Kings of Summer,Chemical Hearts,Charlie's Angels",1.70 m,"September 13, 1996","Cleveland, Ohio, USA"
"Actress,Music Department,Producer",no awards no nominations,"Frozen,Rent,Frozen 2,Enchanted",1.63 m,"May 30, 1971","New York City, New York, USA"
"Actress,Camera and Electrical Department,Composer",no awards no nominations,"Paterson,About Elly,Pirates of the Caribbean: Dead Men Tell No Tales,Body of Lies",(1.69 m,"July 10, 1983","Tehran, Iran"
"Actress,Soundtrack",no awards no nominations,"Goldfinger,Jason and the Argonauts,The Avengers,Bridget Jones's Diary",1.68 m,"August 22, 1925","Plaistow, London, England, UK"
"Actress,Writer,Producer",no awards no nominations,"Mystery Men,Ratatouille,The Truth About Cats & Dogs,Wet Hot American Summer",1.55 m,"September 28, 1964","Newton, New Jersey, USA"
"Actress,Producer",no awards no nominations,"Assault on Precinct 13,Black Snake Moan,Race to Witch Mountain,Escape to Witch Mountain",1.55 m,"September 19, 1964","Mineola, Long Island, New York, USA"
Actress,no awards no nominations,"Wednesday,The Peripheral,Gangs of London,A Very British Scandal",1.68 m,"December 21, 1969","Boston, Lincolnshire, England, UK"
"Actress,Soundtrack",no awards no nominations,"Ugly Betty,August Rush,Mode After Hours,Love Bites",1.60 m,"July 4, 1978","New Haven, Connecticut, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"A Walk to Remember,The League of Extraordinary Gentlemen,What We Do Is Secret,Dracula 2000",3 m,"June 10, 1978","Baton Rouge, Louisiana, USA"
Actress,no awards no nominations,"Star Wars: Episode IX - The Rise of Skywalker,24: Live Another Day,After Life,Comedy Playhouse",3 m,"December 21, 1990","Letchworth, Hertfordshire, England, UK"
Actress,no awards no nominations,"About Time,Star Trek Beyond,Never Let Me Go,Ripper Street",(1.63 m,"May 8, 1984","London, England, UK"
"Actor,Soundtrack",no awards no nominations,"Outer Banks,Uncharted,Chocolate Lizards",3 m,"August 12, 1998","Ketchikan, Alaska, USA"
"Actor,Writer,Producer",no awards no nominations,"Black Dynamite,Spawn,The Dark Knight,Exit Wounds", (1.82 m,"November 10, 1967","Brooklyn, New York City, New York, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Push,Leaves of Grass,The 5th Wave,Sons of Anarchy",1.68 m,"June 21, 1974","Bronx, New York City, New York, USA"
"Actress,Writer,Producer",no awards no nominations,"This Way Up,Love Wedding Repeat,Hard Sun,Bullet to the Heart",1.68 m,"March 16, 1984","Kildare, Ireland"
"Actor,Producer,Writer",no awards no nominations,"Arrow,Teenage Mutant Ninja Turtles: Out of the Shadows",1.85 m,"May 8, 1981","Toronto, Ontario, Canada"
Actress,no awards no nominations,"Gone,I Am Number Four,Remember Me,Definitely, Maybe",(1.69 m,"April 26, 1984","Kansas, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Hamilton,One Night in Miami,Central Park,Glass Onion: A Knives Out Mystery",1.75 m,"August 6, 1981","New York City, New York, USA"
Actress,no awards no nominations,"Royally Ever After,The Good Doctor,Wilfred,Christmas Next Door",1.68 m,March 30,"Los Angeles County, California, USA"
Actress,no awards no nominations,"Downton Abbey,Who Is My Husband,Emmerdale,New Tricks",1.65 m,"June 7, 1982","Bolton, Greater Manchester, England, UK"
"Actress,Soundtrack",no awards no nominations,"The Last Picture Show,Young Frankenstein,Spanglish,The Croods",,,
"Actress,Soundtrack",no awards no nominations,"Bend It Like Beckham,ER,The Blacklist,Alcatraz",1.60 m,"October 5, 1975","Leicester, Leicestershire, England, UK"
"Actor,Producer,Cinematographer",no awards no nominations,"The Grand Budapest Hotel,Dope,Spider-Man: No Way Home,Willow",(1.68 m,"April 28, 1996","Anaheim, California, USA"
Actress,no awards no nominations,"'Crocodile' Dundee,Crocodile Dundee II,Village of the Damned,Crocodile Dundee in Los Angeles",1.70 m,"January 7, 1958","Fairfield, Connecticut, USA"
"Actress,Soundtrack",no awards no nominations,"Faubourg 36,Safe House,The Words",(1.74 m,"May 8, 1989","Paris, France"
"Actor,Director,Producer",no awards no nominations,"The Wonder Years,The Princess Bride,The Boy Who Could Fly,Austin Powers in Goldmember",(1.78 m,"July 9, 1976","Chicago, Illinois, USA"
"Actor,Producer",no awards no nominations,"Medici,Immortals,Cursed,Fear the Walking Dead",(1.87 m,"April 25, 1986","Hackney, London, England"
"Actor,Producer,Writer",no awards no nominations,"Scrubs,Clueless,Skyline,Remember the Titans", (1.81 m,"June 22, 1974","New York City, New York, USA"
"Actor,Producer",no awards no nominations,"The Last Exorcism,Better Call Saul,Atlas Shrugged II: The Strike,Must Love Dogs",(1.84 m,"December 7, 1964","Pittsburgh, Pennsylvania, USA"
"Actor,Additional Crew",no awards no nominations,"Suits,Billions,Ballers,Hostel",(1.77 m,"June 12, 1970","New York City, New York, USA"
Actress,no awards no nominations,"Jurassic World: Fallen Kingdom,Jurassic World Dominion,Hollywood Insider,Hollywood First Look",(1.77 m,"July 8, 2006","London, England"
"Actress,Soundtrack",no awards no nominations,"Star Trek: Picard,American Crime Story,Takers,Lonely Boy",1.63 m,"January 17, 1999","London, England, UK"
"Actor,Director,Writer",no awards no nominations,"Forrest Gump,The Purge: Election Year,Fences,Heat",1.88 m,"March 4, 1957","Saint Louis, Missouri, USA"
"Actress,Producer,Writer",no awards no nominations,"Despicable Me 2,Cooties,Aladdin,Chad",1.63 m,"November 18, 1981","Tehran, Iran"
Actor,no awards no nominations,"Liz,The Imaginarium of Doctor Parnassus,Diary of a Wimpy Kid,Becoming Redwood",1.63 m,1998,Canada
"Actress,Producer,Soundtrack",no awards no nominations,"Scandal,Mission: Impossible III,We Were Soldiers,Scrubs",1.70 m,"February 19, 1970","Asheville, North Carolina, USA"
"Actor,Director,Soundtrack",no awards no nominations,"Trainspotting,Dog Soldiers,Kingdom of Heaven,Brave",(1.81 m,"August 9, 1973","Elgin, Moray, Scotland, UK"
"Production Designer,Director,Writer",no awards no nominations,"The Lighthouse,The VVitch: A New-England Folktale,The Northman,The Tell-Tale Heart",(1.81 m,"July 7, 1983","Lee, New Hampshire, USA"
"Actor,Director,Writer",no awards no nominations,"Cloud Atlas,Master and Commander: The Far Side of the World,Dunkirk,An American Haunting",1.91 m,"August 24, 1975","London, England, UK"
Actor,no awards no nominations,"The Liberator,Damien,Merlin,Underworld: Blood Wars",3 m,"October 11, 1983","Devon, England, UK"
Actor,no awards no nominations,"The Magnificent Seven,Murder on the Orient Express,Widows,6 Underground",(1.89 m,"February 25, 1981","Guadalajara, Jalisco, Mexico"
"Actor,Producer,Soundtrack",no awards no nominations,"The Dark Knight,Thank You for Smoking,Rabbit Hole,The Core",(1.80 m,"March 12, 1968","Cupertino, California, USA"
"Actor,Director,Writer",no awards no nominations,"Sky High,The Forbidden Kingdom,Wild Card,Almost Famous",1.70 m,"December 3, 1987","Brooklyn, New York City, New York, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Just Married,Leverage,Life or Something Like It,Secondhand Lions",(1.78 m,"June 27, 1972","Dallas, Texas, USA"
Actress,no awards no nominations,"A Million Little Things,Iron Man Three,The Devil Wears Prada,Dinner for Schmucks",1.68 m,"August 5, 1975","Paris, France"
"Actress,Producer,Executive",no awards no nominations,"Happy Death Day,La La Land,Valley Girl",1.63 m,"May 28, 1987","Denver, Colorado, USA"
"Actor,Music Department,Soundtrack",no awards no nominations,"Inception,Witness,Mars Attacks!,The Revenant", (1.79 m,"April 16, 1976","West Hollywood, California, USA"
"Actor,Producer,Writer",no awards no nominations,"Pulp Fiction,Mission: Impossible II,Bringing Out the Dead,Mission: Impossible III",(1.80 m,"May 12, 1959","New York City, New York, USA"
"Actor,Producer,Director",no awards no nominations,"Insurgent,Lost,Hellboy,For Love of the Game",1.75 m,August 4,"Pusan, South Korea"
"Actress,Producer,Soundtrack",no awards no nominations,"Casablanca,Gaslight,Notorious,Spellbound",(1.78 m,"August 29, 1915","Stockholm, Sweden"
"Music Artist,Actor,Composer",no awards no nominations,"Baby Driver,Back to the Future Part II,The Big Lebowski,Fear and Loathing in Las Vegas",1.68 m,"October 16, 1962","Melbourne, Victoria, Australia"
"Actress,Producer,Writer",no awards no nominations,"The Good Place,Barry,Killing Eve,Love",1.68 m,"October 16, 1962","Melbourne, Victoria, Australia"
"Actor,Producer,Cinematographer",no awards no nominations,"Veronica Mars,Friday the 13th,Superhero Movie,G.I. Joe: Retaliation",3 m,"July 5, 1981","San Diego, California, USA"
"Actress,Producer,Director",no awards no nominations,"Apollo 13,Breakdown,The Doors,American Graffiti",1.65 m,"November 19, 1954","Pasadena, California, USA"
Actress,no awards no nominations,"Mulholland Dr.,The Punisher,Love in the Time of Cholera",1.68 m,"March 3, 1964","Los Mochis, Sinaloa, Mexico"
Actress,no awards no nominations,"Four Lives,Happy Valley,Love, Lies and Records,All Creatures Great and Small",1.68 m,"March 3, 1964","Los Mochis, Sinaloa, Mexico"
"Director,Producer,Actor",no awards no nominations,"The Man Who Didn't Talk Too Much,The Grapes of Wrath,Stagecoach,The Man Who Shot Liberty Valance",3 m,"February 1, 1894","Cape Elizabeth, Maine, USA"
"Actor,Writer,Producer",no awards no nominations,"Die Hard,Ghostbusters,Die Hard 2,Family Matters",1.73 m,"August 16, 1952","Queens, New York, USA"
"Actress,Producer,Executive",no awards no nominations,"Everybody Loves Raymond,Beethoven,Space Jam,Memoirs of an Invisible Man",1.57 m,"March 4, 1958","Bay Village, Ohio, USA"
"Producer,Writer,Director",no awards no nominations,"Girls,Knocked Up,The King of Staten Island,The 40 Year Old Virgin",(1.78 m,"December 6, 1967","Syosset, New York, USA"
"Actress,Writer,Director",no awards no nominations,"Hacks,On My Block,This Is Us,Black Jesus",1.68 m,"April 17, 1954","Detroit, Michigan, USA"
"Actor,Director,Writer",no awards no nominations,"Cobra,The Terminator,Mortal Kombat: Annihilation,DragonHeart",1.88 m,"August 28, 1959","Ellensburg, Washington, USA"
"Actress,Director,Writer",no awards no nominations,"Tomorrow, When the War Began,Smile,I, Frankenstein,Please Like Me",1.60 m,"May 1, 1990","Melbourne, Victoria, Australia"
