prof,awards,famous,height,dob,birthplace
"Actress,Writer,Producer",no awards no nominations,"Trainwreck,Saturday Night Live,Office Christmas Party,Carrie Pilby",1.68 m,"November 14, 1981","Cleveland, Ohio, USA"
"Actress,Soundtrack",no awards no nominations,"Six Days Seven Nights,Atlantis: The Lost Empire,Tortilla Soup,NYPD Blue",1.65 m,October 6,"San Fernando Valley, California, USA"
"Actor,Composer",no awards no nominations,"Sid and Nancy,Free Fire,A Prayer for the Dying,Somers Town",1.65 m,1968,"London, England, UK"
"Actress,Music Department,Composer",no awards no nominations,"Mythic Quest: Raven's Banquet,Please Like Me,Camp,Thor: Ragnarok",(1.62 m,"August 14, 1991","Melbourne, Victoria, Australia"
"Director,Actress,Producer",no awards no nominations,"The Goldbergs,Schooled,Family Guy,Step by Step",1.55 m,"January 25, 1979","Dallas, Texas, USA"
"Actress,Producer,Writer",no awards no nominations,"WandaVision,Fear the Walking Dead,Supergirl,Buffy the Vampire Slayer",1.65 m,"April 8, 1973","San Diego, California, USA"
"Actor,Writer,Producer",no awards no nominations,"Son of the Mask,Scream 2,Malibu's Most Wanted,Romeo + Juliet",(1.84 m,"May 25, 1970","Upper Darby, Pennsylvania, USA"
"Music Artist,Actress,Producer",no awards no nominations,"Yentl,Funny Girl,The Way We Were,The Mirror Has Two Faces",1.65 m,"April 24, 1942","Williamsburg, Brooklyn, New York City, New York, USA"
"Actress,Soundtrack",no awards no nominations,"The Man Who Shot Liberty Valance,Psycho,The Searchers,The Wrong Man",(1.61 m,"August 23, 1929","Boise City, Oklahoma, USA"
"Music Artist,Actor,Producer",no awards no nominations,"Friday,Boyz n the Hood,Ride Along,Next Friday",1.73 m,"June 15, 1969","Los Angeles, California, USA"
"Actor,Additional Crew,Director",no awards no nominations,"Flash Gordon,Det Sjunde Inseglet,Extremely Loud & Incredibly Close,Minority Report",1.93 m,"April 10, 1929","Lund, Skåne län, Sweden"
"Actor,Producer,Director",no awards no nominations,"A Mighty Wind,Pineapple Express,Whatever Works,Best in Show",1.93 m,"September 16, 1949","Los Angeles, California, USA"
Actor,no awards no nominations,"That '90s Show,Forgetting Nobody",,,
"Actress,Writer,Soundtrack",no awards no nominations,"Happiness,Eternal Sunshine of the Spotless Mind,A Series of Unfortunate Events,The Anniversary Party",1.65 m,"April 1, 1965","Washington, District of Columbia, USA"
"Actress,Soundtrack",no awards no nominations,"Knock Knock,Once Upon a Time... In Hollywood,Penny Dreadful: City of Angels,Life Itself",1.70 m,"September 19, 1989","Santiago de Chile, Metropolitan Region, Chile"
Actress,no awards no nominations,"Tell Me a Story,The Originals,You Can Choose Your Family",1.60 m,"January 30, 1995","Hinsdale, Illinois, USA"
"Actress,Producer",no awards no nominations,"Tekken,Dumbbells,The Ultimate Gift,Cellular",1.68 m,"March 11, 1982","St. Louis, Missouri, USA"
"Actor,Producer,Executive",no awards no nominations,"Stargate SG-1,MacGyver,Stargate: Atlantis,Stargate: Continuum",(1.87 m,"January 23, 1950","Minneapolis, Minnesota, USA"
Actress,no awards no nominations,"Raised by Wolves,The Virtues,Pure,MotherFatherSon",1.70 m,"June 28, 1992","Mullingar, County Westmeath, Ireland"
"Actor,Writer,Director",no awards no nominations,"Willy Wonka & the Chocolate Factory,Young Frankenstein,The Producers,See No Evil, Hear No Evil", (1.79 m,"June 11, 1933","Milwaukee, Wisconsin, USA"
"Actor,Soundtrack",no awards no nominations,"Bones,The Phobic,Lady Peacock,Morning Glory",(1.80 m,"August 25, 1974","Hackettstown, New Jersey, USA"
"Actor,Producer,Music Department",no awards no nominations,"Starship Troopers,The Frighteners,Stranger Things,L.A.'s Finest",1.91 m,"June 15, 1971","Los Angeles, California, USA"
"Actress,Soundtrack",no awards no nominations,"Sense and Sensibility,The Young Victoria,The Last Duel,Star Wars: The Force Awakens",1.73 m,"September 24, 1950","London, England, UK"
"Actress,Director,Soundtrack",no awards no nominations,"NCIS: Los Angeles,Red Tails,A Espia,NCIS",1.73 m,"December 2, 1983","Boston, Massachusetts, USA"
"Actress,Director,Producer",no awards no nominations,"Claws,The Good Wife,True Blood,To the Bone",1.63 m,"June 21, 1967","Macon, Georgia, USA"
"Actress,Soundtrack",no awards no nominations,"Meet the Parents,The Last Kiss,Paul,Meet the Fockers",1.70 m,"February 3, 1943","Philadelphia, Pennsylvania, USA"
Actress,no awards no nominations,"The Final Girls,Mike and Dave Need Wedding Dates,Camp Rock 2: The Final Jam,Game Over, Man!",(1.66 m,"December 27, 1991","Thibodaux, Louisiana, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Love Story,Barry Lyndon,Paper Moon,What's Up, Doc?", (1.82 m,"April 20, 1941","Los Angeles, California, USA"
"Actor,Writer,Editor",no awards no nominations,"Men in Black,Addams Family Values,The Addams Family,Twin Peaks",3 m,"July 30, 1948","The Hague, Zuid-Holland, Netherlands"
"Actress,Soundtrack",no awards no nominations,"Anna and the King of Siam,From Here to Eternity,An Affair to Remember,Black Narcissus",1.68 m,"September 30, 1921","Hillhead, Glasgow, Scotland, UK"
"Actor,Producer,Soundtrack",no awards no nominations,"You,Physical,Thumbsucker,Evil Dead","ts, New Jersey, US",July 27,"Seaside Heights, New Jersey, USA"
"Actress,Producer,Writer",no awards no nominations,"Elysium,Popular,The Collector,Orange County",1.68 m,August 28,"Vancouver, British Columbia, Canada"
"Actress,Producer,Director",no awards no nominations,"One Tree Hill,Melrose Place,Spaceballs",1.73 m,"October 28, 1962","San Francisco, California, USA"
Actor,no awards no nominations,"Planet Terror,The English Patient,Lost,Diana",1.75 m,"January 17, 1969","London, England, UK"
"Actor,Writer,Additional Crew",no awards no nominations,"A Man for All Seasons,Jaws,The Sting,From Russia with Love",(1.78 m,"August 9, 1927","Westhoughton, Lancashire, England, UK"
"Actress,Location Management,Producer",no awards no nominations,"The Artist,Concussion,Superman and Lois,Grimm",1.68 m,"January 19, 1981","San Diego, California, USA"
"Producer,Actor,Additional Crew",no awards no nominations,"Chinatown,Marathon Man,Sliver,Popeye",1.75 m,"June 29, 1930","New York City, New York, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Slumdog Millionaire,Rise of the Planet of the Apes,Immortals,Knight of Cups",1.65 m,"October 18, 1984","Bombay, Maharashtra, India [now Mumbai, Maharashtra, India]"
"Actress,Producer",no awards no nominations,"Piranha 3D,Deuce Bigalow: European Gigolo,The Italian Job,Three",1.68 m,"November 23, 1979","Rochester, Kent, England, UK"
"Writer,Producer,Director",no awards no nominations,"Pulp Fiction,Reservoir Dogs,Killing Zoe,Beowulf",3 m,"August 23, 1965","Flin Flon, Manitoba, Canada"
"Actress,Writer",no awards no nominations,"Joker,Mindhunter,Colewell,Unless",3 m,"August 23, 1965","Flin Flon, Manitoba, Canada"
"Actress,Director,Producer",no awards no nominations,"Inspector Gadget,The Mask,Ellen,Search Engines",1.70 m,"October 29, 1967","Burbank, California, USA"
"Actor,Writer,Director",no awards no nominations,"The Big Short,Battleship,Fantastic Four,Magic in the Moonlight",1.93 m,"July 7, 1976","Great Barrington, Massachusetts, USA"
Actor,no awards no nominations,"Honey Boy,Ford v. Ferrari,A Quiet Place,The Undoing",1.93 m,"February 25, 2005",London
"Writer,Actor,Producer",no awards no nominations,"Ghostbusters,Groundhog Day,Stripes,Knocked Up",1.88 m,"November 21, 1944","Chicago, Illinois, USA"
"Actor,Writer,Producer",no awards no nominations,"Burn After Reading,Killers,Almost Famous,The Big Bang Theory",1.75 m,"December 4, 1970","Staten Island, New York City, New York, USA"
Actor,no awards no nominations,"The Boys,Ginny & Georgia,Supernatural,Psych: The Movie",1.88 m,"December 4, 1970","Staten Island, New York City, New York, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Detroit Rock City,Fanboys,Not Another Teen Movie,Superman Returns", (1.79 m,"April 1, 1982","Peterborough, New Hampshire, USA"
"Actress,Director,Producer",no awards no nominations,"Exodus: Gods and Kings,Brassed Off,Legend,Sirens",1.65 m,"September 18, 1967","Cuckfield, Sussex, England, UK"
"Actress,Soundtrack",no awards no nominations,"Saving Hope,Gotham,Rookie Blue,Missed Connections",,,
"Actress,Soundtrack",no awards no nominations,"Strangers on a Train,Beyond the Forest,Tomorrow Is Another Day,The Baby",1.63 m,"December 22, 1922","Lynn, Massachusetts, USA"
"Actress,Writer",no awards no nominations,"City on a Hill,Severance,Godfather of Harlem,Warehouse 13",1.73 m,"December 22, 1978","Bay d'Espoir, Newfoundland and Labrador, Canada"
"Actress,Director",no awards no nominations,"Ann Rule's Circle of Deception,Law & Order: Special Victims Unit,NCIS: New Orleans,The Following",(1.78 m,"November 17, 1975","Alexandria, Virginia, USA"
Actor,no awards no nominations,"Yellowstone,Mayor of Kingstown,Wind River,1883",1.73 m,"March 14, 1979","Houston, Texas, USA"
"Actor,Composer,Soundtrack",no awards no nominations,"Rebelde,Amar, después de amar,The Clan,Solo el Amor",1.73 m,"March 14, 1979","Houston, Texas, USA"
"Writer,Producer,Director",no awards no nominations,"The Crying Game,Greta,Breakfast on Pluto,Michael Collins",1.73 m,"February 25, 1950","Sligo, Ireland"
Actress,no awards no nominations,"Aneni,The Ark,Zim High,After the Ark",1.63 m,"February 25, 1950","Sligo, Ireland"
"Actor,Producer,Director",no awards no nominations,"X-Men: Days of Future Past,Whiskey Tango Foxtrot,Easy,Sweetbitter",1.63 m,"February 18, 1983","Langhorne, Bucks County, Pennsylvania, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Will & Grace,The Wedding Date,The Starter Wife,Hollywood Ending",1.73 m,"August 15, 1968","Brooklyn, New York City, New York, USA"
Actor,no awards no nominations,"The Devil's Light,All Creatures Great and Small,The Most Reluctant Convert,Lorraine",1.73 m,"April 13, 1990","Cape Town, South Africa"
"Actor,Writer,Soundtrack",no awards no nominations,"The Loft,Almost Famous,Modern Family,The Secret Life of Pets",3 m,"September 9, 1971","Kansas City, Kansas, USA"
Actor,no awards no nominations,"Black Widow,The King's Man,Gangs of London",(2.18 m,"September 9, 1971","Kansas City, Kansas, USA"
"Actress,Producer",no awards no nominations,"Miracles from Heaven,Cheap Thrills,True Detective,NCIS",1.63 m,"August 19, 2002",USA
"Actress,Producer",no awards no nominations,"Picket Fences,Jesse Stone: No Remorse,Cold Mountain,The Cider House Rules",1.68 m,"June 8, 1950","Midland, Texas, USA"
"Actor,Music Department,Director",no awards no nominations,"Doctor Who,Doctor Who,The Five(ish) Doctors Reboot,All Creatures Great and Small",1.86 m,"April 13, 1951","Streatham, London, England, UK"
"Actress,Additional Crew,Director",no awards no nominations,"Fear the Walking Dead,Star Wars: The Bad Batch,Baby Driver,Star Wars: The Clone Wars",(1.67 m,"April 13, 1951","Streatham, London, England, UK"
Actor,no awards no nominations,"It,It Chapter Two,Bloodline,Black Mirror",(1.80 m,"December 8, 1998","Tampa, Florida, USA"
"Actor,Soundtrack",no awards no nominations,"Arrow,Trainwreck,Overboard,Sirens",(1.80 m,"June 3, 1986","Orlando, Florida, USA"
"Actor,Producer,Writer",no awards no nominations,"Sound of Metal,Rogue One,Nightcrawler,Four Lions",1.73 m,"December 1, 1982","Wembley, London, England, UK"
"Actress,Music Department,Producer",no awards no nominations,"Thanks for Sharing,The Flash,You,Senioritis",1.73 m,"July 23, 1993","New York City, New York, USA"
"Actor,Producer,Director",no awards no nominations,"Homicide: Life on the Street,Frequency,The Mist,City of Angels",3 m,"July 1, 1962","Chicago, Illinois, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Narcos: Mexico,The Marksman,Father Stu,Aquí en la Tierra",,,
"Actor,Writer",no awards no nominations,Cocaine Bear,,,
Actress,no awards no nominations,"47 Meters Down,The Originals,H2O: Just Add Water,Blue Like Jazz",(1.72 m,"June 11, 1988","Brisbane, Queensland, Australia"
Actor,no awards no nominations,"Feeling Randy,KidCoin,Wolf Pack,Entertainment Tonight",(1.72 m,"June 11, 1988","Brisbane, Queensland, Australia"
Actress,no awards no nominations,"The Brave,9-1-1: Lone Star,Homeland,The Hurricane Heist",1.63 m,"April 3, 1995","London, England, UK"
"Actress,Writer,Producer",no awards no nominations,"Lords of Dogtown,UnREAL,The Holiday Sitter,Make It or Break It",1.65 m,February 18,"Vancouver, British Columbia, Canada"
"Actor,Soundtrack",no awards no nominations,"Killer Klowns from Outer Space,The Outlaw: Josey Wales,Moby Dick,The Right Stuff",1.88 m,"November 16, 1922","New York City, New York, USA"
"Writer,Producer,Additional Crew",no awards no nominations,"I'm Thinking of Ending Things,Anomalisa,Eternal Sunshine of the Spotless Mind,Synecdoche, New York",(1.64 m,"November 19, 1958","New York City, New York, USA"
"Actress,Director,Producer",no awards no nominations,"Stranger Things,The Village,Charlie Says,The Binge",1.60 m,"October 15, 1996","Los Angeles, California, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"My Week with Marilyn,Warrior,Spotless,Spooks",1.65 m,"November 18, 1977","Burnham Thorpe, Norfolk, England, UK"
"Actress,Producer,Soundtrack",no awards no nominations,"Rent,Death Proof,The Devil Wears Prada,Raze",1.65 m,"August 19, 1975","Baltimore, Maryland, USA"
"Actor,Director,Producer",no awards no nominations,"Anna and the King of Siam,The Ten Commandments,The Magnificent Seven,Westworld",1.73 m,"July 11, 1920","Vladivostok, Primorskaya Oblast, Far Eastern Republic [now Primorsky Krai, Russia]"
"Actress,Soundtrack",no awards no nominations,"Two and a Half Men,Mystic Pizza,Edward Scissorhands,Erin Brockovich",1.60 m,"March 28, 1943","Charleston, West Virginia, USA"
"Producer,Writer,Director",no awards no nominations,"The Batman,Let Me In,War for the Planet of the Apes,Dawn of the Planet of the Apes",(1.77 m,"April 27, 1966","Rockville Center, New York, USA"
"Actress,Composer",no awards no nominations,"Perfect Stranger,Jeepers Creepers 2,The X Files: I Want to Believe,Dark Angel",1.63 m,"May 26, 1975","Hennessey, Oklahoma, USA"
Actress,no awards no nominations,"Breakthrough,Once Upon a Time,One Christmas Eve,You Me Her",1.73 m,"May 16, 2002","Vancouver, British Columbia, Canada"
Actress,no awards no nominations,"Venus,Veneno,Alguien Tiene Que Morir,Vis a Vis",(1.68 m,"January 26, 2000","Madrid, Spain"
"Actor,Soundtrack",no awards no nominations,"The Addams Family,Street Fighter,Kiss of the Spider Woman,Addams Family Values",1.88 m,"March 9, 1940","San Juan, Puerto Rico"
"Actress,Producer",no awards no nominations,"Flipped,Resident Evil: Extinction,Swing Vote,The Spy Next Door",1.63 m,"March 18, 1996","Los Angeles, California, USA"
"Actor,Soundtrack",no awards no nominations,"The Hidden,Flashdance,The Terminal,The Proposal",1.91 m,"December 9, 1945","Washington, District of Columbia, USA"
"Actress,Producer,Writer",no awards no nominations,"The Gandhi Murder,Chameleon,Chinese Hercules: The Bolo Yeung Story,Murder One",1.91 m,"January 29, 1968","Charleston, South Carolina, USA"
"Music Department,Composer,Actor",no awards no nominations,"Jurassic Park,Star Wars,Star Wars: The Last Jedi,Planetary War", (1.82 m,"February 8, 1932","Flushing, Queens, New York City, New York, USA"
"Actress,Producer,Writer",no awards no nominations,"Saved by the Bell,Mr. Mayor,Champions,Other People",1.60 m,"August 5, 2001","Sacramento, California, USA"
"Actor,Additional Crew",no awards no nominations,"Disaster Movie,Star Wars: The Clone Wars,Vampires Suck,Star-Crossed",(1.78 m,"April 1, 1983","Massillon, Ohio, USA"
"Actress,Producer",no awards no nominations,"Pet Sematary,Dolly Dearest,Miracle Mile,Deep Impact",1.73 m,November 24,"Hollywood, Los Angeles, California, USA"
"Actress,Soundtrack",no awards no nominations,"God Help the Girl,Bridgend,Game of Thrones,Detroit",1.65 m,"July 1, 1989","Bristol, England, UK"
"Actor,Writer,Producer",no awards no nominations,"'Crocodile' Dundee,Crocodile Dundee II,Almost an Angel,Strange Bedfellows",1.75 m,"October 8, 1939","Lightning Ridge, New South Wales, Australia"
"Actor,Producer,Writer",no awards no nominations,"Tammy,Thunder Force,Enough Said,The Happytime Murders",1.75 m,"August 25, 1973","Carbondale, Illinois, USA"
Actor,no awards no nominations,"The Newsroom,Life in Pieces,Wild,John Wick", (1.80 m,"July 1, 1976","Bethany, Connecticut, USA"
"Actress,Writer,Composer",no awards no nominations,"This Is 40,Knocked Up,Steven Universe,Jexi",1.60 m,"January 4, 1986","Los Angeles, California, USA"
"Actress,Producer,Writer",no awards no nominations,"The Official The Lord of the Rings: The Rings of Power Podcast,The Guild,Dr. Horrible's Sing-Along Blog,The Legend of Neil",1.65 m,June 28,"Huntsville, Alabama, USA"
"Producer,Director,Additional Crew",no awards no nominations,"Edge of Tomorrow,Swingers,Fair Game,The Bourne Identity",1.88 m,"July 24, 1965","New York City, New York, USA"
"Actor,Producer,Writer",no awards no nominations,"It's Always Sunny in Philadelphia,Mythic Quest: Raven's Banquet,Good Girls,How to Be a Gentleman", (1.79 m,"December 1, 1975","Newport News, Virginia, USA"
"Actress,Director,Producer",no awards no nominations,"Flight,The Devil's Advocate,The Caveman's Valentine,As the World Turns",1.75 m,"March 14, 1959","McKeesport, Pennsylvania, USA"
"Actress,Soundtrack",no awards no nominations,"Crossroads,The Most Likely Girl,The Lisbon Story,Crossroads: A Celebration",1.75 m,"December 25, 1919","East Ham, London, England, UK"
"Actor,Soundtrack",no awards no nominations,"Erkenci Kus,Dolunay,Bay Yanlis,Hangimiz Sevmedik?",(1.85 m,"November 8, 1989","Istanbul, Turkey"
"Actress,Writer,Producer",no awards no nominations,"Universal Soldier,Profiler,While You Were Sleeping,Kazaam",(1.78 m,"August 25, 1961","Tullahoma, Tennessee, USA"
"Actor,Director,Additional Crew",no awards no nominations,"M*A*S*H,Beauty and the Beast,Lilo & Stitch,Pocahontas",1.91 m,"October 31, 1942","Peoria, Illinois, USA"
"Actress,Producer,Writer",no awards no nominations,"Ocean's Thirteen,Across the Universe,Mystery Men,My Super Ex-Girlfriend",1.70 m,"February 7, 1962","Aden, Yemen"
Actor,no awards no nominations,"Kenobi: A Star Wars Fan Film,1883,1883: The Road West",(1.16 m,"December 20, 2015","California, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Vampire Academy,Detachment,Stolen,Blue Bloods",1.63 m,"January 22, 1996","Weston, Florida, USA"
"Actor,Producer,Director",no awards no nominations,"Body Rock,Grease,Falcon Crest,Chinaman's Chance: America's Other Slaves",(1.87 m,"January 20, 1958","Santa Monica, California, USA"
"Actress,Writer,Producer",no awards no nominations,"Blended,Minx,The Righteous Gemstones,Wrecked",1.68 m,"January 20, 1958","Santa Monica, California, USA"
Actor,no awards no nominations,"John Wick: Chapter 3 - Parabellum,Billions,Orange Is the New Black,Opus for All",1.73 m,"November 15, 1984","Ithaca, New York, USA"
"Actor,Soundtrack",no awards no nominations,"Oz,Generation Kill,Wayne's World,Monster", (1.79 m,"July 8, 1965","Ivoryton, Connecticut, USA"
"Actor,Producer,Director",no awards no nominations,"Transformers,Meet the Patels,Master of None,Independent Lens",1.70 m,"December 18, 1978","Freeport, Illinois, USA"
"Actor,Producer,Writer",no awards no nominations,"Philomena,Alan Partridge: Alpha Papa,Stan & Ollie,24 Hour Party People",(1.78 m,"October 14, 1965","Middleton, Manchester, England, UK"
"Actor,Producer,Director",no awards no nominations,"Focus,The A-Team,Simon & Simon,The Best of Me",1.85 m,"August 19, 1947","Collins, Mississippi, USA"
"Actor,Producer",no awards no nominations,"The Lost Boys,The Losers,Speed 2: Cruise Control,Sleepers",(1.78 m,"June 17, 1966","Queens, New York, USA"
Actress,no awards no nominations,"Manifest,Fresh Off the Boat,Memoria,Vicious Circle",1.65 m,"October 1, 2001","Los Angeles, California, USA"
"Actor,Soundtrack",no awards no nominations,"Hocus Pocus,NCIS,This Boy's Life,Harts of the West",1.88 m,"November 15, 1977","Bethesda, Maryland, USA"
"Actor,Producer,Additional Crew",no awards no nominations,"Harold & Kumar Go to White Castle,National Lampoon's Van Wilder,Harold & Kumar Escape from Guantanamo Bay,House M.D.",(1.78 m,"April 23, 1977","Montclair, New Jersey, USA"
"Actress,Writer,Composer",no awards no nominations,"The Young Messiah,The Young Pope,Dieci inverni,Braccialetti rossi",(1.58 m,"September 15, 1984",Italy
Actress,no awards no nominations,"El Laberinto Del Fauno,The Shannara Chronicles,Black Friday,Alta Mar",1.60 m,"June 11, 1994","Barcelona, Barcelona, Catalonia, Spain"
"Actor,Soundtrack",no awards no nominations,"The Crown,Des,The Lost Honour of Christopher Jefferies,McDonald & Dodds",,,
Actress,no awards no nominations,"Disclosure,Star Trek: Voyager,Red Eye,Wag the Dog",(1.87 m,"June 3, 1958","Buffalo, New York, USA"
Actress,no awards no nominations,"Bajo Sospecha,Vis a Vis,Élite,Code Name: Emperor",(1.87 m,"April 30, 1998","Barcelona, Barcelona, Catalonia, Spain"
"Actress,Producer,Soundtrack",no awards no nominations,"The Americans,The Witch Files,Worst Friends,Ashley",1.60 m,"October 31, 1997","Middleton, Nova Scotia, Canada"
Actor,no awards no nominations,"Daredevil,Idle Hands,The Butterfly Effect,Deja Vu",1.75 m,"August 30, 1977","Rockville, Maryland, USA"
"Actor,Writer,Composer",no awards no nominations,"Toast of London,The IT Crowd,Snuff Box,The SpongeBob Movie: Sponge Out of Water",(1.78 m,"May 2, 1974","Bromham, Bedfordshire, England, UK"
"Actor,Soundtrack",no awards no nominations,"Trial & Error,Gotham,Masters of Sex,Fired Up!",1.88 m,"April 17, 1980","Omaha, Nebraska, USA"
"Actress,Writer",no awards no nominations,"Remington Steele,Centennial,The Awakening,Hamlet's Ghost",1.65 m,"October 8, 1956","New York City, New York, USA"
"Actor,Writer,Additional Crew",no awards no nominations,"Meng Long Guo Jiang,Fist of Fury,Enter the Dragon,The Big Boss",(1.71 m,"November 27, 1940","San Francisco, California, USA"
"Actor,Producer,Director",no awards no nominations,"Sleuth,The Boys from Brazil,Rebecca,Marathon Man",(1.78 m,"May 22, 1907","Dorking, Surrey, England, UK"
"Actor,Producer,Writer",no awards no nominations,"The Shining,Dracula: Dead and Loving It,Single White Female,Hamburger Hill",1.85 m,"March 4, 1961","Queens, New York City, New York, USA"
Actor,no awards no nominations,"Alias,Never Been Kissed,Rogue,Colombiana",3 m,"November 27, 1968","Boulogne-Billancourt, Hauts-de-Seine, France"
"Actress,Editorial Department,Soundtrack",no awards no nominations,"La Légende du Roi Arthur,1789: Les Amants de la Bastille,Play,Épouse-moi mon pote",1.75 m,"May 22, 1992","Maubeuge, Nord, France"
Actress,no awards no nominations,"All That Heaven Allows,The Leech Woman,The Cyclops,We're No Angels",1.75 m,"February 7, 1931","Glendale, California, USA"
"Actor,Soundtrack",no awards no nominations,"Missing 9,Heobeu,Ja Myung Go,Ggeuteobsneun Sarang",(1.84 m,"August 31, 1983",South Korea
Actress,no awards no nominations,"Spider-Man: Homecoming,BlacKkKlansman,Hollywood,One Life to Live",1.75 m,"March 28, 1990","Chicago, Illinois, USA"
"Actress,Art Director,Producer",no awards no nominations,"Arthur Christmas,The Lobster,Ugly Betty,Extras",1.60 m,"August 11, 1969","Annan, Dumfries and Galloway, Scotland, UK"
"Actress,Writer,Producer",no awards no nominations,"Meet the Robinsons,Black Dynamite,17 Again,Superhero Movie",(1.64 m,"April 21, 1970","New York City, New York, USA"
Actress,no awards no nominations,"Stranger Things,The Curse of Bridge Hollow,My Dad the Bounty Hunter,Glitter Ain't Gold",2 m,"October 1, 2006","Atlanta, Georgia, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Babylon 5,Tron,Tron,Babylon 5: The Lost Tales",1.88 m,"May 12, 1950","Elgin, Illinois, USA"
"Actor,Stunts,Director",no awards no nominations,"Brotherhood of the Wolf,John Wick: Chapter 3 - Parabellum,Double Dragon,Only the Strong",1.75 m,"February 26, 1964","Honolulu, Hawaii, USA"
Actor,no awards no nominations,"All Quiet on the Western Front,Artour,Arte Journal,The 95th Annual Academy Awards",1.75 m,"September 19, 1995","Vienna, Austria"
"Actress,Soundtrack",no awards no nominations,"Sharp Objects,Black Mirror,From Dusk Till Dawn: The Series,Sisters",1.60 m,"November 22, 1996","San Antonio, Texas, USA"
"Actor,Producer",no awards no nominations,"The 100,I Still See You,The Age of Adaline",(1.77 m,"August 18, 1991","Mississauga, Ontario, Canada"
"Actress,Producer",no awards no nominations,"Bosch,Enterprise,The Affair,Amazing Stories",1.68 m,"July 9, 1978",South Korea
"Actress,Producer,Director",no awards no nominations,"Ordinary People,Mary Tyler Moore Show,The Dick Van Dyke Show,Flirting with Disaster",1.70 m,"December 29, 1936","Brooklyn, New York, USA"
"Actor,Additional Crew,Soundtrack",no awards no nominations,"Uncharted: The Nathan Drake Collection,Con Man,Pretty Little Liars,Star Trek Into Darkness",3 m,"October 31, 1970","New Haven, Connecticut, USA"
"Actor,Producer",no awards no nominations,"Pirates of the Caribbean: Dead Men Tell No Tales,The Giver,Gods of Egypt,Son of a Gun", (1.82 m,"August 10, 1989","Cairns, Queensland, Australia"
Actor,no awards no nominations,"The Good Place,Nine Perfect Strangers,I Want You Back,Top Gun: Maverick",(1.80 m,"August 19, 1987","Manila, Philippines"
"Actor,Producer,Soundtrack",no awards no nominations,"The Towering Inferno,The Last Wave,The Thorn Birds,The Four Musketeers",1.85 m,"March 31, 1934","Beverly Hills, Los Angeles, California, USA"
Actress,no awards no nominations,"Zapped!,Cyclone,The Fall Guy,Girltrash: All Night Long",(1.66 m,"September 8, 1957","Greenwich, Connecticut, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Bridge of Spies,Whiplash,Battle of the Sexes,Fantasy Island",1.85 m,"December 24, 1984","Kensington, Connecticut, USA"
Actress,no awards no nominations,"Death Proof,Never Been Kissed,Cabin Fever,Club Dread",2 m,"January 14, 1975","Hollywood, Los Angeles, California, USA"
"Stunts,Actor",no awards no nominations,"Plane,The Peripheral,West Side Story,The Punisher",2 m,"January 14, 1975","Hollywood, Los Angeles, California, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Sex and the City 2,Sex and the City,Sex and the City,Deck the Halls",1.68 m,"February 23, 1965","Boulder, Colorado, USA"
"Actress,Soundtrack",no awards no nominations,"Star Wars: The Force Awakens,Peppermint,The Walking Dead,Preacher",1.42 m,"February 23, 1965","Boulder, Colorado, USA"
"Actor,Director,Producer",no awards no nominations,"Vikings: Valhalla,The Borgias,Victoria,The White Queen",(1.84 m,"October 14, 1983","Hampshire, England, UK"
"Actor,Additional Crew,Soundtrack",no awards no nominations,"Eastern Promises,Game of Thrones,Star Wars: Episode IX - The Rise of Skywalker,The Young Victoria",1.68 m,"February 12, 1983","London, England, UK"
"Actress,Writer,Additional Crew",no awards no nominations,"Journey to the Center of the Earth,Dylan Dog: Dead of Night,Justice League,The Minister",1.63 m,"May 29, 1982","Reykjavik, Iceland"
"Actor,Producer",no awards no nominations,"Mr. Iglesias,Sons of Anarchy,Traffic,Heaven Is for Real",(1.71 m,"August 18, 1971","Michoacan, Mexico"
"Actor,Soundtrack",no awards no nominations,"Anna Karenina,The Titan,Marrowbone,You, Me and the Apocalypse",(1.78 m,"July 1, 1983","Bridgeport, Connecticut, USA"
"Actor,Writer,Soundtrack",no awards no nominations,"Frasier,A Bug's Life,Wet Hot American Summer,Down with Love",(1.77 m,"April 3, 1959","Saratoga Springs, New York, USA"
"Actress,Director,Writer",no awards no nominations,"Game of Thrones,Philomena,In the Heart of the Sea,Nobody Has to Know",1.65 m,"July 11, 1963","Coleraine, County Londonderry, Northern Ireland, UK"
"Actor,Director,Producer",no awards no nominations,"Last Man Standing,Big Kill,Ghost Whisperer,Faith Based",(1.80 m,"April 21, 1988","Hendersonville, North Carolina, USA"
Actress,no awards no nominations,"Blockers,Emo the Musical,Janet King,Big Bad World",1.68 m,"June 20, 1995","Newcastle, New South Wales, Australia"
"Actor,Writer,Soundtrack",no awards no nominations,"The Bridge on the River Kwai,Star Wars,Kind Hearts and Coronets,The Horse's Mouth",(1.76 m,"April 2, 1914","Marylebone, London, England, UK"
