id_,names,worked_as,famous_movies,height,dob,birthplace,place  ,subcity,city   ,county ,state  ,country
nm0877430,Bree Turner,"Actress,Additional Crew","Grimm,The Ugly Truth,Smashed,Just My Luck",1.73,"March 10, 1977","Palo Alto, California, USA",Not Available,Not Available,Palo Alto,Not Available,California,USA
nm0326040,Akiva Goldsman,"Producer,Writer,Director","A Beautiful Mind,Batman & Robin,Star Trek: Strange New Worlds,Cinderella Man",1.73,"July 7, 1962","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm5153709,Ariana Guerra,Actress,"Helstrom,Candy Jar,Five Feet Apart,Raising Dion",1.73,"July 7, 1962","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm4746399,Jung So-Min,Actress,"Alchemy of Souls,Ibeon Saengeun Cheoeumira,Father Is Strange,Project Wolf Hunting",1.73,"July 7, 1962","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm0000459,Timothy Hutton,"Actor,Producer,Director","Ordinary People,Leverage,The Good Shepherd,Beautiful Girls",3.0,"August 16, 1960","Malibu, California, USA",Not Available,Not Available,Malibu,Not Available,California,USA
nm0265670,Frankie Faison,"Actor,Soundtrack","Coming to America,Heatwave,The Thomas Crown Affair,White Chicks",1.88,"June 10, 1949","Newport News, Virginia, USA",Not Available,Not Available,Newport News,Not Available,Virginia,USA
nm7359071,Ewan Mitchell,Actor,"High Life,House of the Dragon,The Last Kingdom,The Halcyon",1.77,1997,"Derby, Derbyshire, England, UK",Derby,Not Available,Derbyshire,Not Available,England,UK
nm1779870,Brit Marling,"Producer,Actress,Writer","Another Earth,Sound of My Voice,The East,The OA",1.73,"August 7, 1982","Chicago, Illinois, USA",Not Available,Not Available,Chicago,Not Available,Illinois,USA
nm0206259,Roxann Dawson,"Actress,Director,Producer","Breakthrough,The Americans,House of Cards,Mercy Street",1.65,September 11,"Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm0005266,Craig T. Nelson,"Actor,Producer,Director","Coach,The Incredibles,Poltergeist,The Family Stone",1.92,"April 4, 1944","Spokane, Washington, USA",Not Available,Not Available,Spokane,Not Available,Washington,USA
nm0005152,Peggy Lipton,"Actress,Soundtrack","Twin Peaks,The Mod Squad,The Postman,Twin Peaks: Fire Walk with Me",1.68,"August 30, 1946","Manhattan, New York City, New York, USA",Manhattan,Not Available,New York City,Not Available,New York,USA
nm1185753,Maribeth Monroe,"Actress,Soundtrack","Workaholics,The Good Place,The Brink,Bob Hearts Abishola",1.67,"March 25, 1978","Michigan, USA",Not Available,Not Available,Not available,Not Available,Michigan,USA
nm0298807,Antoine Fuqua,"Producer,Director,Actor","Training Day,The Magnificent Seven,The Equalizer,Southpaw",3.0,"May 30, 1965","Pittsburgh, Pennsylvania, USA",Not Available,Not Available,Pittsburgh,Not Available,Pennsylvania,USA
nm0001182,Carmen Electra,"Actress,Producer,Additional Crew","Scary Movie 4,Meet the Spartans,Scary Movie,Epic Movie",1.59,"April 20, 1972","Sharonville, Ohio, USA",Not Available,Not Available,Sharonville,Not Available,Ohio,USA
nm2476148,Domino Kirke,"Actress,Soundtrack","Angels Crest,The Missing Person,Coven,Green Umbrella",1.59,1987,"London, England, UK",Not Available,Not Available,London,Not Available,England,UK
nm7299297,Lara Silva,Actress,"Dynasty,The Chosen,Queen of the South,Blue Ridge",1.59,"December 31, 1989","Minas Gerais, Brazil",Not Available,Not Available,Not available,Not Available,Minas Gerais,Brazil
nm1540404,Max Minghella,"Actor,Producer,Writer","The Handmaid's Tale,Spiral: From the Book of Saw,The Social Network,The Ides of March",1.78,"September 16, 1985","Hampstead, London, England, UK",Hampstead,Not Available,London,Not Available,England,UK
nm0611932,Peter Mullan,"Actor,Director,Writer","The Magdalene Sisters,Tyrannosaur,Children of Men,War Horse",1.73,"November 2, 1959","Peterhead, Scotland, UK",Not Available,Not Available,Peterhead,Not Available,Scotland,UK
nm0161133,Jeon Do-yeon,Actress,"Hanyo,Neoneun nae unmyeong,Milyang,Emergency Declaration",1.65,"February 11, 1973","Seoul, South Korea",Not Available,Not Available,Not available,Not Available,Seoul,South Korea
nm6161516,Camila Mendes,"Actress,Producer,Soundtrack","Riverdale,Palm Springs,Dangerous Lies,The New Romantic",1.58,"June 29, 1994","Charlottesville, Virginia, USA",Not Available,Not Available,Charlottesville,Not Available,Virginia,USA
nm4198889,Cassady McClincy,"Actress,Additional Crew","The Walking Dead,Ozark,Love, Simon,Castle Rock",1.72,September 1,"Ohio, USA",Not Available,Not Available,Not available,Not Available,Ohio,USA
nm7186321,Lia McHugh,"Actress,Soundtrack","The Eternals,The Lodge,American Woman,Into the Dark",1.72,"November 18, 2005","Pittsburgh, Pennsylvania, USA",Not Available,Not Available,Pittsburgh,Not Available,Pennsylvania,USA
nm0001522,Roddy McDowall,"Actor,Producer,Director","Fright Night,Cleopatra,Conquest of the Planet of the Apes,Yli Laidan",1.75,"September 17, 1928","Herne Hill, London, England, UK",Herne Hill,Not Available,London,Not Available,England,UK
nm1182008,Kathleen Munroe,"Actress,Director,Writer","Patriot,Strangers,Call Me Fitz,Elsewhere",1.65,April 9,"Hamilton, Ontario, Canada",Not Available,Not Available,Hamilton,Not Available,Ontario,Canada
nm3501146,Grace Gummer,Actress,"Frances Ha,The Homesman,Larry Crowne,The House of the Spirits",1.7,"May 9, 1986","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm0821836,Lauren Stamile,Actress,"Burn Notice,Behind the Camera: The Unauthorized Story of 'Charlie's Angels',Grey's Anatomy,Cold Case",1.74,"September 12, 1976","Tulsa, Oklahoma, USA",Not Available,Not Available,Tulsa,Not Available,Oklahoma,USA
nm0000634,Peter Sellers,"Actor,Writer,Director","Mr. Chance,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,The Return of the Pink Panther,The Pink Panther Strikes Again",1.73,"September 8, 1925","Southsea, Hampshire, England, UK",Southsea,Not Available,Hampshire,Not Available,England,UK
nm2236560,Mozhan Marnò,"Actress,Writer,Director","The Blacklist,House of Cards,A Girl Walks Home Alone at Night",1.77,"May 3, 1980","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm0000348,Tony Curtis,"Actor,Producer,Soundtrack","Some Like It Hot,Sweet Smell of Success,The Persuaders!,Spartacus",1.75,"June 3, 1925","Manhattan, New York City, New York, USA",Manhattan,Not Available,New York City,Not Available,New York,USA
nm0000682,Paul Verhoeven,"Director,Producer,Writer","RoboCop,Zwartboek,Elle,Hollow Man",1.73,"July 18, 1938","Amsterdam, Noord-Holland, Netherlands",Not Available,Not Available,Amsterdam,Not Available,Noord-Holland,Netherlands
nm2202521,Madison Pettis,"Actress,Additional Crew,Soundtrack","The Game Plan,Five Points,American Pie Presents: Girls' Rules,Seven Pounds",1.6,"July 22, 1998","Arlington, Texas, USA",Not Available,Not Available,Arlington,Not Available,Texas,USA
nm0253035,Ron Eldard,"Actor,Soundtrack","Super 8,Deep Impact,Black Hawk Down,Drop Dead Fred",1.78,"February 20, 1965","Long Island, New York, USA",Not Available,Not Available,Long Island,Not Available,New York,USA
nm0000061,Tyrone Power,"Actor,Producer,Soundtrack","Witness for the Prosecution,The Eagle also Fly,Rawhide,The Black Rose",1.8,"May 5, 1914","Cincinnati, Ohio, USA",Not Available,Not Available,Cincinnati,Not Available,Ohio,USA
nm0306201,Jorge Garcia,"Actor,Producer,Writer","Lost,The Wedding Ringer,Cooties,The Ridiculous 6",3.0,"April 28, 1973","Omaha, Nebraska, USA",Not Available,Not Available,Omaha,Not Available,Nebraska,USA
nm4110566,Armani Jackson,"Actor,Producer,Soundtrack","Wolf Pack,Honor Society,Palm Trees and Power Lines",1.8,"October 25, 2003","Madison, Wisconsin, USA",Not Available,Not Available,Madison,Not Available,Wisconsin,USA
nm0744834,Eli Roth,"Producer,Actor,Writer","Cabin Fever,Inglourious Basterds,Grindhouse,Hostel",3.0,"April 18, 1972","Boston, Massachusetts, USA",Not Available,Not Available,Boston,Not Available,Massachusetts,USA
nm5623883,Phillipa Soo,"Actress,Additional Crew,Soundtrack","Hamilton,Tick, Tick... Boom!,Over the Moon,Moana",1.71,"May 31, 1990","Libertyville, Illinois, USA",Not Available,Not Available,Libertyville,Not Available,Illinois,USA
nm0047248,Eion Bailey,"Actor,Producer,Director","Band of Brothers,Ray Donovan,Once Upon a Time,Fight Club",1.79,"June 8, 1976","Santa Ynez Valley, California, USA",Not Available,Not Available,Santa Ynez Valley,Not Available,California,USA
nm0690754,Melissa Ponzio,Actress,"Chicago Fire,Teen Wolf,The Walking Dead,Thunder Force",1.68,August 3,"New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm0164809,Jason Clarke,"Actor,Producer","Zero Dark Thirty,Mudbound,Terminator Genisys,Everest",1.85,"July 17, 1969","Winton, Queensland, Australia",Not Available,Not Available,Winton,Not Available,Queensland,Australia
nm0808376,Gregory Smith,"Actor,Director,Producer","Everwood,The Patriot,Rookie Blue,Superman and Lois",1.79,"July 6, 1983","Toronto, Ontario, Canada",Not Available,Not Available,Toronto,Not Available,Ontario,Canada
nm0617042,Mark Mylod,"Director,Producer,Additional Crew","Succession,Game of Thrones,Shameless,The Affair",1.79,"July 6, 1983","Toronto, Ontario, Canada",Not Available,Not Available,Toronto,Not Available,Ontario,Canada
nm0050156,Eric Balfour,"Actor,Producer,Director","The Offer,Country Comfort,Six Feet Under,24",1.88,"April 24, 1977","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm4625502,Oakes Fegley,Actor,"Pete's Dragon,Wonderstruck,The Fabelmans,This Is Where I Leave You",1.73,"April 24, 1977","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm4218810,Melia Kreiling,Actress,"Guardians of the Galaxy,Tyrant,The Borgias,Suspension of Disbelief",1.7,"October 6, 1990","Geneva, Switzerland",Not Available,Not Available,Not available,Not Available,Geneva,Switzerland
nm0001583,Jerry Orbach,"Actor,Soundtrack","Law & Order,Beauty and the Beast,Dirty Dancing,Universal Soldier",1.86,"October 20, 1935","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm1357683,Rita Ora,"Music Artist,Actress,Composer","Fifty Shades of Grey,Fifty Shades Freed,Pokémon: Detective Pikachu,Fifty Shades Darker",1.68,"November 26, 1990","Pristina, Serbia, Yugoslavia [now Serbia]",Not Available,Not Available,Pristina,Not Available,Serbia,Yugoslavia [now Serbia]
nm0001364,Bob Hoskins,"Actor,Director,Producer","The Long Good Friday,Who Framed Roger Rabbit,Mona Lisa,Super Mario Bros.",1.63,"October 26, 1942","Bury St. Edmunds, Suffolk, England, UK",Bury St. Edmunds,Not Available,Suffolk,Not Available,England,UK
nm0089456,Marc Blucas,"Actor,Producer,Writer","Knight and Day,Underground,Buffy the Vampire Slayer",1.88,"January 11, 1972","Butler, Pennsylvania, USA",Not Available,Not Available,Butler,Not Available,Pennsylvania,USA
nm7906702,Micheal Ward,Actor,"Top Boy,Blue Story,Dev's Diary,The a List",1.88,"November 18, 1997","Spanish Town, Jamaica",Not Available,Not Available,Not available,Not Available,Spanish Town,Jamaica
nm0694619,Stefanie Powers,"Actress,Producer,Writer","Hart to Hart,The Girl from U.N.C.L.E.,McLintock!,Herbie Rides Again",1.69,November 2,"Hollywood, Los Angeles, California, USA",Hollywood,Not Available,Los Angeles,Not Available,California,USA
nm1466221,Chelsea Kane,"Actress,Soundtrack","Bratz,Baby Daddy,Minutemen,Jonas",1.68,"September 15, 1988","Phoenix, Arizona, USA",Not Available,Not Available,Phoenix,Not Available,Arizona,USA
nm0656335,Sam Page,Actor,"Mad Men,The Bold Type,House of Cards,Unbreakable Kimmy Schmidt",3.0,"November 5, 1976","Whitefish Bay, Wisconsin, USA",Not Available,Not Available,Whitefish Bay,Not Available,Wisconsin,USA
nm1616349,Dave Annable,"Actor,Soundtrack","What's Your Number?,Brothers & Sisters,Little Black Book,666 Park Avenue",1.78,"September 15, 1979","Suffern, New York, USA",Not Available,Not Available,Suffern,Not Available,New York,USA
nm0175814,Frances Conroy,"Actress,Soundtrack","Six Feet Under,Joker,The Aviator,Shelter",1.7,"March 15, 1953","Monroe, Georgia, USA",Not Available,Not Available,Monroe,Not Available,Georgia,USA
nm7214498,Halsey,"Music Artist,Actress,Composer","The Chainsmokers feat. Halsey: Closer,The Huntsman: Winter's War,If I Can't Have Love, I Want Power,Nerve",1.63,"September 29, 1994","Edison, New Jersey, USA",Not Available,Not Available,Edison,Not Available,New Jersey,USA
nm3128226,Laëtitia Eïdo,"Actress,Writer,Art Department","Fauda,Liaison,Dirty Angels,Citadel",1.74,"October 25, 1985",France,Not Available,Not Available,Not available,Not Available,Not Available,France
nm0000936,Martine Beswick,"Actress,Additional Crew,Soundtrack","Thunderball,From Russia with Love,Dr Jekyll & Sister Hyde,Quién sabe?",1.69,"September 26, 1941","Port Antonio, Jamaica",Not Available,Not Available,Not available,Not Available,Port Antonio,Jamaica
nm1160472,Rossif Sutherland,"Actor,Composer,Producer","River,Possessor,Hyena Road,Reign",1.96,"September 25, 1978","Vancouver, Canada",Not Available,Not Available,Not available,Not Available,Vancouver,Canada
nm0001409,Tchéky Karyo,"Actor,Soundtrack","La Femme Nikita,The Core,The Patriot,Kiss of the Dragon",1.8,"October 4, 1953","Istanbul, Turkey",Not Available,Not Available,Not available,Not Available,Istanbul,Turkey
nm1304328,Yvette Nicole Brown,"Actress,Producer,Writer","Community,Avengers: Endgame,Repo Men,Pound Puppies",1.55,August 12,"East Cleveland, Ohio, USA",Not Available,Not Available,East Cleveland,Not Available,Ohio,USA
nm3990845,Lisa O'Hare,"Actress,Soundtrack","New Amsterdam,Castle,The Closer,Undercovers",1.55,"November 12, 1983","Morecambe, Lancashire, England, UK",Morecambe,Not Available,Lancashire,Not Available,England,UK
nm1406239,Warren Christie,"Actor,Producer","Apollo 18,Alphas,This Means War,The Most Wonderful Time of the Year",1.87,"November 4, 1975","Belfast, Northern Ireland, UK",Not Available,Not Available,Belfast,Not Available,Northern Ireland,UK
nm2314596,Maia Mitchell,"Actress,Producer,Soundtrack","Teen Beach 2,The Last Summer,The Fosters,Teen Beach Movie",1.68,"August 18, 1993","Lismore, New South Wales, Australia",Not Available,Not Available,Lismore,Not Available,New South Wales,Australia
nm0550577,Jean Marsh,"Actress,Writer,Additional Crew","Willow,Frenzy,Upstairs, Downstairs,Return to Oz",1.68,"July 1, 1934","Stoke Newington, London, England, UK",Stoke Newington,Not Available,London,Not Available,England,UK
nm0001076,Joan Crawford,"Actress,Writer,Producer","What Ever Happened to Baby Jane?,Mildred Pierce,The Damned Don't Cry,Torch Song",1.6,"March 23, 1905","San Antonio, Texas, USA",Not Available,Not Available,San Antonio,Not Available,Texas,USA
nm0769446,Wendy Schaal,"Actress,Additional Crew,Script and Continuity Department","Innerspace,The 'Burbs,*batteries not included,American Dad!",1.65,"July 2, 1954","Chicago, Illinois, USA",Not Available,Not Available,Chicago,Not Available,Illinois,USA
nm0004149,Bo Svenson,"Actor,Writer,Producer","Inglourious Basterds,Kill Bill: Vol. 2,Final Chapter: Walking Tall,North Dallas Forty",1.97,"February 13, 1941","Gothenburg, Västra Götalands län, Sweden",Not Available,Not Available,Gothenburg,Not Available,Västra Götalands län,Sweden
nm6569232,Ashlei Sharpe Chestnut,Actress,"Star Trek: Picard,Cruel Summer,The Good Fight,Homeland",1.68,August 9,"Gainesville, Florida, USA",Not Available,Not Available,Gainesville,Not Available,Florida,USA
nm5130799,Rudy Mancuso,"Actor,Director,Editor","Rim of the World,A Celebration of the Music from Coco,The Flash,The Keys of Christmas",1.68,August 9,"Gainesville, Florida, USA",Not Available,Not Available,Gainesville,Not Available,Florida,USA
nm0641244,David O'Hara,"Actor,Producer","Braveheart,Doomsday,Cowboys & Aliens,Wanted",1.78,"July 9, 1965","Glasgow, Scotland, UK",Not Available,Not Available,Glasgow,Not Available,Scotland,UK
nm6292935,Andrene Ward-Hammond,Actress,"Loving,The Lovebirds,Project Power,Instant Family",1.68,April 5,"Brooklyn, New York City, New York, USA",Brooklyn,Not Available,New York City,Not Available,New York,USA
nm6185683,Emily Rudd,Actress,"One Piece,Fear Street: Part Two - 1978,Hunters,The Romanoffs",1.65,"February 24, 1993","Hennepin, Minnesota, USA",Not Available,Not Available,Hennepin,Not Available,Minnesota,USA
nm7340546,Eliza Scanlen,"Actress,Director,Writer","Little Women,Sharp Objects,Babyteeth,The Devil All the Time",1.62,"January 6, 1999","Sydney, New South Wales, Australia",Not Available,Not Available,Sydney,Not Available,New South Wales,Australia
nm7424466,Callum Woodhouse,"Actor,Director,Writer","B&B,The Hoist,The Durrells,Cold Feet",1.62,"January 7, 1994","Durham, England",Not Available,Not Available,Not available,Not Available,Durham,England
nm0829252,Catherine Mary Stewart,"Actress,Stunts,Soundtrack","The Last Starfighter,Weekend at Bernie's,Night of the Comet,The Apple",1.67,"April 22, 1959","Edmonton, Alberta, Canada",Not Available,Not Available,Edmonton,Not Available,Alberta,Canada
nm0486277,A.J. Langer,Actress,"My So-Called Life,The People Under the Stairs,Escape from L.A.,Baywatch",1.55,"May 22, 1974","Columbus, Ohio, USA",Not Available,Not Available,Columbus,Not Available,Ohio,USA
nm0084105,Kelly Bishop,"Actress,Soundtrack","Gilmore Girls,Dirty Dancing,Wonder Boys,Friends with Kids",1.68,"February 28, 1944","Colorado Springs, Colorado, USA",Not Available,Not Available,Colorado Springs,Not Available,Colorado,USA
nm0001624,Oliver Platt,"Actor,Producer","The Three Musketeers,Lake Placid,2012,Bicentennial Man",1.92,"January 12, 1960","Windsor, Ontario, Canada",Not Available,Not Available,Windsor,Not Available,Ontario,Canada
nm1935292,Allison Miller,"Actress,Director,Producer","A Million Little Things,13 Reasons Why,17 Again,Terra Nova",1.57,September 2,"Rome, Lazio, Italy",Not Available,Not Available,Rome,Not Available,Lazio,Italy
nm10228854,Aimee Lou Wood,Actress,"Living,Sex Education,On the Edge,The Electrical Life of Louis Wain",1.7,"February 3, 1995","Stockport, Greater Manchester, England, UK",Stockport,Not Available,Greater Manchester,Not Available,England,UK
nm0552863,Pamela Sue Martin,"Actress,Writer,Producer","The Poseidon Adventure,Dynasty,Torchlight,The Lady in Red",1.73,"January 5, 1953","Westport, Connecticut, USA",Not Available,Not Available,Westport,Not Available,Connecticut,USA
nm0001058,Joan Collins,"Actress,Producer,Costume and Wardrobe Department","Dynasty,The Flintstones in Viva Rock Vegas,Esther and the King,Empire of the Ants",1.68,"May 23, 1933","Paddington, London, England, UK",Paddington,Not Available,London,Not Available,England,UK
nm9559545,Bad Bunny,"Music Artist,Actor,Composer","Bullet Train,My Spy,Fast & Furious 9,Bad Bunny x Jhay Cortez: Dákiti",1.8,"March 10, 1994","Almirante Sur, Vega Baja, Puerto Rico",Not Available,Not Available,Almirante Sur,Not Available,Vega Baja,Puerto Rico
nm0860749,Susanna Thompson,Actress,"Malignant,Dragonfly,Once and Again,Star Trek: Voyager",1.7,"January 27, 1958","San Diego, California, USA",Not Available,Not Available,San Diego,Not Available,California,USA
nm0005189,Jason Marsden,"Actor,Producer,Director","Boy Meets World,A Goofy Movie,Full House,Hocus Pocus",1.55,"January 3, 1975","Providence, Rhode Island, USA",Not Available,Not Available,Providence,Not Available,Rhode Island,USA
nm4594069,Gideon Adlon,Actress,"Blockers,The Mustang",1.63,March 30,"Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm0000577,George Peppard,"Actor,Second Unit Director or Assistant Director,Director","Breakfast at Tiffany's,The Blue Max,The Carpetbaggers,The Groundstar Conspiracy",3.0,"October 1, 1928","Detroit, Michigan, USA",Not Available,Not Available,Detroit,Not Available,Michigan,USA
nm2000954,Hannah Marks,"Actress,Writer,Director","Turtles All the Way Down,Don't Make Me Go,After Everything,Dirk Gently's Holistic Detective Agency",1.6,April 13,"Santa Monica, California, USA",Not Available,Not Available,Santa Monica,Not Available,California,USA
nm3364779,Vanessa Bayer,"Actress,Writer,Producer","Trainwreck,Saturday Night Live,Office Christmas Party,Carrie Pilby",1.68,"November 14, 1981","Cleveland, Ohio, USA",Not Available,Not Available,Cleveland,Not Available,Ohio,USA
nm0005283,Jacqueline Obradors,"Actress,Soundtrack","Six Days Seven Nights,Atlantis: The Lost Empire,Tortilla Soup,NYPD Blue",1.65,October 6,"San Fernando Valley, California, USA",Not Available,Not Available,San Fernando Valley,Not Available,California,USA
nm0597853,Mark Monero,"Actor,Composer","Sid and Nancy,Free Fire,A Prayer for the Dying,Somers Town",1.65,1968,"London, England, UK",Not Available,Not Available,London,Not Available,England,UK
nm1787506,Charlotte Nicdao,"Actress,Music Department,Composer","Mythic Quest: Raven's Banquet,Please Like Me,Camp,Thor: Ragnarok",1.62,"August 14, 1991","Melbourne, Victoria, Australia",Not Available,Not Available,Melbourne,Not Available,Victoria,Australia
nm0003115,Christine Lakin,"Director,Actress,Producer","The Goldbergs,Schooled,Family Guy,Step by Step",1.55,"January 25, 1979","Dallas, Texas, USA",Not Available,Not Available,Dallas,Not Available,Texas,USA
nm0146536,Emma Caulfield Ford,"Actress,Producer,Writer","WandaVision,Fear the Walking Dead,Supergirl,Buffy the Vampire Slayer",1.65,"April 8, 1973","San Diego, California, USA",Not Available,Not Available,San Diego,Not Available,California,USA
nm0005085,Jamie Kennedy,"Actor,Writer,Producer","Son of the Mask,Scream 2,Malibu's Most Wanted,Romeo + Juliet",1.84,"May 25, 1970","Upper Darby, Pennsylvania, USA",Not Available,Not Available,Upper Darby,Not Available,Pennsylvania,USA
nm0000659,Barbra Streisand,"Music Artist,Actress,Producer","Yentl,Funny Girl,The Way We Were,The Mirror Has Two Faces",1.65,"April 24, 1942","Williamsburg, Brooklyn, New York City, New York, USA",Williamsburg, Brooklyn,New York City,Not Available,New York,USA
nm0587256,Vera Miles,"Actress,Soundtrack","The Man Who Shot Liberty Valance,Psycho,The Searchers,The Wrong Man",1.61,"August 23, 1929","Boise City, Oklahoma, USA",Not Available,Not Available,Boise City,Not Available,Oklahoma,USA
nm0001084,Ice Cube,"Music Artist,Actor,Producer","Friday,Boyz n the Hood,Ride Along,Next Friday",1.73,"June 15, 1969","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm0001884,Max von Sydow,"Actor,Additional Crew,Director","Flash Gordon,Det Sjunde Inseglet,Extremely Loud & Incredibly Close,Minority Report",1.93,"April 10, 1929","Lund, Skåne län, Sweden",Not Available,Not Available,Lund,Not Available,Skåne län,Sweden
nm0000893,Ed Begley Jr.,"Actor,Producer,Director","A Mighty Wind,Pineapple Express,Whatever Works,Best in Show",1.93,"September 16, 1949","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm0011038,Jane Adams,"Actress,Writer,Soundtrack","Happiness,Eternal Sunshine of the Spotless Mind,A Series of Unfortunate Events,The Anniversary Party",1.65,"April 1, 1965","Washington, District of Columbia, USA",Not Available,Not Available,Washington,Not Available,District of Columbia,USA
nm4448022,Lorenza Izzo,"Actress,Soundtrack","Knock Knock,Once Upon a Time... In Hollywood,Penny Dreadful: City of Angels,Life Itself",1.7,"September 19, 1989","Santiago de Chile, Metropolitan Region, Chile",Not Available,Not Available,Santiago de Chile,Not Available,Metropolitan Region,Chile
nm2836740,Danielle Campbell,Actress,"Tell Me a Story,The Originals,You Can Choose Your Family",1.6,"January 30, 1995","Hinsdale, Illinois, USA",Not Available,Not Available,Hinsdale,Not Available,Illinois,USA
nm1597260,Mircea Monroe,"Actress,Producer","Tekken,Dumbbells,The Ultimate Gift,Cellular",1.68,"March 11, 1982","St. Louis, Missouri, USA",Not Available,Not Available,St. Louis,Not Available,Missouri,USA
nm0000760,Richard Dean Anderson,"Actor,Producer,Executive","Stargate SG-1,MacGyver,Stargate: Atlantis,Stargate: Continuum",1.87,"January 23, 1950","Minneapolis, Minnesota, USA",Not Available,Not Available,Minneapolis,Not Available,Minnesota,USA
nm4862056,Niamh Algar,Actress,"Raised by Wolves,The Virtues,Pure,MotherFatherSon",1.7,"June 28, 1992","Mullingar, County Westmeath, Ireland",Not Available,Not Available,Mullingar,Not Available,County Westmeath,Ireland
nm0000698,Gene Wilder,"Actor,Writer,Director","Willy Wonka & the Chocolate Factory,Young Frankenstein,The Producers,See No Evil, Hear No Evil",1.79,"June 11, 1933","Milwaukee, Wisconsin, USA",Not Available,Not Available,Milwaukee,Not Available,Wisconsin,USA
nm1090644,Eric Millegan,"Actor,Soundtrack","Bones,The Phobic,Lady Peacock,Morning Glory",1.8,"August 25, 1974","Hackettstown, New Jersey, USA",Not Available,Not Available,Hackettstown,Not Available,New Jersey,USA
nm0000998,Jake Busey,"Actor,Producer,Music Department","Starship Troopers,The Frighteners,Stranger Things,L.A.'s Finest",1.91,"June 15, 1971","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm0910040,Harriet Walter,"Actress,Soundtrack","Sense and Sensibility,The Young Victoria,The Last Duel,Star Wars: The Force Awakens",1.73,"September 24, 1950","London, England, UK",Not Available,Not Available,London,Not Available,England,UK
nm2079733,Daniela Ruah,"Actress,Director,Soundtrack","NCIS: Los Angeles,Red Tails,A Espia,NCIS",1.73,"December 2, 1983","Boston, Massachusetts, USA",Not Available,Not Available,Boston,Not Available,Massachusetts,USA
nm0696387,Carrie Preston,"Actress,Director,Producer","Claws,The Good Wife,True Blood,To the Bone",1.63,"June 21, 1967","Macon, Georgia, USA",Not Available,Not Available,Macon,Not Available,Georgia,USA
nm0001100,Blythe Danner,"Actress,Soundtrack","Meet the Parents,The Last Kiss,Paul,Meet the Fockers",1.7,"February 3, 1943","Philadelphia, Pennsylvania, USA",Not Available,Not Available,Philadelphia,Not Available,Pennsylvania,USA
nm1821410,Chloe Bridges,Actress,"The Final Girls,Mike and Dave Need Wedding Dates,Camp Rock 2: The Final Jam,Game Over, Man!",1.66,"December 27, 1991","Thibodaux, Louisiana, USA",Not Available,Not Available,Thibodaux,Not Available,Louisiana,USA
nm0641939,Ryan O'Neal,"Actor,Producer,Soundtrack","Love Story,Barry Lyndon,Paper Moon,What's Up, Doc?",1.82,"April 20, 1941","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm0835393,Carel Struycken,"Actor,Writer,Editor","Men in Black,Addams Family Values,The Addams Family,Twin Peaks",3.0,"July 30, 1948","The Hague, Zuid-Holland, Netherlands",Not Available,Not Available,The Hague,Not Available,Zuid-Holland,Netherlands
nm0000039,Deborah Kerr,"Actress,Soundtrack","Anna and the King of Siam,From Here to Eternity,An Affair to Remember,Black Narcissus",1.68,"September 30, 1921","Hillhead, Glasgow, Scotland, UK",Hillhead,Not Available,Glasgow,Not Available,Scotland,UK
nm0005318,Carly Pope,"Actress,Producer,Writer","Elysium,Popular,The Collector,Orange County",1.68,August 28,"Vancouver, British Columbia, Canada",Not Available,Not Available,Vancouver,Not Available,British Columbia,Canada
nm0001879,Daphne Zuniga,"Actress,Producer,Director","One Tree Hill,Melrose Place,Spaceballs",1.73,"October 28, 1962","San Francisco, California, USA",Not Available,Not Available,San Francisco,Not Available,California,USA
nm0004710,Naveen Andrews,Actor,"Planet Terror,The English Patient,Lost,Diana",1.75,"January 17, 1969","London, England, UK",Not Available,Not Available,London,Not Available,England,UK
nm0001727,Robert Shaw,"Actor,Writer,Additional Crew","A Man for All Seasons,Jaws,The Sting,From Russia with Love",1.78,"August 9, 1927","Westhoughton, Lancashire, England, UK",Westhoughton,Not Available,Lancashire,Not Available,England,UK
nm1128780,Elizabeth Tulloch,"Actress,Location Management,Producer","The Artist,Concussion,Superman and Lois,Grimm",1.68,"January 19, 1981","San Diego, California, USA",Not Available,Not Available,San Diego,Not Available,California,USA
