id_,names,profession,worked_as,famous_for,famous_movies,height,dob,birthplace,img_link,profile_link
nm0425053,Eric Johnson,Actor,"Actor,Director,Producer",Pretty Little Liars: Original Sin,"Pretty Little Liars: Original Sin,Fifty Shades Darker,The Knick,Vikings",1.88 m,"August 7, 1979","Edmonton, Alberta, Canada","https://m.media-amazon.com/images/M/MV5BMjM3NTc2MDMxNV5BMl5BanBnXkFtZTgwNzIyNjIzMDI@._V1_UY209_CR76,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0425053
nm0001621,Bronson Pinchot,Actor,"Actor,Soundtrack",True Romance,"True Romance,Beverly Hills Cop,Beverly Hills Cop III,Risky Business",1.75 m,"May 20, 1959","New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMjA1Njg4MjgwOV5BMl5BanBnXkFtZTcwNzc2MjAzOA@@._V1_UY209_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001621
nm0819079,Jordana Spiro,Producer,"Actress,Producer,Director",Night Comes On,"Night Comes On,Skin,My Boys,The Goods: Live Hard, Sell Hard",1.70 m,"April 12, 1977","Manhattan, New York, USA","https://m.media-amazon.com/images/M/MV5BMTYxMTY1Mzk1OV5BMl5BanBnXkFtZTcwNDg0MDgyMQ@@._V1_UY209_CR86,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0819079
nm0453115,Taran Killam,Actor,"Actor,Writer,Producer",Killing Gunther,"Killing Gunther,Saturday Night Live,12 Years a Slave,Brother Nature",(1.84 m,"April 1, 1982","Culver City, California, USA","https://m.media-amazon.com/images/M/MV5BMWM5YTFhNzEtMGIyYy00ZTZiLThmYTctNWYyZDQ0MzRlNjVhXkEyXkFqcGdeQXVyMTU5MjkwMw@@._V1_UY209_CR4,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0453115
nm0001507,Cheech Marin,Actor,"Actor,Writer,Producer",Born in East L.A.,"Born in East L.A.,Tin Cup,Up in Smoke,From Dusk Till Dawn",1.68 m,"July 13, 1946","Los Angeles, California, USA","https://m.media-amazon.com/images/M/MV5BMTQyODU1ODEzOF5BMl5BanBnXkFtZTYwMzkwODY1._V1_UY209_CR2,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001507
nm0189220,Marcia Cross,Actress,Actress,Desperate Housewives,"Desperate Housewives,Everwood,Quantico,This Close",(1.74 m,"March 25, 1962","Marlborough, Massachusetts, USA","https://m.media-amazon.com/images/M/MV5BMjA2ODcwMTc3M15BMl5BanBnXkFtZTcwMjc1NTc3Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0189220
nm5304426,Poppy Corby-Tuech,Actress,Actress,Fantastic Beasts: The Crimes of Grindelwald,"Fantastic Beasts: The Crimes of Grindelwald,Harlots,This Is England '90,Youth",(1.74 m,"March 25, 1962","Marlborough, Massachusetts, USA","https://m.media-amazon.com/images/M/MV5BYzUxOGI2N2EtZDJkOS00YzhhLWE1NTItNjhkNGFiMDlmNzAzXkEyXkFqcGdeQXVyMzgwOTUxODU@._V1_UY209_CR80,0,140,209_AL_.jpg",https://www.imdb.com/name/nm5304426
nm0001434,Kris Kristofferson,Actor,"Music Artist,Actor,Composer",Blade,"Blade,Blade II,Payback,A Star Is Born",(1.78 m,"June 22, 1936","Brownsville, Texas, USA","https://m.media-amazon.com/images/M/MV5BODM4NDY5MTYyMl5BMl5BanBnXkFtZTYwNjg1ODE2._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001434
nm0000462,Kate Jackson,Actress,"Actress,Producer,Director",Scarecrow and Mrs. King,"Scarecrow and Mrs. King,Charlie's Angels,Making Love,Dark Shadows",(1.77 m,"October 29, 1948","Birmingham, Alabama, USA","https://m.media-amazon.com/images/M/MV5BMjEyNzE2OTE1NV5BMl5BanBnXkFtZTYwMTg1ODI2._V1_UY209_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000462
nm0747420,Andre Royo,Actor,"Actor,Producer,Writer",The Spectacular Now,"The Spectacular Now,The Collection,Super,Would You Rather",1.70 m,"July 18, 1968","Bronx, New York, USA","https://m.media-amazon.com/images/M/MV5BMjM4MDMwNTMzNF5BMl5BanBnXkFtZTgwOTI0ODAxNjE@._V1_UY209_CR34,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0747420
nm0434223,Jane Kaczmarek,Actress,"Actress,Soundtrack",Malcolm in the Middle,"Pleasantville,Malcolm in the Middle,Chips,Uncommon Valour",(1.69 m,"December 21, 1955","Milwaukee, Wisconsin, USA","https://m.media-amazon.com/images/M/MV5BMTM1NTkwMzkxM15BMl5BanBnXkFtZTYwODEwNjUz._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0434223
nm0182345,David Costabile,Actor,"Actor,Writer,Director",Lincoln,"Lincoln,Billions,Breaking Bad",1.75 m,"January 9, 1967","Washington, District of Columbia, USA","https://m.media-amazon.com/images/M/MV5BMTU2NTg3MjE0OV5BMl5BanBnXkFtZTcwNDE4NDE1Mg@@._V1_UY209_CR11,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0182345
nm1013003,Michael Ealy,Actor,"Actor,Producer",Barbershop,"Barbershop,Takers,Think Like a Man,2 Fast 2 Furious",(1.78 m,"August 3, 1973","Silver Spring, Maryland, USA","https://m.media-amazon.com/images/M/MV5BYTM5Y2FiZDAtYmZmMy00YzgwLThhMTMtODcxYjhmOGJhZjVlXkEyXkFqcGdeQXVyODUxMTM4Mzc@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1013003
nm1416215,Demi Lovato,Soundtrack,"Music Artist,Actress,Music Department",Camp Rock,"Camp Rock,Sonny with a Chance,Princess Protection Program,Grey's Anatomy",1.60 m,"August 20, 1992","Albuquerque, New Mexico, USA","https://m.media-amazon.com/images/M/MV5BNzMxNDQ3NTEwN15BMl5BanBnXkFtZTcwNDM5NjM0Mg@@._V1_UY209_CR6,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1416215
nm8492984,Danielle Pinnock,Actress,"Actress,Soundtrack",Ghosts,"Ghosts,Young Sheldon,Tell It Like a Woman,This Is Us",1.65 m,"May 11, 1988","Boston, Massachusetts, USA","https://m.media-amazon.com/images/M/MV5BYTRiYTViMGYtZmVkNi00MWEzLWI1ZjEtNDBmY2VmN2ZhNWZmXkEyXkFqcGdeQXVyMTk5MDgzNTI@._V1_UY209_CR14,0,140,209_AL_.jpg",https://www.imdb.com/name/nm8492984
nm1734700,Nelsan Ellis,Actor,"Actor,Producer,Writer",The Butler,"The Butler,True Blood,The Stanford Prison Experiment,Secretariat",(1.76 m,"November 30, 1977","Harvey, Illinois, USA","https://m.media-amazon.com/images/M/MV5BMjA1ODI2NDI5MV5BMl5BanBnXkFtZTcwNDY4NDk0Mg@@._V1_UY209_CR5,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1734700
nm0680645,Michelle Phillips,Actress,"Actress,Composer,Soundtrack",Knots Landing,"Knots Landing,Dillinger,Hotel Artemis,Valentino",1.70 m,"June 4, 1944","Long Beach, California, USA","https://m.media-amazon.com/images/M/MV5BMTc3OTc0MDg2N15BMl5BanBnXkFtZTYwMTE4NzYz._V1_UY209_CR2,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0680645
nm0568603,Geraldine McEwan,Actress,"Actress,Soundtrack",The Magdalene Sisters,"The Magdalene Sisters,Robin Hood: Prince of Thieves,Henry V,The Love Letter",1.65 m,"May 9, 1932","Old Windsor, Berkshire, England, UK","https://m.media-amazon.com/images/M/MV5BMTQzODA5MzQyMV5BMl5BanBnXkFtZTgwMDMyNDkyNDE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0568603
nm3813248,Mina Sundwall,Actress,"Actress,Director,Producer",Lost in Space,"Lost in Space,Legends of Tomorrow,#Horror,Maggie's Plan",1.68 m,"October 23, 2001","New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BZjA0ZGNhMzYtY2U2OC00NTkxLWE2ZjQtMjQ2YmVlOWY5YjkyXkEyXkFqcGdeQXVyMzI5OTgyOTQ@._V1_UY209_CR29,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3813248
nm4478322,Kate Upton,Actress,Actress,The Other Woman,"The Other Woman,The Layover,The Three Stooges,Tower Heist",(1.78 m,"June 10, 1992","St. Joseph, Michigan, USA","https://m.media-amazon.com/images/M/MV5BMTk3MTA2ODQ1MF5BMl5BanBnXkFtZTcwMjkwMDYxNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm4478322
nm1746980,Michael Cassidy,Actor,"Actor,Producer",Zoom,"Zoom,Batman v Superman: Dawn of Justice,The O.C.,Army of the Dead",3 m,"March 20, 1983","Portland, Oregon, USA","https://m.media-amazon.com/images/M/MV5BNTU2NTAzMTcwOF5BMl5BanBnXkFtZTgwNjc1MzkzNzE@._V1_UY209_CR6,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1746980
nm0322182,Matthew Glave,Actor,Actor,The Wedding Singer,"The Wedding Singer,Argo,Girlfriends' Guide to Divorce,Angie Tribeca",(1.80 m,"August 19, 1963","Saginaw, Michigan, USA","https://m.media-amazon.com/images/M/MV5BNjI3NDM5OTQtOGVmOS00NmNlLTkzOWItZjYzNzkwZGI2YzIyXkEyXkFqcGdeQXVyNzk5NjUyMA@@._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0322182
nm0001859,Shelley Winters,Actress,"Actress,Producer,Soundtrack",The Poseidon Adventure,"The Poseidon Adventure,Lolita,A Patch of Blue,The Night of the Hunter",1.63 m,"August 18, 1920","St. Louis, Missouri, USA","https://m.media-amazon.com/images/M/MV5BMjExNjMzNjQ3MF5BMl5BanBnXkFtZTYwMzcxMDI2._V1_UY209_CR11,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001859
nm0606584,Haviland Morris,Actress,Actress,Sixteen Candles,"Sixteen Candles,Home Alone 3,Gremlins 2,Max Payne",1.70 m,"September 14, 1959","New Jersey, USA","https://m.media-amazon.com/images/M/MV5BMjI3MzM2NjI2M15BMl5BanBnXkFtZTcwODkzNTUwOA@@._V1_UY209_CR9,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0606584
nm0002067,Linda Evans,Actress,"Actress,Soundtrack",Dynasty,"Dynasty,The Big Valley,Hell's Kitchen,The 12th Annual People's Choice Awards",1.73 m,"November 18, 1942","Hartford, Connecticut, USA","https://m.media-amazon.com/images/M/MV5BNDRkYTE4NzgtM2FhMC00ZTg3LWJmYjctY2Y2MDNlNzFjMjA1XkEyXkFqcGdeQXVyMTA4MDg3OTIw._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0002067
nm0184965,Christina Cox,Actress,"Actress,Producer,Stunts",The Chronicles of Riddick,"The Chronicles of Riddick,Elysium,F/X: The Series,Better Than Chocolate",1.68 m,"July 31, 1971","Toronto, Ontario, Canada","https://m.media-amazon.com/images/M/MV5BOWZkOWFhMzUtOTUwZS00NTJkLWEyN2ItMTYxMzcxYmVlYzk1XkEyXkFqcGdeQXVyODMwMjYzNDE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0184965
nm0000628,Johnathon Schaech,Actor,"Actor,Writer,Producer",Blue Ridge,"Blue Ridge,Prom Night,Houdini,That Thing You Do!",(1.80 m,"September 10, 1969","Edgewood, Maryland, USA","https://m.media-amazon.com/images/M/MV5BNTA3ZWFkNjgtZjA4Mi00NTZlLWIyZjgtOTZiYThjYmEyNGJlXkEyXkFqcGdeQXVyMjA2MTQxMA@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000628
nm0072344,Abraham Benrubi,Actor,"Actor,Soundtrack",Christmas Bloody Christmas,"Christmas Bloody Christmas,Parker Lewis Can't Lose,ER,Open Range",2.01 m,"October 4, 1969","Indianapolis, Indiana, USA","https://m.media-amazon.com/images/M/MV5BNDAzOTAzYzctM2NjNC00MTBjLWEwMjEtZGU1ZmU1MGE4NDhiXkEyXkFqcGdeQXVyMzk5MTcxMg@@._V1_UY209_CR89,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0072344
nm6678333,Benjamin Levy Aguilar,Actor,"Actor,Writer,Stunts",Filthy Rich,Filthy Rich,1.75 m,"October 4, 1969","Indianapolis, Indiana, USA","https://m.media-amazon.com/images/M/MV5BNzQ0MTVjOGMtMDNiZC00NjAzLWJlMmUtYTY5Mjk2YzE3YWQ4XkEyXkFqcGdeQXVyMTE1MjY5MDUx._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm6678333
nm0308606,Willie Garson,Actor,"Actor,Director,Producer",White Collar,"White Collar,Sex and the City,Hawaii Five-0",1.73 m,"February 20, 1964","Highland Park, New Jersey, USA","https://m.media-amazon.com/images/M/MV5BZmYwMGJhZGYtMWNjZC00YTc3LTg1OGItODkxYmJhN2Y0YTRhXkEyXkFqcGdeQXVyNjEzNDYzOTY@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0308606
nm2686957,Emily Cox,Actress,Actress,The Last Kingdom,"The Last Kingdom,Jerks,Die Vaterlosen,Dutschke",1.73 m,"February 23, 1985","Vienna, Austria","https://m.media-amazon.com/images/M/MV5BNmE1YWFlNDAtMDJmMy00ODU2LWE2NGEtY2I0ZjAzYTNkZDVkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2686957
nm2292661,Zoe Margaret Colletti,Actress,"Actress,Soundtrack",Scary Stories to Tell in the Dark,"Scary Stories to Tell in the Dark,Annie,The Lego Ninjago Movie,Wildlife",1.73 m,"November 27, 2001",United States,"https://m.media-amazon.com/images/M/MV5BOWM0ZmNiY2QtMmIwYy00NzU2LWE5ZjQtYzg2MTdhY2M3Y2JlXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2292661
nm0001388,Amy Irving,Actress,"Actress,Producer,Music Department",Traffic,"Traffic,Carrie,Adam,Crossing Delancey",1.63 m,"September 10, 1953","Palo Alto, California, USA","https://m.media-amazon.com/images/M/MV5BMTMyNjMxMjgwMF5BMl5BanBnXkFtZTcwNzE0MzQ3Mg@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001388
nm0001674,Chris Rock,Actor,"Producer,Actor,Writer",Top Five,"Top Five,The Longest Yard,Head of State,Madagascar",(1.78 m,"February 7, 1965","Andrews, South Carolina, USA","https://m.media-amazon.com/images/M/MV5BMTEyNjM5MjgyNzdeQTJeQWpwZ15BbWU3MDAzMzUyODc@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001674
nm0307726,Kelli Garner,Actress,"Actress,Costume and Wardrobe Department,Music Department",Lars and the Real Girl,"Lars and the Real Girl,The Secret Life of Marilyn Monroe,Pan Am,The Aviator",1.68 m,"April 11, 1984","Bakersfield, California, USA","https://m.media-amazon.com/images/M/MV5BMGNmYTkzYTMtM2Q2My00ZTQxLThlYzEtNDU2OTRlNjBlZjhiXkEyXkFqcGdeQXVyODY0MDIxOTE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0307726
nm2363049,Sarah Levy,Actress,"Actress,Additional Crew,Soundtrack",Schitt's Creek,"Schitt's Creek,SurrealEstate,Larry Crowne",1.60 m,"September 10, 1986","Toronto, Ontario, Canada","https://m.media-amazon.com/images/M/MV5BN2E1YWYxM2ItNDMxMS00YjQwLTkxYTgtNTQ0MTMzN2RjMjU0L2ltYWdlXkEyXkFqcGdeQXVyMTk2NTk2OTM@._V1_UY209_CR87,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2363049
nm0224007,John DiMaggio,Actor,"Actor,Music Department,Producer",Mythic Quest: Raven's Banquet,"Mythic Quest: Raven's Banquet,Disenchantment,Historical Roasts,Futurama",(1.92 m,"September 4, 1968","North Plainfield, New Jersey, USA","https://m.media-amazon.com/images/M/MV5BMzI2NTk1MzYxOV5BMl5BanBnXkFtZTcwMDE2MDQ4Nw@@._V1_UY209_CR6,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0224007
nm2212031,Abby Elliott,Actress,"Actress,Writer,Producer",No Strings Attached,"No Strings Attached,Teenage Mutant Ninja Turtles,Saturday Night Live,Fun Size",1.70 m,"June 16, 1987","New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMTA5Mzg4MzU2MTdeQTJeQWpwZ15BbWU4MDM3MzIxNjQz._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2212031
nm2373595,Jen Lilley,Actress,"Actress,Producer,Music Department",Days of Our Lives,"Days of Our Lives,The Artist,Mingle All the Way,The Spirit of Christmas",1.60 m,"August 4, 1984","Roanoke, Virginia, USA","https://m.media-amazon.com/images/M/MV5BYWIyNmVmMWEtN2NjNi00MGM4LThkMTUtZTFkMWM2ODA0NTNlXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2373595
nm0247754,Francesca Eastwood,Actress,Actress,Old,"Old,Wake Up,M.F.A.,Outlaws and Angels",(1.66 m,"August 7, 1993","Redding, California, USA","https://m.media-amazon.com/images/M/MV5BM2Q2ODBmNjktYjRmMy00NDRlLWFjMDUtMWM0MWZjNzBhMjRiXkEyXkFqcGdeQXVyMzY5MTE4MDU@._V1_UY209_CR10,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0247754
nm0180984,Kevin Corrigan,Actor,"Actor,Producer,Director",True Romance,"True Romance,The Departed,Pineapple Express,Unstoppable",(1.77 m,"March 27, 1969","The Bronx, New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMjA1OTc2NDU0OV5BMl5BanBnXkFtZTcwMjI3Mjg4OA@@._V1_UY209_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0180984
nm0001153,Lesley-Anne Down,Actress,"Actress,Writer,Soundtrack",North and South,"North and South,The Bold and the Beautiful,The Pink Panther Strikes Again,The First Great Train Robbery",1.65 m,"March 17, 1954","Wandsworth, London, England, UK","https://m.media-amazon.com/images/M/MV5BMjEzODY2NTE1OF5BMl5BanBnXkFtZTYwOTAxOTk0._V1_UY209_CR21,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001153
nm4699715,Madeleine Arthur,Actress,Actress,Big Eyes,"Big Eyes,To All the Boys I've Loved Before,The Family,To All the Boys: Always and Forever",1.63 m,"March 10, 1997","Vancouver, British Columbia, Canada","https://m.media-amazon.com/images/M/MV5BYzY5ZTMzYWQtZThhMi00MGI0LTk0MjYtY2I0NWNhNTVmM2UxXkEyXkFqcGdeQXVyMjk4NDkyOTA@._V1_UY209_CR61,0,140,209_AL_.jpg",https://www.imdb.com/name/nm4699715
nm3434305,Abbi Jacobson,Actress,"Actress,Producer,Writer",Broad City,"Broad City,A League of Their Own,Connected,Disenchantment",(1.66 m,"February 1, 1984","Wayne, Pennsylvania, USA","https://m.media-amazon.com/images/M/MV5BYWZkZDY4NWQtNzJiYi00NDJlLWI1YTEtYjJlOTNhNDY5ZjMyXkEyXkFqcGdeQXVyMTM2MTQwNjgw._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3434305
nm6384402,Mary Wiseman,Actress,"Actress,Soundtrack",Star Trek: Discovery,"Star Trek: Discovery,Marriage Story,Baskets,Room 104",,,,"https://m.media-amazon.com/images/M/MV5BY2NhY2Y4YTQtMmNkMy00ZWNmLThmZTUtYWY2NTQwMGIxZmRmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm6384402
nm0949350,Burt Young,Actor,"Actor,Writer,Soundtrack",Rocky,"Rocky,Chinatown,Win Win",1.73 m,"April 30, 1940","New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMTgzMDYzNjU4Ml5BMl5BanBnXkFtZTgwMDk0OTI5MDE@._V1_UY209_CR87,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0949350
nm2584298,Kelen Coleman,Actress,"Actress,Additional Crew",The Newsroom,"The Newsroom,The Office,Me, Myself and I,Big Little Lies",(1.77 m,April 19,"Nashville, Tennessee, USA","https://m.media-amazon.com/images/M/MV5BZTI3YTZhZWYtZjAxMS00NDI4LThkZWEtYTRhOGY4Y2Y3N2ZkXkEyXkFqcGdeQXVyMTYwMjQwMjc@._V1_UY209_CR32,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2584298
nm2030779,Moises Arias,Actor,"Actor,Director,Producer",The Kings of Summer,"Ender's Game,The Kings of Summer,Nacho Libre,The King of Staten Island",(1.50 m,"April 18, 1994","New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMTA0MjU1MzA5MzZeQTJeQWpwZ15BbWU4MDMyMTU2MTQz._V1_UY209_CR79,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2030779
nm4016192,Sarah Alami,Actress,Actress,The Guardians of the Galaxy: Holiday Special,"The Guardians of the Galaxy: Holiday Special,Criminal Minds,Westworld,Lucifer",1.60 m,"April 18, 1994","New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BYzFhYWNkMTktMDI5Zi00NGQwLTg2YzQtYjg3ZmQ2NTJlODEzXkEyXkFqcGdeQXVyMjIzMjE4OTM@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm4016192
nm1859932,Jacqueline Byers,Actress,Actress,Roadies,"Roadies,Timeless,Salvation,Bad Samaritan",1.60 m,"September 14, 1989","Toronto, Ontario, Canada","https://m.media-amazon.com/images/M/MV5BMDhjNzliNWQtMDhmYy00YzI3LWIwM2YtNDdhMmU2M2RjZTJiXkEyXkFqcGdeQXVyNDUxNzA4NTY@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1859932
nm0601041,Christina Moore,Actress,"Actress,Producer,Writer",That '70s Show,"That '70s Show,Without a Paddle,I Believe in Santa,90210",1.70 m,April 12,"Palatine, Illinois, USA","https://m.media-amazon.com/images/M/MV5BNTIyYTRmZGMtMjQ0NC00MmVmLTgxNjItMzZlMDIwZTJkZDkyXkEyXkFqcGdeQXVyNjk0MTExOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0601041
nm5393649,Katelyn Nacon,Actress,Actress,The Walking Dead,"The Walking Dead,Linoleum,Southern Gospel,Light as a Feather",1.60 m,"June 11, 1999","Atlanta, Georgia, USA","https://m.media-amazon.com/images/M/MV5BYTJhMzAyN2MtOWIwMS00MWEwLTkwYjEtYzk4NmFhMThlYjYxXkEyXkFqcGdeQXVyMTMwMjExMTY3._V1_UY209_CR178,0,140,209_AL_.jpg",https://www.imdb.com/name/nm5393649
nm0156940,Dominic Chianese,Actor,"Actor,Soundtrack",The Sopranos,"The Sopranos,The Godfather: Part II,All the President's Men,...and justice for all.", (1.82 m,"February 24, 1931","Bronx, New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMTk4Njk4MzgyNF5BMl5BanBnXkFtZTcwMzM0NDk4Mw@@._V1_UY209_CR5,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0156940
nm0452860,Rinko Kikuchi,Actress,"Actress,Director,Writer",Babel,"Babel,Pacific Rim,The Brothers Bloom,Kumiko, the Treasure Hunter",(1.69 m,"January 6, 1981","Hadano, Japan","https://m.media-amazon.com/images/M/MV5BMTI5NjE0MjcwN15BMl5BanBnXkFtZTYwMDcxNTA1._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0452860
nm0189887,Marie-Josée Croze,Actress,Actress,Les invasions barbares,"Les invasions barbares,Munich,Maelström,Le Scaphandre Et Le Papillon",(1.68 m,"February 23, 1970","Montréal, Québec, Canada","https://m.media-amazon.com/images/M/MV5BNGY1ODI0N2EtNzEzNS00YTRhLWExY2ItNWNmYWViYmY2NjkwXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0189887
nm0004814,Jessica Cauffiel,Actress,"Actress,Producer,Writer",Legally Blonde,"Legally Blonde,White Chicks,The World's Fastest Indian,The Drew Carey Show",1.63 m,"March 30, 1976","Detroit, Michigan, USA","https://m.media-amazon.com/images/M/MV5BYjZkYzg3MTktYTQ1YS00ZDZjLWIyMmEtNjA2NmIwYTk0ZDNjXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0004814
nm0407615,Robert Iler,Actor,Actor,The Sopranos,"The Sopranos,Daredevil,Tadpole,Law & Order: Special Victims Unit",(1.66 m,"March 2, 1985","New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMTU2MjY5Mjc0NV5BMl5BanBnXkFtZTYwMjYxNTk3._V1_UY209_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0407615
nm0134223,Katherine Cannon,Actress,Actress,The Hidden,"The Hidden,Black Sheep Squadron,JAG,Battlestar Galactica",1.68 m,"September 6, 1953","Hartford, Connecticut, USA","https://m.media-amazon.com/images/M/MV5BMTk4ODY0NjE0NV5BMl5BanBnXkFtZTcwNjQwNTcyMQ@@._V1_UY209_CR6,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0134223
nm0005080,Andrew Keegan,Actor,"Actor,Producer",10 Things I Hate About You,"10 Things I Hate About You,Independence Day,The Broken Hearts Club: A Romantic Comedy,Kill Speed",,,,"https://m.media-amazon.com/images/M/MV5BMjJlMTRhMzYtNmE3OC00YjZmLTg2NmMtMjhjOTc2NTE0MjUzXkEyXkFqcGdeQXVyMTY5ODc2OTU@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0005080
nm0312587,Ruth Gemmell,Actress,Actress,Fever Pitch,"Fever Pitch,Primeval,Bridgerton,F",1.68 m,October 1967,"Bristol, England, UK","https://m.media-amazon.com/images/M/MV5BNTNjYmIzY2MtYmNlZi00YTk1LWI2MGYtNzI3YTQzNDk1N2QxXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_UY209_CR87,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0312587
nm4008605,Cosmo Jarvis,Actor,"Actor,Sound Department,Director",Lady Macbeth,"Lady Macbeth,Calm with Horses,Hunter Killer,The Alley Way",(1.78 m,September 1989,"Ridgewood, New Jersey, USA","https://m.media-amazon.com/images/M/MV5BMGVlMmJkMzYtNTlhNC00ZGRkLTllNmEtYTUwYTc4NTgyYjU0XkEyXkFqcGdeQXVyNjkwNzEwMzY@._V1_UY209_CR17,0,140,209_AL_.jpg",https://www.imdb.com/name/nm4008605
nm0001755,Suzanne Somers,Actress,"Actress,Composer,Producer",Three's Company,"Three's Company,Serial Mom,She's the Sheriff,Step by Step",(1.66 m,"October 16, 1946","San Bruno, California, USA","https://m.media-amazon.com/images/M/MV5BMTI3MjQ1NTI0NV5BMl5BanBnXkFtZTYwNjI5MTE0._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001755
nm0366846,Jo Hartley,Actress,"Actress,Casting Department,Producer",Eddie the Eagle,"Eddie the Eagle,This Is England,David Brent: Life on the Road,Dead Man's Shoes",1.63 m,"March 12, 1972","Oldham, Lancashire, England, UK","https://m.media-amazon.com/images/M/MV5BZjY4YThiMGMtY2I0Mi00M2Y1LTk5ZmYtOTNlNDRjY2IyYzI1XkEyXkFqcGdeQXVyMzk4MjEzOQ@@._V1_UY209_CR43,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0366846
